,Character,Left,Top,Right,Bottom
217,t,566,120,571,144
218, ,572,120,576,144
219,o,577,120,586,144
220,u,587,120,596,144
221,t,597,120,602,144
222, ,603,120,607,144
223,s,608,120,615,144
224,h,616,120,625,144
225,o,626,120,635,144
226,o,636,120,645,144
227,t,646,120,651,144
228,s,652,120,659,144
229, ,660,120,664,144
230,b,664,120,674,144
231,e,676,120,684,144
232,f,685,120,693,144
233,o,694,120,703,144
234,r,704,120,710,144
235,e,711,120,719,144
236, ,720,120,724,144
237,i,725,120,730,144
238,t,731,120,736,144
239, ,737,120,741,144
240,r,742,120,748,144
241,a,749,120,757,144
242,i,758,120,763,144
243,n,764,120,773,144
244,s,774,120,781,144
245,.,782,120,786,144
246,W,112,145,130,169
247,h,131,145,140,169
248,e,141,145,149,169
249,n,150,145,159,169
250, ,160,145,164,169
251,t,165,145,170,169
252,h,171,145,180,169
253,a,181,145,189,169
254,t,190,145,195,169
255, ,196,145,200,169
256,h,201,145,210,169
257,a,211,145,219,169
258,p,219,145,229,169
259,p,230,145,240,169
260,e,242,145,250,169
261,n,251,145,260,169
262,s,261,145,268,169
263,",",269,145,273,169
264, ,274,145,278,169
265,t,279,145,284,169
266,h,285,145,294,169
267,e,295,145,303,169
268, ,304,145,308,169
269,p,308,145,318,169
270,l,320,145,325,169
271,a,326,145,334,169
272,n,335,145,344,169
273,t,345,145,350,169
274,s,351,145,358,169
275, ,359,145,363,169
276,g,364,145,373,169
277,r,374,145,380,169
278,o,381,145,390,169
279,w,391,145,405,169
280, ,406,145,410,169
281,v,411,145,420,169
282,e,421,145,429,169
283,r,430,145,436,169
284,y,437,145,446,169
285, ,447,145,451,169
286,q,452,145,461,169
287,u,462,145,471,169
288,i,472,145,477,169
289,c,478,145,486,169
290,k,487,145,497,169
291,l,498,145,503,169
292,y,504,145,513,169
293, ,514,145,518,169
294,a,519,145,527,169
295,n,528,145,537,169
296,d,538,145,548,169
297, ,549,145,553,169
298,f,554,145,562,169
299,o,563,145,572,169
300,r,573,145,579,169
301,m,580,145,595,169
302, ,596,145,600,169
303,f,601,145,609,169
304,l,610,145,615,169
305,o,616,145,625,169
306,w,626,145,640,169
307,e,641,145,649,169
308,r,650,145,656,169
309,s,657,145,664,169
310, ,665,145,669,169
311,a,670,145,678,169
312,n,679,145,688,169
313,d,689,145,699,169
314, ,700,145,704,169
315,s,705,145,712,169
316,e,713,145,721,169
317,e,722,145,730,169
318,d,731,145,741,169
319,s,742,145,749,169
320,",",750,145,754,169
321,w,112,170,126,194
322,h,127,170,136,194
323,i,137,170,142,194
324,c,143,170,151,194
325,h,152,170,161,194
326, ,162,170,166,194
327,i,167,170,172,194
328,n,173,170,182,194
329, ,183,170,187,194
330,d,188,170,198,194
331,u,199,170,208,194
332,e,209,170,217,194
333, ,218,170,222,194
334,t,223,170,228,194
335,i,229,170,234,194
336,m,235,170,250,194
337,e,251,170,259,194
338, ,260,170,264,194
339,d,265,170,275,194
340,e,276,170,284,194
341,v,285,170,294,194
342,e,295,170,303,194
343,l,304,170,309,194
344,o,310,170,319,194
345,p,319,170,329,194
346, ,331,170,335,194
347,i,336,170,341,194
348,n,342,170,351,194
349,t,352,170,357,194
350,o,358,170,367,194
351, ,368,170,372,194
352,t,373,170,378,194
353,h,379,170,388,194
354,e,389,170,397,194
355, ,398,170,402,194
356,n,403,170,412,194
357,e,413,170,421,194
358,x,422,170,431,194
359,t,432,170,437,194
360, ,438,170,442,194
361,g,443,170,452,194
362,e,453,170,461,194
363,n,462,170,471,194
364,e,472,170,480,194
365,r,481,170,487,194
366,a,488,170,496,194
367,t,497,170,502,194
368,i,503,170,508,194
369,o,509,170,518,194
370,n,519,170,528,194
371,.,529,170,533,194
372, ,534,170,538,194
373,S,539,170,549,194
374,o,550,170,559,194
375,m,560,170,575,194
376,e,576,170,584,194
377, ,585,170,589,194
378,a,590,170,598,194
379,n,599,170,608,194
380,i,609,170,614,194
381,m,615,170,630,194
382,a,631,170,639,194
383,l,640,170,645,194
384,s,646,170,653,194
385, ,654,170,658,194
386,b,658,170,668,194
387,e,670,170,678,194
388,h,679,170,688,194
389,a,689,170,697,194
390,v,698,170,707,194
391,e,708,170,716,194
392, ,717,170,721,194
393,i,722,170,727,194
394,n,728,170,737,194
395, ,738,170,742,194
396,a,743,170,751,194
397,s,112,195,119,219
398,i,120,195,125,219
399,m,126,195,141,219
400,i,142,195,147,219
401,l,148,195,153,219
402,a,154,195,162,219
403,r,163,195,169,219
404, ,170,195,174,219
405,w,175,195,189,219
406,a,190,195,198,219
407,y,199,195,208,219
408,.,209,195,213,219
409, ,214,195,218,219
410,T,219,195,230,219
411,h,231,195,240,219
412,e,241,195,249,219
413,r,250,195,256,219
414,e,257,195,265,219
415, ,266,195,270,219
416,a,271,195,279,219
417,r,280,195,286,219
418,e,287,195,295,219
419, ,296,195,300,219
420,f,301,195,309,219
421,r,310,195,316,219
422,o,317,195,326,219
423,g,327,195,336,219
424,s,337,195,344,219
425, ,345,195,349,219
426,t,350,195,355,219
427,h,356,195,365,219
428,a,366,195,374,219
429,t,375,195,380,219
430, ,381,195,385,219
431,b,385,195,395,219
432,u,397,195,406,219
433,r,407,195,413,219
434,y,414,195,423,219
435, ,424,195,428,219
436,t,429,195,434,219
437,h,435,195,444,219
438,e,445,195,453,219
439,m,454,195,469,219
440,s,470,195,477,219
441,e,478,195,486,219
442,l,487,195,492,219
443,v,493,195,502,219
444,e,503,195,511,219
445,s,512,195,519,219
446, ,520,195,524,219
447,i,525,195,530,219
448,n,531,195,540,219
449, ,541,195,545,219
450,t,546,195,551,219
451,h,552,195,561,219
452,e,562,195,570,219
453, ,571,195,575,219
454,g,576,195,585,219
455,r,586,195,592,219
456,o,593,195,602,219
457,u,603,195,612,219
458,n,613,195,622,219
459,d,623,195,633,219
460, ,634,195,638,219
461,a,639,195,647,219
462,n,648,195,657,219
463,d,658,195,668,219
464, ,669,195,673,219
465,f,674,195,682,219
466,o,683,195,692,219
467,r,693,195,699,219
468,m,700,195,715,219
469, ,716,195,720,219
470,a,721,195,729,219
471, ,730,195,734,219
472,c,735,195,743,219
473,a,744,195,752,219
474,p,752,195,762,219
475,s,764,195,771,219
476,u,772,195,781,219
477,l,782,195,787,219
478,e,788,195,796,219
479,w,112,220,126,244
480,h,127,220,136,244
481,i,137,220,142,244
482,c,143,220,151,244
483,h,152,220,161,244
484, ,162,220,166,244
485,p,166,220,176,244
486,r,178,220,184,244
487,e,185,220,193,244
488,v,194,220,203,244
489,e,204,220,212,244
490,n,213,220,222,244
491,t,223,220,228,244
492,s,229,220,236,244
493, ,237,220,241,244
494,t,242,220,247,244
495,h,248,220,257,244
496,e,258,220,266,244
497,m,267,220,282,244
498, ,283,220,287,244
499,f,288,220,296,244
500,r,297,220,303,244
501,o,304,220,313,244
502,m,314,220,329,244
503, ,330,220,334,244
504,d,335,220,345,244
505,r,346,220,352,244
506,y,353,220,362,244
507,i,363,220,368,244
508,n,369,220,378,244
509,g,379,220,388,244
510, ,389,220,393,244
511,o,394,220,403,244
512,u,404,220,413,244
513,t,414,220,419,244
514,.,420,220,424,244
515, ,425,220,429,244
516,T,430,220,441,244
517,h,442,220,451,244
518,e,452,220,460,244
519,s,461,220,468,244
520,e,469,220,477,244
521, ,478,220,482,244
522,f,483,220,491,244
523,r,492,220,498,244
524,o,499,220,508,244
525,g,509,220,518,244
526,s,519,220,526,244
527, ,527,220,531,244
528,o,532,220,541,244
529,n,542,220,551,244
530,l,552,220,557,244
531,y,558,220,567,244
532, ,568,220,572,244
533,c,573,220,581,244
534,o,582,220,591,244
535,m,592,220,607,244
536,e,608,220,616,244
537, ,617,220,621,244
538,t,622,220,627,244
539,o,628,220,637,244
540, ,638,220,642,244
541,t,643,220,648,244
542,h,649,220,658,244
543,e,659,220,667,244
544, ,668,220,672,244
545,s,673,220,680,244
546,u,681,220,690,244
547,r,691,220,697,244
548,f,698,220,706,244
549,a,707,220,715,244
550,c,716,220,724,244
551,e,725,220,733,244
552, ,734,220,738,244
553,w,739,220,753,244
554,h,754,220,763,244
555,e,764,220,772,244
556,n,773,220,782,244
557,i,112,245,117,269
558,t,118,245,123,269
559, ,124,245,128,269
560,f,129,245,137,269
561,i,138,245,143,269
562,n,144,245,153,269
563,a,154,245,162,269
564,l,163,245,168,269
565,l,169,245,174,269
566,y,175,245,184,269
567, ,185,245,189,269
568,r,190,245,196,269
569,a,197,245,205,269
570,i,206,245,211,269
571,n,212,245,221,269
572,s,222,245,229,269
573,.,230,245,234,269
574, ,235,245,239,269
575,T,240,245,251,269
576,h,252,245,261,269
577,e,262,245,270,269
578,y,271,245,280,269
579, ,281,245,285,269
580,u,286,245,295,269
581,s,296,245,303,269
582,e,304,245,312,269
583, ,313,245,317,269
584,t,318,245,323,269
585,h,324,245,333,269
586,i,334,245,339,269
587,s,340,245,347,269
588, ,348,245,352,269
589,t,353,245,358,269
590,i,359,245,364,269
591,m,365,245,380,269
592,e,381,245,389,269
593, ,390,245,394,269
594,i,395,245,400,269
595,n,401,245,410,269
596, ,411,245,415,269
597,w,416,245,430,269
598,h,431,245,440,269
599,i,441,245,446,269
600,c,447,245,455,269
601,h,456,245,465,269
602, ,466,245,470,269
603,w,471,245,485,269
604,a,486,245,494,269
605,t,495,245,500,269
606,e,501,245,509,269
607,r,510,245,516,269
608, ,517,245,521,269
609,i,522,245,527,269
610,s,528,245,535,269
611, ,536,245,540,269
612,a,541,245,549,269
613,v,550,245,559,269
614,a,560,245,568,269
615,i,569,245,574,269
616,l,575,245,580,269
617,a,581,245,589,269
618,b,589,245,599,269
619,l,601,245,606,269
620,e,607,245,615,269
621, ,616,245,620,269
622,t,621,245,626,269
623,o,627,245,636,269
624, ,637,245,641,269
625,p,641,245,651,269
626,r,653,245,659,269
627,o,660,245,669,269
628,v,670,245,679,269
629,i,680,245,685,269
630,d,686,245,696,269
631,e,697,245,705,269
632, ,706,245,710,269
633,f,711,245,719,269
634,o,720,245,729,269
635,r,730,245,736,269
636, ,737,245,741,269
637,t,742,245,747,269
638,h,748,245,757,269
639,e,758,245,766,269
640,i,767,245,772,269
641,r,773,245,779,269
642,o,112,270,121,294
643,f,122,270,130,294
644,f,131,270,139,294
645,s,140,270,147,294
646,p,147,270,157,294
647,r,159,270,165,294
648,i,166,270,171,294
649,n,172,270,181,294
650,g,182,270,191,294
651,.,192,270,196,294
652, ,197,270,201,294
653,A,202,270,216,294
654, ,217,270,221,294
655,l,222,270,227,294
656,o,228,270,237,294
657,t,238,270,243,294
658, ,244,270,248,294
659,o,249,270,258,294
660,f,259,270,267,294
661, ,268,270,272,294
662,p,272,270,282,294
663,l,284,270,289,294
664,a,290,270,298,294
665,n,299,270,308,294
666,t,309,270,314,294
667,s,315,270,322,294
668, ,323,270,327,294
669,i,328,270,333,294
670,n,334,270,343,294
671, ,344,270,348,294
672,t,349,270,354,294
673,h,355,270,364,294
674,e,365,270,373,294
675, ,374,270,378,294
676,d,379,270,389,294
677,e,390,270,398,294
678,s,399,270,406,294
679,e,407,270,415,294
680,r,416,270,422,294
681,t,423,270,428,294
682, ,429,270,433,294
683,h,434,270,443,294
684,a,444,270,452,294
685,v,453,270,462,294
686,e,463,270,471,294
687, ,472,270,476,294
688,a,477,270,485,294
689,d,486,270,496,294
690,a,497,270,505,294
691,p,505,270,515,294
692,t,517,270,522,294
693,e,523,270,531,294
694,d,532,270,542,294
695, ,543,270,547,294
696,t,548,270,553,294
697,o,554,270,563,294
698, ,564,270,568,294
699,t,569,270,574,294
700,h,575,270,584,294
701,e,585,270,593,294
702, ,594,270,598,294
703,d,599,270,609,294
704,r,610,270,616,294
705,y,617,270,626,294
706,n,627,270,636,294
707,e,637,270,645,294
708,s,646,270,653,294
709,s,654,270,661,294
710, ,662,270,666,294
711,i,667,270,672,294
712,n,673,270,682,294
713, ,683,270,687,294
714,o,688,270,697,294
715,t,698,270,703,294
716,h,704,270,713,294
717,e,714,270,722,294
718,r,723,270,729,294
719, ,730,270,734,294
720,w,735,270,749,294
721,a,750,270,758,294
722,y,759,270,768,294
723,s,769,270,776,294
724,.,777,270,781,294
725,S,112,295,122,319
726,o,123,295,132,319
727,m,133,295,148,319
728,e,149,295,157,319
729, ,158,295,162,319
730,h,163,295,172,319
731,a,173,295,181,319
732,v,182,295,191,319
733,e,192,295,200,319
734, ,201,295,205,319
735,e,206,295,214,319
736,x,215,295,224,319
737,t,225,295,230,319
738,e,231,295,239,319
739,n,240,295,249,319
740,s,250,295,257,319
741,i,258,295,263,319
742,v,264,295,273,319
743,e,274,295,282,319
744, ,283,295,287,319
745,r,288,295,294,319
746,o,295,295,304,319
747,o,305,295,314,319
748,t,315,295,320,319
749,s,321,295,328,319
750, ,329,295,333,319
751,t,334,295,339,319
752,h,340,295,349,319
753,a,350,295,358,319
754,t,359,295,364,319
755, ,365,295,369,319
756,t,370,295,375,319
757,a,376,295,384,319
758,k,385,295,395,319
759,e,396,295,404,319
760, ,405,295,409,319
761,i,410,295,415,319
762,n,416,295,425,319
763, ,426,295,430,319
764,w,431,295,445,319
765,a,446,295,454,319
766,t,455,295,460,319
767,e,461,295,469,319
768,r,470,295,476,319
769, ,477,295,481,319
770,f,482,295,490,319
771,r,491,295,497,319
772,o,498,295,507,319
773,m,508,295,523,319
774, ,524,295,528,319
775,a,529,295,537,319
776, ,538,295,542,319
777,l,543,295,548,319
778,a,549,295,557,319
779,r,558,295,564,319
780,g,565,295,574,319
781,e,575,295,583,319
782, ,584,295,588,319
783,a,589,295,597,319
784,r,598,295,604,319
785,e,605,295,613,319
786,a,614,295,622,319
787, ,623,295,627,319
788,o,628,295,637,319
789,r,638,295,644,319
790, ,645,295,649,319
791,r,650,295,656,319
792,e,657,295,665,319
793,a,666,295,674,319
794,c,675,295,683,319
795,h,684,295,693,319
796, ,694,295,698,319
797,i,699,295,704,319
798,n,705,295,714,319
799,t,715,295,720,319
800,o,721,295,730,319
801, ,731,295,735,319
802,t,736,295,741,319
803,h,742,295,751,319
804,e,752,295,760,319
805,g,112,320,121,344
806,r,122,320,128,344
807,o,129,320,138,344
808,u,139,320,148,344
809,n,149,320,158,344
810,d,159,320,169,344
811, ,170,320,174,344
812,v,175,320,184,344
813,e,185,320,193,344
814,r,194,320,200,344
815,y,201,320,210,344
816, ,211,320,215,344
817,f,216,320,224,344
818,a,225,320,233,344
819,r,234,320,240,344
820,.,241,320,245,344
