,Character,Left,Top,Right,Bottom
344,t,379,160,384,182
345,h,385,160,394,182
346,e,395,160,402,182
347,m,403,160,417,182
348,s,418,160,424,182
349,e,425,160,432,182
350,l,433,160,437,182
351,v,438,160,447,182
352,e,448,160,455,182
353,s,456,160,462,182
354,.,463,160,467,182
355, ,468,160,472,182
356,T,473,160,484,182
357,h,485,160,494,182
358,e,495,160,502,182
359,s,503,160,509,182
360,e,510,160,517,182
361, ,518,160,522,182
362,i,523,160,527,182
363,n,528,160,537,182
364,c,538,160,545,182
365,l,546,160,550,182
366,u,551,160,560,182
367,d,561,160,570,182
368,e,571,160,578,182
369, ,579,160,583,182
370,s,584,160,590,182
371,h,591,160,600,182
372,a,601,160,609,182
373,r,610,160,616,182
374,p,616,160,626,182
375, ,628,160,632,182
376,s,633,160,639,182
377,p,639,160,649,182
378,i,651,160,655,182
379,n,656,160,665,182
380,e,666,160,673,182
381,s,674,160,680,182
382, ,681,160,685,182
383,a,686,160,694,182
384,n,695,160,704,182
385,d,705,160,714,182
386,t,112,183,117,205
387,h,118,183,127,205
388,o,128,183,137,205
389,r,138,183,144,205
390,n,145,183,154,205
391,s,155,183,161,205
392, ,162,183,166,205
393,o,167,183,176,205
394,r,177,183,183,205
395, ,184,183,188,205
396,a,189,183,197,205
397, ,198,183,202,205
398,t,203,183,208,205
399,o,209,183,218,205
400,u,219,183,228,205
401,g,229,183,238,205
402,h,239,183,248,205
403, ,249,183,253,205
404,s,254,183,260,205
405,k,261,183,270,205
406,i,271,183,275,205
407,n,276,183,285,205
408,.,286,183,290,205
409, ,291,183,295,205
410,O,296,183,309,205
411,t,310,183,315,205
412,h,316,183,325,205
413,e,326,183,333,205
414,r,334,183,340,205
415, ,341,183,345,205
416,p,345,183,355,205
417,l,357,183,361,205
418,a,362,183,370,205
419,n,371,183,380,205
420,t,381,183,386,205
421,s,387,183,393,205
422, ,394,183,398,205
423,a,399,183,407,205
424,n,408,183,417,205
425,d,418,183,427,205
426, ,428,183,432,205
427,a,433,183,441,205
428,l,442,183,446,205
429,s,447,183,453,205
430,o,454,183,463,205
431, ,464,183,468,205
432,a,469,183,477,205
433, ,478,183,482,205
434,n,483,183,492,205
435,u,493,183,502,205
436,m,503,183,517,205
437,b,517,183,527,205
438,e,529,183,536,205
439,r,537,183,543,205
440, ,544,183,548,205
441,o,549,183,558,205
442,f,559,183,567,205
443, ,568,183,572,205
444,a,573,183,581,205
445,n,582,183,591,205
446,i,592,183,596,205
447,m,597,183,611,205
448,a,612,183,620,205
449,l,621,183,625,205
450,s,626,183,632,205
451, ,633,183,637,205
452,p,637,183,647,205
453,r,649,183,655,205
454,o,656,183,665,205
455,t,666,183,671,205
456,e,672,183,679,205
457,c,680,183,687,205
458,t,688,183,693,205
459,t,112,206,117,228
460,h,118,206,127,228
461,e,128,206,135,228
462,m,136,206,150,228
463,s,151,206,157,228
464,e,158,206,165,228
465,l,166,206,170,228
466,v,171,206,180,228
467,e,181,206,188,228
468,s,189,206,195,228
469, ,196,206,200,228
470,b,200,206,210,228
471,y,212,206,221,228
472, ,222,206,226,228
473,p,226,206,236,228
474,o,238,206,247,228
475,i,248,206,252,228
476,s,253,206,259,228
477,o,260,206,269,228
478,n,270,206,279,228
479,s,280,206,286,228
480, ,287,206,291,228
481,t,292,206,297,228
482,h,298,206,307,228
483,a,308,206,316,228
484,t,317,206,322,228
485, ,323,206,327,228
486,t,328,206,333,228
487,h,334,206,343,228
488,e,344,206,351,228
489,y,352,206,361,228
490, ,362,206,366,228
491,c,367,206,374,228
492,o,375,206,384,228
493,n,385,206,394,228
494,t,395,206,400,228
495,a,401,206,409,228
496,i,410,206,414,228
497,n,415,206,424,228
498,.,425,206,429,228
499, ,430,206,434,228
500,T,435,206,446,228
501,h,447,206,456,228
502,e,457,206,464,228
503,s,465,206,471,228
504,e,472,206,479,228
505, ,480,206,484,228
506,p,484,206,494,228
507,o,496,206,505,228
508,i,506,206,510,228
509,s,511,206,517,228
510,o,518,206,527,228
511,n,528,206,537,228
512,s,538,206,544,228
513, ,545,206,549,228
514,n,550,206,559,228
515,e,560,206,567,228
516,e,568,206,575,228
517,d,576,206,585,228
518, ,586,206,590,228
519,n,591,206,600,228
520,o,601,206,610,228
521,t,611,206,616,228
522, ,617,206,621,228
523,n,622,206,631,228
524,e,632,206,639,228
525,c,640,206,647,228
526,e,648,206,655,228
527,s,656,206,662,228
528,s,663,206,669,228
529,a,670,206,678,228
530,r,679,206,685,228
531,i,686,206,690,228
532,l,691,206,695,228
533,y,696,206,705,228
534, ,706,206,710,228
535,b,710,206,720,228
536,e,722,206,729,228
537,d,112,229,121,251
538,e,122,229,129,251
539,a,130,229,138,251
540,d,139,229,148,251
541,l,149,229,153,251
542,y,154,229,163,251
543,.,164,229,168,251
544, ,169,229,173,251
545,I,174,229,179,251
546,t,180,229,185,251
547, ,186,229,190,251
548,i,191,229,195,251
549,s,196,229,202,251
550, ,203,229,207,251
551,s,208,229,214,251
552,u,215,229,224,251
553,f,225,229,233,251
554,f,234,229,242,251
555,i,243,229,247,251
556,c,248,229,255,251
557,i,256,229,260,251
558,e,261,229,268,251
559,n,269,229,278,251
560,t,279,229,284,251
561, ,285,229,289,251
562,i,290,229,294,251
563,f,295,229,303,251
564, ,304,229,308,251
565,t,309,229,314,251
566,h,315,229,324,251
567,e,325,229,332,251
568,y,333,229,342,251
569, ,343,229,347,251
570,p,347,229,357,251
571,r,359,229,365,251
572,e,366,229,373,251
573,v,374,229,383,251
574,e,384,229,391,251
575,n,392,229,401,251
576,t,402,229,407,251
577, ,408,229,412,251
578,o,413,229,422,251
579,t,423,229,428,251
580,h,429,229,438,251
581,e,439,229,446,251
582,r,447,229,453,251
583, ,454,229,458,251
584,a,459,229,467,251
585,n,468,229,477,251
586,i,478,229,482,251
587,m,483,229,497,251
588,a,498,229,506,251
589,l,507,229,511,251
590,s,512,229,518,251
591, ,519,229,523,251
592,f,524,229,532,251
593,r,533,229,539,251
594,o,540,229,549,251
595,m,550,229,564,251
596, ,565,229,569,251
597,e,570,229,577,251
598,a,578,229,586,251
599,t,587,229,592,251
600,i,593,229,597,251
601,n,598,229,607,251
602,g,608,229,617,251
603, ,618,229,622,251
604,t,623,229,628,251
605,h,629,229,638,251
606,e,639,229,646,251
607, ,647,229,651,251
608,p,651,229,661,251
609,o,663,229,672,251
610,i,673,229,677,251
611,s,678,229,684,251
612,o,685,229,694,251
613,n,695,229,704,251
614,o,705,229,714,251
615,u,715,229,724,251
616,s,725,229,731,251
617,b,111,252,121,274
618,e,123,252,130,274
619,i,131,252,135,274
620,n,136,252,145,274
621,g,146,252,155,274
622,s,156,252,162,274
623,.,163,252,167,274
624, ,168,252,172,274
625,S,173,252,183,274
626,o,184,252,193,274
627,m,194,252,208,274
628,e,209,252,216,274
629, ,217,252,221,274
630,a,222,252,230,274
631,n,231,252,240,274
632,i,241,252,245,274
633,m,246,252,260,274
634,a,261,252,269,274
635,l,270,252,274,274
636,s,275,252,281,274
637, ,282,252,286,274
638,e,287,252,294,274
639,v,295,252,304,274
640,e,305,252,312,274
641,n,313,252,322,274
642, ,323,252,327,274
643,p,327,252,337,274
644,r,339,252,345,274
645,o,346,252,355,274
646,t,356,252,361,274
647,e,362,252,369,274
648,c,370,252,377,274
649,t,378,252,383,274
650, ,384,252,388,274
651,t,389,252,394,274
652,h,395,252,404,274
653,e,405,252,412,274
654,m,413,252,427,274
655,s,428,252,434,274
656,e,435,252,442,274
657,l,443,252,447,274
658,v,448,252,457,274
659,e,458,252,465,274
660,s,466,252,472,274
661, ,473,252,477,274
662,b,477,252,487,274
663,y,489,252,498,274
664, ,499,252,503,274
665,l,504,252,508,274
666,o,509,252,518,274
667,o,519,252,528,274
668,k,529,252,538,274
669,i,539,252,543,274
670,n,544,252,553,274
671,g,554,252,563,274
672, ,564,252,568,274
673,l,569,252,573,274
674,i,574,252,578,274
675,k,579,252,588,274
676,e,589,252,596,274
677, ,597,252,601,274
678,o,602,252,611,274
679,t,612,252,617,274
680,h,618,252,627,274
681,e,628,252,635,274
682,r,636,252,642,274
683,s,643,252,649,274
684, ,650,252,654,274
685,t,655,252,660,274
686,h,661,252,670,274
687,a,671,252,679,274
688,t,680,252,685,274
689, ,686,252,690,274
690,c,691,252,698,274
691,o,699,252,708,274
692,n,709,252,718,274
693,t,719,252,724,274
694,a,725,252,733,274
695,i,734,252,738,274
696,n,739,252,748,274
697,p,111,275,121,297
698,o,123,275,132,297
699,i,133,275,137,297
700,s,138,275,144,297
701,o,145,275,154,297
702,n,155,275,164,297
703,o,165,275,174,297
704,u,175,275,184,297
705,s,185,275,191,297
706, ,192,275,196,297
707,s,197,275,203,297
708,u,204,275,213,297
709,b,213,275,223,297
710,s,225,275,231,297
711,t,232,275,237,297
712,a,238,275,246,297
713,n,247,275,256,297
714,c,257,275,264,297
715,e,265,275,272,297
716,s,273,275,279,297
717,.,280,275,284,297
718, ,285,275,289,297
719,I,290,275,295,297
720,n,296,275,305,297
721, ,306,275,310,297
722,t,311,275,316,297
723,h,317,275,326,297
724,e,327,275,334,297
725, ,335,275,339,297
726,a,340,275,348,297
727,n,349,275,358,297
728,i,359,275,363,297
729,m,364,275,378,297
730,a,379,275,387,297
731,l,388,275,392,297
732, ,393,275,397,297
733,k,398,275,407,297
734,i,408,275,412,297
735,n,413,275,422,297
736,g,423,275,432,297
737,d,433,275,442,297
738,o,443,275,452,297
739,m,453,275,467,297
740,",",468,275,472,297
741, ,473,275,477,297
742,a,478,275,486,297
743, ,487,275,491,297
744,p,491,275,501,297
745,a,503,275,511,297
746,r,512,275,518,297
747,t,519,275,524,297
748,i,525,275,529,297
749,c,530,275,537,297
750,u,538,275,547,297
751,l,548,275,552,297
752,a,553,275,561,297
753,r,562,275,568,297
754,l,569,275,573,297
755,y,574,275,583,297
756, ,584,275,588,297
757,s,589,275,595,297
758,t,596,275,601,297
759,r,602,275,608,297
760,i,609,275,613,297
761,k,614,275,623,297
762,i,624,275,628,297
763,n,629,275,638,297
764,g,639,275,648,297
765, ,649,275,653,297
766,c,654,275,661,297
767,o,662,275,671,297
768,l,672,275,676,297
769,o,677,275,686,297
770,u,687,275,696,297
771,r,697,275,703,297
772,g,112,298,121,320
773,e,122,298,129,320
774,n,130,298,139,320
775,e,140,298,147,320
776,r,148,298,154,320
777,a,155,298,163,320
778,l,164,298,168,320
779,l,169,298,173,320
780,y,174,298,183,320
781, ,184,298,188,320
782,s,189,298,195,320
783,i,196,298,200,320
784,g,201,298,210,320
785,n,211,298,220,320
786,a,221,298,229,320
787,l,230,298,234,320
788,s,235,298,241,320
789, ,242,298,246,320
790,t,247,298,252,320
791,h,253,298,262,320
792,a,263,298,271,320
793,t,272,298,277,320
794, ,278,298,282,320
795,t,283,298,288,320
796,h,289,298,298,320
797,e,299,298,306,320
798, ,307,298,311,320
799,a,312,298,320,320
800,n,321,298,330,320
801,i,331,298,335,320
802,m,336,298,350,320
803,a,351,298,359,320
804,l,360,298,364,320
805, ,365,298,369,320
806,i,370,298,374,320
807,s,375,298,381,320
808, ,382,298,386,320
809,i,387,298,391,320
810,n,392,298,401,320
811,e,402,298,409,320
812,d,410,298,419,320
813,i,420,298,424,320
814,b,424,298,434,320
815,l,436,298,440,320
816,e,441,298,448,320
817,.,449,298,453,320
