,Character,Left,Top,Right,Bottom
174,a,210,138,220,168
175,i,221,138,225,168
176,r,226,138,233,168
177,s,234,138,243,168
178, ,244,138,250,168
179,a,251,138,261,168
180,n,262,138,272,168
181,d,273,138,283,168
182, ,284,138,290,168
183,a,291,138,301,168
184, ,302,138,308,168
185,t,309,138,317,168
186,h,318,138,328,168
187,i,329,138,333,168
188,c,334,138,343,168
189,k,344,138,354,168
190, ,355,138,361,168
191,l,362,138,367,168
192,a,368,138,378,168
193,y,379,138,390,168
194,e,391,138,401,168
195,r,402,138,409,168
196, ,410,138,416,168
197,o,417,138,427,168
198,f,428,138,435,168
199, ,436,138,442,168
200,f,443,138,450,168
201,a,451,138,461,168
202,t,462,138,470,168
203,.,471,138,475,168
204, ,476,138,482,168
205,W,483,138,501,168
206,i,502,138,506,168
207,t,507,138,515,168
208,h,516,138,526,168
209, ,527,138,533,168
210,i,534,138,538,168
211,t,539,138,547,168
212,s,548,138,557,168
213, ,558,138,564,168
214,b,565,138,575,168
215,i,576,138,580,168
216,g,581,138,591,168
217, ,592,138,598,168
218,l,599,138,604,168
219,u,605,138,615,168
220,n,616,138,626,168
221,g,627,138,637,168
222,s,638,138,647,168
223, ,648,138,654,168
224,i,655,138,659,168
225,t,660,138,668,168
226, ,669,138,675,168
227,c,676,138,685,168
228,a,686,138,696,168
229,n,697,138,707,168
230, ,708,138,714,168
231,e,715,138,725,168
232,a,726,138,736,168
233,s,737,138,746,168
234,i,747,138,751,168
235,l,752,138,757,168
236,y,758,138,769,168
237, ,770,138,776,168
238,s,777,138,786,168
239,t,787,138,795,168
240,a,796,138,806,168
241,y,807,138,818,168
242, ,819,138,825,168
243,u,826,138,836,168
244,n,837,138,847,168
245,d,848,138,858,168
246,e,859,138,869,168
247,r,870,138,877,168
248,w,112,169,126,199
249,a,127,169,137,199
250,t,138,169,146,199
251,e,147,169,157,199
252,r,158,169,165,199
253, ,166,169,172,199
254,f,173,169,180,199
255,o,181,169,191,199
256,r,192,169,199,199
257, ,200,169,206,199
258,m,207,169,223,199
259,o,224,169,234,199
260,r,235,169,242,199
261,e,243,169,253,199
262, ,254,169,260,199
263,t,261,169,269,199
264,h,270,169,280,199
265,a,281,169,291,199
266,n,292,169,302,199
267, ,303,169,309,199
268,t,310,169,318,199
269,w,319,169,333,199
270,e,334,169,344,199
271,n,345,169,355,199
272,t,356,169,364,199
273,y,365,169,376,199
274, ,377,169,383,199
275,m,384,169,400,199
276,i,401,169,405,199
277,n,406,169,416,199
278,u,417,169,427,199
279,t,428,169,436,199
280,e,437,169,447,199
281,s,448,169,457,199
282,.,458,169,462,199
283, ,463,169,469,199
284,T,470,169,482,199
285,h,483,169,493,199
286,e,494,169,504,199
287, ,505,169,511,199
288,b,512,169,522,199
289,e,523,169,533,199
290,a,534,169,544,199
291,v,545,169,556,199
292,e,557,169,567,199
293,r,568,169,575,199
294, ,576,169,582,199
295,i,583,169,587,199
296,s,588,169,597,199
297, ,598,169,604,199
298,n,605,169,615,199
299,o,616,169,626,199
300,t,627,169,635,199
301, ,636,169,642,199
302,o,643,169,653,199
303,n,654,169,664,199
304,l,665,169,670,199
305,y,671,169,682,199
306, ,683,169,689,199
307,s,690,169,699,199
308,k,700,169,710,199
309,i,711,169,715,199
310,l,716,169,721,199
311,l,722,169,727,199
312,f,728,169,735,199
313,u,736,169,746,199
314,l,747,169,752,199
315, ,753,169,759,199
316,i,760,169,764,199
317,n,765,169,775,199
318, ,776,169,782,199
319,f,783,169,790,199
320,e,791,169,801,199
321,l,802,169,807,199
322,l,808,169,813,199
323,i,814,169,818,199
324,n,819,169,829,199
325,g,830,169,840,199
326,t,112,200,120,230
327,r,121,200,128,230
328,e,129,200,139,230
329,e,140,200,150,230
330,s,151,200,160,230
331,",",161,200,166,230
332, ,167,200,173,230
333,b,174,200,184,230
334,u,185,200,195,230
335,t,196,200,204,230
336, ,205,200,211,230
337,a,212,200,222,230
338,l,223,200,228,230
339,s,229,200,238,230
340,o,239,200,249,230
341, ,250,200,256,230
342,a,257,200,267,230
343,n,268,200,278,230
344, ,279,200,285,230
345,e,286,200,296,230
346,x,297,200,308,230
347,p,309,200,320,230
348,e,321,200,331,230
349,r,332,200,339,230
350,i,340,200,344,230
351,e,345,200,355,230
352,n,356,200,366,230
353,c,367,200,376,230
354,e,377,200,387,230
355,d,388,200,398,230
356, ,399,200,405,230
357,c,406,200,415,230
358,r,416,200,423,230
359,a,424,200,434,230
360,f,435,200,442,230
361,t,443,200,451,230
362,s,452,200,461,230
363,m,462,200,478,230
364,a,479,200,489,230
365,n,490,200,500,230
366, ,501,200,507,230
367,i,508,200,512,230
368,n,513,200,523,230
369, ,524,200,530,230
370,b,531,200,541,230
371,u,542,200,552,230
372,i,553,200,557,230
373,l,558,200,563,230
374,d,564,200,574,230
375,i,575,200,579,230
376,n,580,200,590,230
377,g,591,200,601,230
378, ,602,200,608,230
379,d,609,200,619,230
380,a,620,200,630,230
381,m,631,200,647,230
382,s,648,200,657,230
383,.,658,200,662,230
384, ,663,200,669,230
385,W,670,200,688,230
386,h,689,200,699,230
387,e,700,200,710,230
388,n,711,200,721,230
389, ,722,200,728,230
390,t,729,200,737,230
391,h,738,200,748,230
392,e,749,200,759,230
393, ,760,200,766,230
394,b,767,200,777,230
395,e,778,200,788,230
396,a,789,200,799,230
397,v,800,200,811,230
398,e,812,200,822,230
399,r,823,200,830,230
400, ,831,200,837,230
401,f,838,200,845,230
402,e,846,200,856,230
403,l,857,200,862,230
404,l,863,200,868,230
405,s,869,200,878,230
406, ,879,200,885,230
407,a,886,200,896,230
408,t,112,231,120,261
409,r,121,231,128,261
410,e,129,231,139,261
411,e,140,231,150,261
412,",",151,231,156,261
413, ,157,231,163,261
414,i,164,231,168,261
415,t,169,231,177,261
416, ,178,231,184,261
417,g,185,231,195,261
418,n,196,231,206,261
419,a,207,231,217,261
420,w,218,231,232,261
421,s,233,231,242,261
422, ,243,231,249,261
423,o,250,231,260,261
424,n,261,231,271,261
425, ,272,231,278,261
426,t,279,231,287,261
427,h,288,231,298,261
428,e,299,231,309,261
429, ,310,231,316,261
430,t,317,231,325,261
431,r,326,231,333,261
432,u,334,231,344,261
433,n,345,231,355,261
434,k,356,231,366,261
435, ,367,231,373,261
436,i,374,231,378,261
437,n,379,231,389,261
438, ,390,231,396,261
439,s,397,231,406,261
440,u,407,231,417,261
441,c,418,231,427,261
442,h,428,231,438,261
443, ,439,231,445,261
444,a,446,231,456,261
445, ,457,231,463,261
446,w,464,231,478,261
447,a,479,231,489,261
448,y,490,231,501,261
449, ,502,231,508,261
450,t,509,231,517,261
451,h,518,231,528,261
452,a,529,231,539,261
453,t,540,231,548,261
454, ,549,231,555,261
455,t,556,231,564,261
456,h,565,231,575,261
457,e,576,231,586,261
458, ,587,231,593,261
459,u,594,231,604,261
460,p,605,231,616,261
461,p,617,231,628,261
462,e,629,231,639,261
463,r,640,231,647,261
464, ,648,231,654,261
465,a,655,231,665,261
466,n,666,231,676,261
467,d,677,231,687,261
468, ,688,231,694,261
469,t,695,231,703,261
470,h,704,231,714,261
471,e,715,231,725,261
472, ,726,231,732,261
473,l,733,231,738,261
474,o,739,231,749,261
475,w,750,231,764,261
476,e,765,231,775,261
477,r,776,231,783,261
478, ,784,231,790,261
479,p,791,231,802,261
480,a,803,231,813,261
481,r,814,231,821,261
482,t,822,231,830,261
483, ,831,231,837,261
484,o,838,231,848,261
485,f,849,231,856,261
486, ,857,231,863,261
487,t,864,231,872,261
488,h,873,231,883,261
489,e,884,231,894,261
490,t,112,262,120,292
491,r,121,262,128,292
492,u,129,262,139,292
493,n,140,262,150,292
494,k,151,262,161,292
495, ,162,262,168,292
496,a,169,262,179,292
497,r,180,262,187,292
498,e,188,262,198,292
499, ,199,262,205,292
500,o,206,262,216,292
501,n,217,262,227,292
502,l,228,262,233,292
503,y,234,262,245,292
504, ,246,262,252,292
505,c,253,262,262,292
506,o,263,262,273,292
507,n,274,262,284,292
508,n,285,262,295,292
509,e,296,262,306,292
510,c,307,262,316,292
511,t,317,262,325,292
512,e,326,262,336,292
513,d,337,262,347,292
514, ,348,262,354,292
515,w,355,262,369,292
516,i,370,262,374,292
517,t,375,262,383,292
518,h,384,262,394,292
519, ,395,262,401,292
520,e,402,262,412,292
521,a,413,262,423,292
522,c,424,262,433,292
523,h,434,262,444,292
524, ,445,262,451,292
525,o,452,262,462,292
526,t,463,262,471,292
527,h,472,262,482,292
528,e,483,262,493,292
529,r,494,262,501,292
530, ,502,262,508,292
531,a,509,262,519,292
532,t,520,262,528,292
533, ,529,262,535,292
534,a,536,262,546,292
535, ,547,262,553,292
536,s,554,262,563,292
537,m,564,262,580,292
538,a,581,262,591,292
539,l,592,262,597,292
540,l,598,262,603,292
541, ,604,262,610,292
542,p,611,262,622,292
543,o,623,262,633,292
544,i,634,262,638,292
545,n,639,262,649,292
546,t,650,262,658,292
547,.,659,262,663,292
548, ,664,262,670,292
549,W,671,262,689,292
550,h,690,262,700,292
551,e,701,262,711,292
552,n,712,262,722,292
553, ,723,262,729,292
554,t,730,262,738,292
555,h,739,262,749,292
556,e,750,262,760,292
557, ,761,262,767,292
558,c,768,262,777,292
559,o,778,262,788,292
560,n,789,262,799,292
561,n,800,262,810,292
562,e,811,262,821,292
563,c,822,262,831,292
564,t,832,262,840,292
565,i,841,262,845,292
566,o,846,262,856,292
567,n,857,262,867,292
568, ,868,262,874,292
569,i,875,262,879,292
570,s,880,262,889,292
571,n,112,293,122,323
572,a,123,293,133,323
573,r,134,293,141,323
574,r,142,293,149,323
575,o,150,293,160,323
576,w,161,293,175,323
577, ,176,293,182,323
578,a,183,293,193,323
579,n,194,293,204,323
580,d,205,293,215,323
581, ,216,293,222,323
582,t,223,293,231,323
583,h,232,293,242,323
584,e,243,293,253,323
585, ,254,293,260,323
586,b,261,293,271,323
587,e,272,293,282,323
588,a,283,293,293,323
589,v,294,293,305,323
590,e,306,293,316,323
591,r,317,293,324,323
592, ,325,293,331,323
593,h,332,293,342,323
594,a,343,293,353,323
595,s,354,293,363,323
596, ,364,293,370,323
597,b,371,293,381,323
598,e,382,293,392,323
599,c,393,293,402,323
600,o,403,293,413,323
601,m,414,293,430,323
602,e,431,293,441,323
603, ,442,293,448,323
604,t,449,293,457,323
605,i,458,293,462,323
606,r,463,293,470,323
607,e,471,293,481,323
608,d,482,293,492,323
609,",",493,293,498,323
610, ,499,293,505,323
611,t,506,293,514,323
612,h,515,293,525,323
613,e,526,293,536,323
614, ,537,293,543,323
615,w,544,293,558,323
616,i,559,293,563,323
617,n,564,293,574,323
618,d,575,293,585,323
619, ,586,293,592,323
620,w,593,293,607,323
621,i,608,293,612,323
622,l,613,293,618,323
623,l,619,293,624,323
624, ,625,293,631,323
625,d,632,293,642,323
626,o,643,293,653,323
627, ,654,293,660,323
628,t,661,293,669,323
629,h,670,293,680,323
630,e,681,293,691,323
631, ,692,293,698,323
632,r,699,293,706,323
633,e,707,293,717,323
634,s,718,293,727,323
635,t,728,293,736,323
636,.,737,293,741,323
637, ,742,293,748,323
638,T,749,293,761,323
639,h,762,293,772,323
640,e,773,293,783,323
641, ,784,293,790,323
642,t,791,293,799,323
643,w,800,293,814,323
644,i,815,293,819,323
645,g,820,293,830,323
646,s,831,293,840,323
647, ,841,293,847,323
648,a,848,293,858,323
649,n,859,293,869,323
650,d,870,293,880,323
651,t,112,324,120,354
652,h,121,324,131,354
653,i,132,324,136,354
654,n,137,324,147,354
655, ,148,324,154,354
656,b,155,324,165,354
657,r,166,324,173,354
658,a,174,324,184,354
659,n,185,324,195,354
660,c,196,324,205,354
661,h,206,324,216,354
662,e,217,324,227,354
663,s,228,324,237,354
664, ,238,324,244,354
665,a,245,324,255,354
666,r,256,324,263,354
667,e,264,324,274,354
668, ,275,324,281,354
669,c,282,324,291,354
670,u,292,324,302,354
671,t,303,324,311,354
672, ,312,324,318,354
673,o,319,324,329,354
674,f,330,324,337,354
675,f,338,324,345,354
676, ,346,324,352,354
677,b,353,324,363,354
678,y,364,324,375,354
679, ,376,324,382,354
680,t,383,324,391,354
681,h,392,324,402,354
682,e,403,324,413,354
683, ,414,324,420,354
684,b,421,324,431,354
685,e,432,324,442,354
686,a,443,324,453,354
687,v,454,324,465,354
688,e,466,324,476,354
689,r,477,324,484,354
690, ,485,324,491,354
691,a,492,324,502,354
692,n,503,324,513,354
693,d,514,324,524,354
694, ,525,324,531,354
695,p,532,324,543,354
696,i,544,324,548,354
697,l,549,324,554,354
698,e,555,324,565,354
699,d,566,324,576,354
700, ,577,324,583,354
701,u,584,324,594,354
702,p,595,324,606,354
703, ,607,324,613,354
704,n,614,324,624,354
705,e,625,324,635,354
706,a,636,324,646,354
707,r,647,324,654,354
708, ,655,324,661,354
709,i,662,324,666,354
710,t,667,324,675,354
711,s,676,324,685,354
712, ,686,324,692,354
713,d,693,324,703,354
714,e,704,324,714,354
715,n,715,324,725,354
716,",",726,324,731,354
717, ,732,324,738,354
718,w,739,324,753,354
719,h,754,324,764,354
720,i,765,324,769,354
721,c,770,324,779,354
722,h,780,324,790,354
723, ,791,324,797,354
724,i,798,324,802,354
725,s,803,324,812,354
726, ,813,324,819,354
727,b,820,324,830,354
728,u,831,324,841,354
729,i,842,324,846,354
730,l,847,324,852,354
731,t,853,324,861,354
732, ,862,324,868,354
733,o,869,324,879,354
734,n,880,324,890,354
735,a,112,355,122,385
736, ,123,355,129,385
737,s,130,355,139,385
738,m,140,355,156,385
739,a,157,355,167,385
740,l,168,355,173,385
741,l,174,355,179,385
742, ,180,355,186,385
743,i,187,355,191,385
744,s,192,355,201,385
745,l,202,355,207,385
746,a,208,355,218,385
747,n,219,355,229,385
748,d,230,355,240,385
749,.,241,355,245,385
750, ,246,355,252,385
751,T,253,355,265,385
752,h,266,355,276,385
753,e,277,355,287,385
754, ,288,355,294,385
755,t,295,355,303,385
756,h,304,355,314,385
757,i,315,355,319,385
758,c,320,355,329,385
759,k,330,355,340,385
760, ,341,355,347,385
761,b,348,355,358,385
762,r,359,355,366,385
763,a,367,355,377,385
764,n,378,355,388,385
765,c,389,355,398,385
766,h,399,355,409,385
767,e,410,355,420,385
768,s,421,355,430,385
769, ,431,355,437,385
770,a,438,355,448,385
771,r,449,355,456,385
772,e,457,355,467,385
773, ,468,355,474,385
774,s,475,355,484,385
775,o,485,355,495,385
776,r,496,355,503,385
777,t,504,355,512,385
778,e,513,355,523,385
779,d,524,355,534,385
780, ,535,355,541,385
781,o,542,355,552,385
782,u,553,355,563,385
783,t,564,355,572,385
784, ,573,355,579,385
785,a,580,355,590,385
786,n,591,355,601,385
787,d,602,355,612,385
788, ,613,355,619,385
789,u,620,355,630,385
790,s,631,355,640,385
791,e,641,355,651,385
792,d,652,355,662,385
793, ,663,355,669,385
794,a,670,355,680,385
795,s,681,355,690,385
796, ,691,355,697,385
797,w,698,355,712,385
798,o,713,355,723,385
799,o,724,355,734,385
800,d,735,355,745,385
801, ,746,355,752,385
802,f,753,355,760,385
803,o,761,355,771,385
804,r,772,355,779,385
805, ,780,355,786,385
806,b,787,355,797,385
807,u,798,355,808,385
808,i,809,355,813,385
809,l,814,355,819,385
810,d,820,355,830,385
811,i,831,355,835,385
812,n,836,355,846,385
813,g,847,355,857,385
814,d,112,386,122,416
815,a,123,386,133,416
816,m,134,386,150,416
817,s,151,386,160,416
818,.,161,386,165,416
