,Character,Left,Top,Right,Bottom
554,t,133,293,141,323
555,c,142,293,151,323
556,h,152,293,162,323
557,e,163,293,173,323
558,s,174,293,183,323
559, ,184,293,190,323
560,t,191,293,199,323
561,h,200,293,210,323
562,e,211,293,221,323
563, ,222,293,228,323
564,i,229,293,233,323
565,n,234,293,244,323
566,s,245,293,254,323
567,e,255,293,265,323
568,c,266,293,275,323
569,t,276,293,284,323
570,s,285,293,294,323
571, ,295,293,301,323
572,t,302,293,310,323
573,h,311,293,321,323
574,a,322,293,332,323
575,t,333,293,341,323
576, ,342,293,348,323
577,l,349,293,354,323
578,a,355,293,365,323
579,n,366,293,376,323
580,d,377,293,387,323
581, ,388,293,394,323
582,o,395,293,405,323
583,n,406,293,416,323
584, ,417,293,423,323
585,i,424,293,428,323
586,t,429,293,437,323
587,.,438,293,442,323
588, ,443,293,449,323
589,I,450,293,454,323
590,n,455,293,465,323
591, ,466,293,472,323
592,o,473,293,483,323
593,r,484,293,491,323
594,d,492,293,502,323
595,e,503,293,513,323
596,r,514,293,521,323
597, ,522,293,528,323
598,n,529,293,539,323
599,o,540,293,550,323
600,t,551,293,559,323
601, ,560,293,566,323
602,t,567,293,575,323
603,o,576,293,586,323
604, ,587,293,593,323
605,b,594,293,604,323
606,e,605,293,615,323
607, ,616,293,622,323
608,p,623,293,634,323
609,u,635,293,645,323
610,t,646,293,654,323
611, ,655,293,661,323
612,o,662,293,672,323
613,u,673,293,683,323
614,t,684,293,692,323
615, ,693,293,699,323
616,o,700,293,710,323
617,f,711,293,718,323
618, ,719,293,725,323
619,a,726,293,736,323
620,c,737,293,746,323
621,t,747,293,755,323
622,i,756,293,760,323
623,o,761,293,771,323
624,n,772,293,782,323
625, ,783,293,789,323
626,i,790,293,794,323
627,t,795,293,803,323
628,s,804,293,813,323
629,e,814,293,824,323
630,l,825,293,830,323
631,f,831,293,838,323
632,",",839,293,844,323
633, ,845,293,851,323
634,t,852,293,860,323
635,h,861,293,871,323
636,e,872,293,882,323
637,s,112,324,121,354
638,p,122,324,133,354
639,i,134,324,138,354
640,d,139,324,149,354
641,e,150,324,160,354
642,r,161,324,168,354
643, ,169,324,175,354
644,l,176,324,181,354
645,e,182,324,192,354
646,a,193,324,203,354
647,v,204,324,215,354
648,e,216,324,226,354
649,s,227,324,236,354
650, ,237,324,243,354
651,p,244,324,255,354
652,a,256,324,266,354
653,r,267,324,274,354
654,t,275,324,283,354
655,s,284,324,293,354
656, ,294,324,300,354
657,o,301,324,311,354
658,f,312,324,319,354
659, ,320,324,326,354
660,t,327,324,335,354
661,h,336,324,346,354
662,e,347,324,357,354
663, ,358,324,364,354
664,n,365,324,375,354
665,e,376,324,386,354
666,t,387,324,395,354
667, ,396,324,402,354
668,f,403,324,410,354
669,r,411,324,418,354
670,e,419,324,429,354
671,e,430,324,440,354
672, ,441,324,447,354
673,o,448,324,458,354
674,f,459,324,466,354
675, ,467,324,473,354
676,s,474,324,483,354
677,t,484,324,492,354
678,i,493,324,497,354
679,c,498,324,507,354
680,k,508,324,518,354
681,y,519,324,530,354
682, ,531,324,537,354
683,m,538,324,554,354
684,a,555,324,565,354
685,t,566,324,574,354
686,e,575,324,585,354
687,r,586,324,593,354
688,i,594,324,598,354
689,a,599,324,609,354
690,l,610,324,615,354
691,.,616,324,620,354
692, ,621,324,627,354
693,T,628,324,640,354
694,h,641,324,651,354
695,e,652,324,662,354
696,s,663,324,672,354
697,e,673,324,683,354
698, ,684,324,690,354
699,s,691,324,700,354
700,p,701,324,712,354
701,o,713,324,723,354
702,t,724,324,732,354
703,s,733,324,742,354
704, ,743,324,749,354
705,a,750,324,760,354
706,r,761,324,768,354
707,e,769,324,779,354
708, ,780,324,786,354
709,p,787,324,798,354
710,l,799,324,804,354
711,a,805,324,815,354
712,c,816,324,825,354
713,e,826,324,836,354
714,d,837,324,847,354
715, ,848,324,854,354
716,i,855,324,859,354
717,n,860,324,870,354
718,s,112,355,121,385
719,u,122,355,132,385
720,c,133,355,142,385
721,h,143,355,153,385
722, ,154,355,160,385
723,a,161,355,171,385
724, ,172,355,178,385
725,c,179,355,188,385
726,l,189,355,194,385
727,e,195,355,205,385
728,v,206,355,217,385
729,e,218,355,228,385
730,r,229,355,236,385
731, ,237,355,243,385
732,w,244,355,258,385
733,a,259,355,269,385
734,y,270,355,281,385
735, ,282,355,288,385
736,t,289,355,297,385
737,h,298,355,308,385
738,a,309,355,319,385
739,t,320,355,328,385
740, ,329,355,335,385
741,t,336,355,344,385
742,h,345,355,355,385
743,e,356,355,366,385
744, ,367,355,373,385
745,s,374,355,383,385
746,p,384,355,395,385
747,i,396,355,400,385
748,d,401,355,411,385
749,e,412,355,422,385
750,r,423,355,430,385
751, ,431,355,437,385
752,c,438,355,447,385
753,a,448,355,458,385
754,n,459,355,469,385
755, ,470,355,476,385
756,r,477,355,484,385
757,e,485,355,495,385
758,a,496,355,506,385
759,c,507,355,516,385
760,h,517,355,527,385
761, ,528,355,534,385
762,e,535,355,545,385
763,v,546,355,557,385
764,e,558,355,568,385
765,r,569,355,576,385
766,y,577,355,588,385
767, ,589,355,595,385
768,p,596,355,607,385
769,o,608,355,618,385
770,i,619,355,623,385
771,n,624,355,634,385
772,t,635,355,643,385
773, ,644,355,650,385
774,o,651,355,661,385
775,f,662,355,669,385
776, ,670,355,676,385
777,i,677,355,681,385
778,t,682,355,690,385
779,s,691,355,700,385
780, ,701,355,707,385
781,n,708,355,718,385
782,e,719,355,729,385
783,t,730,355,738,385
784, ,739,355,745,385
785,w,746,355,760,385
786,i,761,355,765,385
787,t,766,355,774,385
788,h,775,355,785,385
789,o,786,355,796,385
790,u,797,355,807,385
791,t,808,355,816,385
792,g,112,386,122,416
793,e,123,386,133,416
794,t,134,386,142,416
795,t,143,386,151,416
796,i,152,386,156,416
797,n,157,386,167,416
798,g,168,386,178,416
799, ,179,386,185,416
800,c,186,386,195,416
801,a,196,386,206,416
802,u,207,386,217,416
803,g,218,386,228,416
804,h,229,386,239,416
805,t,240,386,248,416
806, ,249,386,255,416
807,i,256,386,260,416
808,n,261,386,271,416
809, ,272,386,278,416
810,i,279,386,283,416
811,t,284,386,292,416
812, ,293,386,299,416
813,i,300,386,304,416
814,t,305,386,313,416
815,s,314,386,323,416
816,e,324,386,334,416
817,l,335,386,340,416
818,f,341,386,348,416
819,.,349,386,353,416
