,Character,Left,Top,Right,Bottom
128,M,562,107,576,137
129,a,577,107,587,137
130,n,588,107,598,137
131,y,599,107,610,137
132, ,611,107,617,137
133,p,618,107,629,137
134,l,630,107,635,137
135,a,636,107,646,137
136,n,647,107,657,137
137,t,658,107,666,137
138,s,667,107,676,137
139, ,677,107,683,137
140,h,684,107,694,137
141,i,695,107,699,137
142,b,700,107,710,137
143,e,711,107,721,137
144,r,722,107,729,137
145,n,730,107,740,137
146,a,741,107,751,137
147,t,752,107,760,137
148,e,761,107,771,137
149, ,772,107,778,137
150,i,779,107,783,137
151,n,784,107,794,137
152, ,795,107,801,137
153,t,802,107,810,137
154,h,811,107,821,137
155,e,822,107,832,137
156, ,833,107,839,137
157,f,840,107,847,137
158,o,848,107,858,137
159,r,859,107,866,137
160,m,867,107,883,137
161,o,112,138,122,168
162,f,123,138,130,168
163, ,131,138,137,168
164,s,138,138,147,168
165,e,148,138,158,168
166,e,159,138,169,168
167,d,170,138,180,168
168,s,181,138,190,168
169, ,191,138,197,168
170,w,198,138,212,168
171,h,213,138,223,168
172,i,224,138,228,168
173,c,229,138,238,168
174,h,239,138,249,168
175, ,250,138,256,168
176,w,257,138,271,168
177,i,272,138,276,168
178,l,277,138,282,168
179,l,283,138,288,168
180, ,289,138,295,168
181,t,296,138,304,168
182,h,305,138,315,168
183,e,316,138,326,168
184,n,327,138,337,168
185, ,338,138,344,168
186,s,345,138,354,168
187,h,355,138,365,168
188,o,366,138,376,168
189,o,377,138,387,168
190,t,388,138,396,168
191, ,397,138,403,168
192,i,404,138,408,168
193,n,409,138,419,168
194, ,420,138,426,168
195,s,427,138,436,168
196,p,437,138,448,168
197,r,449,138,456,168
198,i,457,138,461,168
199,n,462,138,472,168
200,g,473,138,483,168
201, ,484,138,490,168
202,a,491,138,501,168
203,n,502,138,512,168
204,d,513,138,523,168
205, ,524,138,530,168
206,d,531,138,541,168
207,e,542,138,552,168
208,v,553,138,564,168
209,e,565,138,575,168
210,l,576,138,581,168
211,o,582,138,592,168
212,p,593,138,604,168
213, ,605,138,611,168
214,i,612,138,616,168
215,n,617,138,627,168
216,t,628,138,636,168
217,o,637,138,647,168
218, ,648,138,654,168
219,n,655,138,665,168
220,e,666,138,676,168
221,w,677,138,691,168
222, ,692,138,698,168
223,p,699,138,710,168
224,l,711,138,716,168
225,a,717,138,727,168
226,n,728,138,738,168
227,t,739,138,747,168
228,s,748,138,757,168
229,.,758,138,762,168
230, ,763,138,769,168
231,T,770,138,782,168
232,h,783,138,793,168
233,e,794,138,804,168
234,r,805,138,812,168
235,e,813,138,823,168
236, ,824,138,830,168
237,a,831,138,841,168
238,r,842,138,849,168
239,e,850,138,860,168
240,o,112,169,122,199
241,t,123,169,131,199
242,h,132,169,142,199
243,e,143,169,153,199
244,r,154,169,161,199
245, ,162,169,168,199
246,p,169,169,180,199
247,l,181,169,186,199
248,a,187,169,197,199
249,n,198,169,208,199
250,t,209,169,217,199
251,s,218,169,227,199
252, ,228,169,234,199
253,w,235,169,249,199
254,h,250,169,260,199
255,o,261,169,271,199
256,s,272,169,281,199
257,e,282,169,292,199
258, ,293,169,299,199
259,p,300,169,311,199
260,a,312,169,322,199
261,r,323,169,330,199
262,t,331,169,339,199
263,s,340,169,349,199
264, ,350,169,356,199
265,a,357,169,367,199
266,b,368,169,378,199
267,o,379,169,389,199
268,v,390,169,401,199
269,e,402,169,412,199
270, ,413,169,419,199
271,t,420,169,428,199
272,h,429,169,439,199
273,e,440,169,450,199
274, ,451,169,457,199
275,g,458,169,468,199
276,r,469,169,476,199
277,o,477,169,487,199
278,u,488,169,498,199
279,n,499,169,509,199
280,d,510,169,520,199
281, ,521,169,527,199
282,d,528,169,538,199
283,i,539,169,543,199
284,e,544,169,554,199
285,",",555,169,560,199
286, ,561,169,567,199
287,a,568,169,578,199
288,n,579,169,589,199
289,d,590,169,600,199
290, ,601,169,607,199
291,a,608,169,618,199
292,s,619,169,628,199
293, ,629,169,635,199
294,i,636,169,640,199
295,t,641,169,649,199
296, ,650,169,656,199
297,g,657,169,667,199
298,e,668,169,678,199
299,t,679,169,687,199
300,s,688,169,697,199
301, ,698,169,704,199
302,w,705,169,719,199
303,a,720,169,730,199
304,r,731,169,738,199
305,m,739,169,755,199
306,e,756,169,766,199
307,r,767,169,774,199
308, ,775,169,781,199
309,i,782,169,786,199
310,n,787,169,797,199
311, ,798,169,804,199
312,s,805,169,814,199
313,p,815,169,826,199
314,r,827,169,834,199
315,i,835,169,839,199
316,n,840,169,850,199
317,g,851,169,861,199
318,t,112,200,120,230
319,h,121,200,131,230
320,e,132,200,142,230
321,y,143,200,154,230
322, ,155,200,161,230
323,f,162,200,169,230
324,o,170,200,180,230
325,r,181,200,188,230
326,m,189,200,205,230
327, ,206,200,212,230
328,n,213,200,223,230
329,e,224,200,234,230
330,w,235,200,249,230
331, ,250,200,256,230
332,s,257,200,266,230
333,h,267,200,277,230
334,o,278,200,288,230
335,o,289,200,299,230
336,t,300,200,308,230
337,s,309,200,318,230
338, ,319,200,325,230
339,a,326,200,336,230
340,g,337,200,347,230
341,a,348,200,358,230
342,i,359,200,363,230
343,n,364,200,374,230
344,.,375,200,379,230
345, ,380,200,386,230
346,M,387,200,401,230
347,a,402,200,412,230
348,n,413,200,423,230
349,y,424,200,435,230
350, ,436,200,442,230
351,t,443,200,451,230
352,r,452,200,459,230
353,e,460,200,470,230
354,e,471,200,481,230
355,s,482,200,491,230
356, ,492,200,498,230
357,a,499,200,509,230
358,n,510,200,520,230
359,d,521,200,531,230
360, ,532,200,538,230
361,b,539,200,549,230
362,u,550,200,560,230
363,s,561,200,570,230
364,h,571,200,581,230
365,e,582,200,592,230
366,s,593,200,602,230
367, ,603,200,609,230
368,l,610,200,615,230
369,o,616,200,626,230
370,s,627,200,636,230
371,e,637,200,647,230
372, ,648,200,654,230
373,t,655,200,663,230
374,h,664,200,674,230
375,e,675,200,685,230
376,i,686,200,690,230
377,r,691,200,698,230
378, ,699,200,705,230
379,l,706,200,711,230
380,e,712,200,722,230
381,a,723,200,733,230
382,v,734,200,745,230
383,e,746,200,756,230
384,s,757,200,766,230
385, ,767,200,773,230
386,i,774,200,778,230
387,n,779,200,789,230
388, ,790,200,796,230
389,a,797,200,807,230
390,u,808,200,818,230
391,t,819,200,827,230
392,u,828,200,838,230
393,m,839,200,855,230
394,n,856,200,866,230
395,a,112,231,122,261
396,n,123,231,133,261
397,d,134,231,144,261
398, ,145,231,151,261
399,h,152,231,162,261
400,a,163,231,173,261
401,v,174,231,185,261
402,e,186,231,196,261
403, ,197,231,203,261
404,a,204,231,214,261
405, ,215,231,221,261
406,r,222,231,229,261
407,e,230,231,240,261
408,s,241,231,250,261
409,t,251,231,259,261
410,i,260,231,264,261
411,n,265,231,275,261
412,g,276,231,286,261
413, ,287,231,293,261
414,p,294,231,305,261
415,e,306,231,316,261
416,r,317,231,324,261
417,i,325,231,329,261
418,o,330,231,340,261
419,d,341,231,351,261
420, ,352,231,358,261
421,d,359,231,369,261
422,u,370,231,380,261
423,r,381,231,388,261
424,i,389,231,393,261
425,n,394,231,404,261
426,g,405,231,415,261
427, ,416,231,422,261
428,w,423,231,437,261
429,i,438,231,442,261
430,n,443,231,453,261
431,t,454,231,462,261
432,e,463,231,473,261
433,r,474,231,481,261
434,.,482,231,486,261
435, ,487,231,493,261
436,B,494,231,505,261
437,e,506,231,516,261
438,c,517,231,526,261
439,a,527,231,537,261
440,u,538,231,548,261
441,s,549,231,558,261
442,e,559,231,569,261
443, ,570,231,576,261
444,a,577,231,587,261
445,n,588,231,598,261
446,i,599,231,603,261
447,m,604,231,620,261
448,a,621,231,631,261
449,l,632,231,637,261
450,s,638,231,647,261
451, ,648,231,654,261
452,m,655,231,671,261
453,o,672,231,682,261
454,v,683,231,694,261
455,e,695,231,705,261
456, ,706,231,712,261
457,a,713,231,723,261
458,r,724,231,731,261
459,o,732,231,742,261
460,u,743,231,753,261
461,n,754,231,764,261
462,d,765,231,775,261
463,",",776,231,781,261
464, ,782,231,788,261
465,t,789,231,797,261
466,h,798,231,808,261
467,e,809,231,819,261
468,y,820,231,831,261
469,c,112,262,121,292
470,o,122,262,132,292
471,n,133,262,143,292
472,s,144,262,153,292
473,u,154,262,164,292
474,m,165,262,181,292
475,e,182,262,192,292
476, ,193,262,199,292
477,s,200,262,209,292
478,u,210,262,220,292
479,b,221,262,231,292
480,s,232,262,241,292
481,t,242,262,250,292
482,a,251,262,261,292
483,n,262,262,272,292
484,t,273,262,281,292
485,i,282,262,286,292
486,a,287,262,297,292
487,l,298,262,303,292
488,l,304,262,309,292
489,y,310,262,321,292
490, ,322,262,328,292
491,m,329,262,345,292
492,o,346,262,356,292
493,r,357,262,364,292
494,e,365,262,375,292
495, ,376,262,382,292
496,e,383,262,393,292
497,n,394,262,404,292
498,e,405,262,415,292
499,r,416,262,423,292
500,g,424,262,434,292
501,y,435,262,446,292
502, ,447,262,453,292
503,t,454,262,462,292
504,h,463,262,473,292
505,a,474,262,484,292
506,n,485,262,495,292
507, ,496,262,502,292
508,p,503,262,514,292
509,l,515,262,520,292
510,a,521,262,531,292
511,n,532,262,542,292
512,t,543,262,551,292
513,s,552,262,561,292
514,.,562,262,566,292
515, ,567,262,573,292
516,M,574,262,588,292
517,o,589,262,599,292
518,s,600,262,609,292
519,t,610,262,618,292
520, ,619,262,625,292
521,a,626,262,636,292
522,n,637,262,647,292
523,i,648,262,652,292
524,m,653,262,669,292
525,a,670,262,680,292
526,l,681,262,686,292
527,s,687,262,696,292
528, ,697,262,703,292
529,s,704,262,713,292
530,u,714,262,724,292
531,r,725,262,732,292
532,v,733,262,744,292
533,i,745,262,749,292
534,v,750,262,761,292
535,e,762,262,772,292
536, ,773,262,779,292
537,w,780,262,794,292
538,i,795,262,799,292
539,n,800,262,810,292
540,t,811,262,819,292
541,e,820,262,830,292
542,r,831,262,838,292
543,w,112,293,126,323
544,i,127,293,131,323
545,t,132,293,140,323
546,h,141,293,151,323
547,o,152,293,162,323
548,u,163,293,173,323
549,t,174,293,182,323
550, ,183,293,189,323
551,c,190,293,199,323
552,h,200,293,210,323
553,a,211,293,221,323
554,n,222,293,232,323
555,g,233,293,243,323
556,i,244,293,248,323
557,n,249,293,259,323
558,g,260,293,270,323
559, ,271,293,277,323
560,t,278,293,286,323
561,h,287,293,297,323
562,e,298,293,308,323
563,i,309,293,313,323
564,r,314,293,321,323
565, ,322,293,328,323
566,u,329,293,339,323
567,s,340,293,349,323
568,u,350,293,360,323
569,a,361,293,371,323
570,l,372,293,377,323
571, ,378,293,384,323
572,w,385,293,399,323
573,a,400,293,410,323
574,y,411,293,422,323
575, ,423,293,429,323
576,o,430,293,440,323
577,f,441,293,448,323
578, ,449,293,455,323
579,l,456,293,461,323
580,i,462,293,466,323
581,f,467,293,474,323
582,e,475,293,485,323
583,.,486,293,490,323
584, ,491,293,497,323
585,B,498,293,509,323
586,u,510,293,520,323
587,t,521,293,529,323
588, ,530,293,536,323
589,t,537,293,545,323
590,h,546,293,556,323
591,e,557,293,567,323
592,r,568,293,575,323
593,e,576,293,586,323
594, ,587,293,593,323
595,a,594,293,604,323
596,r,605,293,612,323
597,e,613,293,623,323
598, ,624,293,630,323
599,a,631,293,641,323
600,l,642,293,647,323
601,s,648,293,657,323
602,o,658,293,668,323
603, ,669,293,675,323
604,a,676,293,686,323
605, ,687,293,693,323
606,n,694,293,704,323
607,u,705,293,715,323
608,m,716,293,732,323
609,b,733,293,743,323
610,e,744,293,754,323
611,r,755,293,762,323
612, ,763,293,769,323
613,o,770,293,780,323
614,f,781,293,788,323
615, ,789,293,795,323
616,a,796,293,806,323
617,n,807,293,817,323
618,i,818,293,822,323
619,m,823,293,839,323
620,a,840,293,850,323
621,l,851,293,856,323
622,s,857,293,866,323
623,t,112,324,120,354
624,h,121,324,131,354
625,a,132,324,142,354
626,t,143,324,151,354
627, ,152,324,158,354
628,h,159,324,169,354
629,a,170,324,180,354
630,v,181,324,192,354
631,e,193,324,203,354
632, ,204,324,210,354
633,t,211,324,219,354
634,o,220,324,230,354
635, ,231,324,237,354
636,t,238,324,246,354
637,a,247,324,257,354
638,k,258,324,268,354
639,e,269,324,279,354
640, ,280,324,286,354
641,s,287,324,296,354
642,p,297,324,308,354
643,e,309,324,319,354
644,c,320,324,329,354
645,i,330,324,334,354
646,a,335,324,345,354
647,l,346,324,351,354
648, ,352,324,358,354
649,p,359,324,370,354
650,r,371,324,378,354
651,e,379,324,389,354
652,c,390,324,399,354
653,a,400,324,410,354
654,u,411,324,421,354
655,t,422,324,430,354
656,i,431,324,435,354
657,o,436,324,446,354
658,n,447,324,457,354
659,s,458,324,467,354
660, ,468,324,474,354
661,s,475,324,484,354
662,o,485,324,495,354
663, ,496,324,502,354
664,t,503,324,511,354
665,h,512,324,522,354
666,a,523,324,533,354
667,t,534,324,542,354
668, ,543,324,549,354
669,t,550,324,558,354
670,h,559,324,569,354
671,e,570,324,580,354
672,y,581,324,592,354
673, ,593,324,599,354
674,w,600,324,614,354
675,i,615,324,619,354
676,l,620,324,625,354
677,l,626,324,631,354
678, ,632,324,638,354
679,n,639,324,649,354
680,o,650,324,660,354
681,t,661,324,669,354
682, ,670,324,676,354
683,f,677,324,684,354
684,r,685,324,692,354
685,e,693,324,703,354
686,e,704,324,714,354
687,z,715,324,724,354
688,e,725,324,735,354
689, ,736,324,742,354
690,t,743,324,751,354
691,o,752,324,762,354
692, ,763,324,769,354
693,d,770,324,780,354
694,e,781,324,791,354
695,a,792,324,802,354
696,t,803,324,811,354
697,h,812,324,822,354
698,.,823,324,827,354
699, ,828,324,834,354
700,S,835,324,846,354
701,o,847,324,857,354
702,m,858,324,874,354
703,e,875,324,885,354
704,b,112,355,122,385
705,i,123,355,127,385
706,r,128,355,135,385
707,d,136,355,146,385
708,s,147,355,156,385
709, ,157,355,163,385
710,h,164,355,174,385
711,a,175,355,185,385
712,v,186,355,197,385
713,e,198,355,208,385
714, ,209,355,215,385
715,s,216,355,225,385
716,o,226,355,236,385
717,l,237,355,242,385
718,v,243,355,254,385
719,e,255,355,265,385
720,d,266,355,276,385
721, ,277,355,283,385
722,t,284,355,292,385
723,h,293,355,303,385
724,i,304,355,308,385
725,s,309,355,318,385
726, ,319,355,325,385
727,p,326,355,337,385
728,r,338,355,345,385
729,o,346,355,356,385
730,b,357,355,367,385
731,l,368,355,373,385
732,e,374,355,384,385
733,m,385,355,401,385
734, ,402,355,408,385
735,b,409,355,419,385
736,y,420,355,431,385
737, ,432,355,438,385
738,f,439,355,446,385
739,l,447,355,452,385
740,y,453,355,464,385
741,i,465,355,469,385
742,n,470,355,480,385
743,g,481,355,491,385
744, ,492,355,498,385
745,a,499,355,509,385
746,w,510,355,524,385
747,a,525,355,535,385
748,y,536,355,547,385
749, ,548,355,554,385
750,i,555,355,559,385
751,n,560,355,570,385
752, ,571,355,577,385
753,a,578,355,588,385
754,u,589,355,599,385
755,t,600,355,608,385
756,u,609,355,619,385
757,m,620,355,636,385
758,n,637,355,647,385
759, ,648,355,654,385
760,t,655,355,663,385
761,o,664,355,674,385
762, ,675,355,681,385
763,s,682,355,691,385
764,p,692,355,703,385
765,e,704,355,714,385
766,n,715,355,725,385
767,d,726,355,736,385
768, ,737,355,743,385
769,t,744,355,752,385
770,h,753,355,763,385
771,e,764,355,774,385
772, ,775,355,781,385
773,w,782,355,796,385
774,i,797,355,801,385
775,n,802,355,812,385
776,t,813,355,821,385
777,e,822,355,832,385
778,r,833,355,840,385
779,m,112,386,128,416
780,o,129,386,139,416
781,n,140,386,150,416
782,t,151,386,159,416
783,h,160,386,170,416
784,s,171,386,180,416
785, ,181,386,187,416
786,i,188,386,192,416
787,n,193,386,203,416
788, ,204,386,210,416
789,m,211,386,227,416
790,o,228,386,238,416
791,r,239,386,246,416
792,e,247,386,257,416
793, ,258,386,264,416
794,p,265,386,276,416
795,l,277,386,282,416
796,e,283,386,293,416
797,a,294,386,304,416
798,s,305,386,314,416
799,a,315,386,325,416
800,n,326,386,336,416
801,t,337,386,345,416
802, ,346,386,352,416
803,a,353,386,363,416
804,r,364,386,371,416
805,e,372,386,382,416
806,a,383,386,393,416
807,s,394,386,403,416
808, ,404,386,410,416
809,i,411,386,415,416
810,n,416,386,426,416
811, ,427,386,433,416
812,t,434,386,442,416
813,h,443,386,453,416
814,e,454,386,464,416
815, ,465,386,471,416
816,s,472,386,481,416
817,o,482,386,492,416
818,u,493,386,503,416
819,t,504,386,512,416
820,h,513,386,523,416
821,.,524,386,528,416
