,Character,Left,Top,Right,Bottom
160,o,120,138,130,168
161,r,131,138,138,168
162, ,139,138,145,168
163,a,146,138,156,168
164, ,157,138,163,168
165,h,164,138,174,168
166,a,175,138,185,168
167,r,186,138,193,168
168,m,194,138,210,168
169,l,211,138,216,168
170,e,217,138,227,168
171,s,228,138,237,168
172,s,238,138,247,168
173, ,248,138,254,168
174,v,255,138,266,168
175,i,267,138,271,168
176,c,272,138,281,168
177,t,282,138,290,168
178,i,291,138,295,168
179,m,296,138,312,168
180, ,313,138,319,168
181,t,320,138,328,168
182,o,329,138,339,168
183, ,340,138,346,168
184,c,347,138,356,168
185,o,357,138,367,168
186,m,368,138,384,168
187,e,385,138,395,168
188, ,396,138,402,168
189,c,403,138,412,168
190,l,413,138,418,168
191,o,419,138,429,168
192,s,430,138,439,168
193,e,440,138,450,168
194, ,451,138,457,168
195,t,458,138,466,168
196,o,467,138,477,168
197, ,478,138,484,168
198,t,485,138,493,168
199,h,494,138,504,168
200,e,505,138,515,168
201,m,516,138,532,168
202,.,533,138,537,168
203, ,538,138,544,168
204,O,545,138,558,168
205,n,559,138,569,168
206,e,570,138,580,168
207, ,581,138,587,168
208,w,588,138,602,168
209,i,603,138,607,168
210,d,608,138,618,168
211,e,619,138,629,168
212,l,630,138,635,168
213,y,636,138,647,168
214, ,648,138,654,168
215,u,655,138,665,168
216,s,666,138,675,168
217,e,676,138,686,168
218,d,687,138,697,168
219, ,698,138,704,168
220,w,705,138,719,168
221,a,720,138,730,168
222,y,731,138,742,168
223, ,743,138,749,168
224,t,750,138,758,168
225,o,759,138,769,168
226, ,770,138,776,168
227,g,777,138,787,168
228,e,788,138,798,168
229,t,799,138,807,168
230, ,808,138,814,168
231,f,815,138,822,168
232,o,823,138,833,168
233,o,834,138,844,168
234,d,845,138,855,168
235,w,112,169,126,199
236,i,127,169,131,199
237,t,132,169,140,199
238,h,141,169,151,199
239,o,152,169,162,199
240,u,163,169,173,199
241,t,174,169,182,199
242, ,183,169,189,199
243,t,190,169,198,199
244,o,199,169,209,199
245,o,210,169,220,199
246, ,221,169,227,199
247,m,228,169,244,199
248,u,245,169,255,199
249,c,256,169,265,199
250,h,266,169,276,199
251, ,277,169,283,199
252,t,284,169,292,199
253,r,293,169,300,199
254,o,301,169,311,199
255,u,312,169,322,199
256,b,323,169,333,199
257,l,334,169,339,199
258,e,340,169,350,199
259, ,351,169,357,199
260,i,358,169,362,199
261,s,363,169,372,199
262, ,373,169,379,199
263,t,380,169,388,199
264,o,389,169,399,199
265, ,400,169,406,199
266,b,407,169,417,199
267,u,418,169,428,199
268,i,429,169,433,199
269,l,434,169,439,199
270,d,440,169,450,199
271, ,451,169,457,199
272,a,458,169,468,199
273, ,469,169,475,199
274,t,476,169,484,199
275,r,485,169,492,199
276,a,493,169,503,199
277,p,504,169,515,199
278, ,516,169,522,199
279,o,523,169,533,199
280,r,534,169,541,199
281, ,542,169,548,199
282,n,549,169,559,199
283,e,560,169,570,199
284,t,571,169,579,199
285,.,580,169,584,199
286, ,585,169,591,199
287,T,592,169,604,199
288,h,605,169,615,199
289,e,616,169,626,199
290, ,627,169,633,199
291,b,634,169,644,199
292,e,645,169,655,199
293,s,656,169,665,199
294,t,666,169,674,199
295, ,675,169,681,199
296,k,682,169,692,199
297,n,693,169,703,199
298,o,704,169,714,199
299,w,715,169,729,199
300,n,730,169,740,199
301, ,741,169,747,199
302,e,748,169,758,199
303,x,759,169,770,199
304,a,771,169,781,199
305,m,782,169,798,199
306,p,799,169,810,199
307,l,811,169,816,199
308,e,817,169,827,199
309, ,828,169,834,199
310,f,835,169,842,199
311,o,843,169,853,199
312,r,854,169,861,199
313,a,112,200,122,230
314,n,123,200,133,230
315,i,134,200,138,230
316,m,139,200,155,230
317,a,156,200,166,230
318,l,167,200,172,230
319,s,173,200,182,230
320, ,183,200,189,230
321,t,190,200,198,230
322,h,199,200,209,230
323,a,210,200,220,230
324,t,221,200,229,230
325, ,230,200,236,230
326,c,237,200,246,230
327,a,247,200,257,230
328,t,258,200,266,230
329,c,267,200,276,230
330,h,277,200,287,230
331, ,288,200,294,230
332,o,295,200,305,230
333,t,306,200,314,230
334,h,315,200,325,230
335,e,326,200,336,230
336,r,337,200,344,230
337, ,345,200,351,230
338,a,352,200,362,230
339,n,363,200,373,230
340,i,374,200,378,230
341,m,379,200,395,230
342,a,396,200,406,230
343,l,407,200,412,230
344,s,413,200,422,230
345, ,423,200,429,230
346,w,430,200,444,230
347,i,445,200,449,230
348,t,450,200,458,230
349,h,459,200,469,230
350, ,470,200,476,230
351,t,477,200,485,230
352,h,486,200,496,230
353,e,497,200,507,230
354, ,508,200,514,230
355,h,515,200,525,230
356,e,526,200,536,230
357,l,537,200,542,230
358,p,543,200,554,230
359, ,555,200,561,230
360,o,562,200,572,230
361,f,573,200,580,230
362, ,581,200,587,230
363,a,588,200,598,230
364, ,599,200,605,230
365,n,606,200,616,230
366,e,617,200,627,230
367,t,628,200,636,230
368, ,637,200,643,230
369,a,644,200,654,230
370,r,655,200,662,230
371,e,663,200,673,230
372, ,674,200,680,230
373,s,681,200,690,230
374,p,691,200,702,230
375,i,703,200,707,230
376,d,708,200,718,230
377,e,719,200,729,230
378,r,730,200,737,230
379,s,738,200,747,230
380,.,748,200,752,230
381, ,753,200,759,230
382,T,760,200,772,230
383,h,773,200,783,230
384,e,784,200,794,230
385,i,795,200,799,230
386,r,800,200,807,230
387, ,808,200,814,230
388,s,815,200,824,230
389,t,825,200,833,230
390,i,834,200,838,230
391,c,839,200,848,230
392,k,849,200,859,230
393,y,860,200,871,230
394,n,112,231,122,261
395,e,123,231,133,261
396,t,134,231,142,261
397,s,143,231,152,261
398, ,153,231,159,261
399,a,160,231,170,261
400,r,171,231,178,261
401,e,179,231,189,261
402, ,190,231,196,261
403,s,197,231,206,261
404,p,207,231,218,261
405,u,219,231,229,261
406,n,230,231,240,261
407, ,241,231,247,261
408,s,248,231,257,261
409,o,258,231,268,261
410, ,269,231,275,261
411,f,276,231,283,261
412,i,284,231,288,261
413,n,289,231,299,261
414,e,300,231,310,261
415, ,311,231,317,261
416,t,318,231,326,261
417,h,327,231,337,261
418,a,338,231,348,261
419,t,349,231,357,261
420, ,358,231,364,261
421,t,365,231,373,261
422,h,374,231,384,261
423,e,385,231,395,261
424,y,396,231,407,261
425, ,408,231,414,261
426,a,415,231,425,261
427,r,426,231,433,261
428,e,434,231,444,261
429, ,445,231,451,261
430,h,452,231,462,261
431,a,463,231,473,261
432,r,474,231,481,261
433,d,482,231,492,261
434, ,493,231,499,261
435,t,500,231,508,261
436,o,509,231,519,261
437, ,520,231,526,261
438,s,527,231,536,261
439,e,537,231,547,261
440,e,548,231,558,261
441,",",559,231,564,261
442, ,565,231,571,261
443,a,572,231,582,261
444,n,583,231,593,261
445,d,594,231,604,261
446, ,605,231,611,261
447,u,612,231,622,261
448,s,623,231,632,261
449,u,633,231,643,261
450,a,644,231,654,261
451,l,655,231,660,261
452,l,661,231,666,261
453,y,667,231,678,261
454, ,679,231,685,261
455,a,686,231,696,261
456,n,697,231,707,261
457, ,708,231,714,261
458,i,715,231,719,261
459,n,720,231,730,261
460,s,731,231,740,261
461,e,741,231,751,261
462,c,752,231,761,261
463,t,762,231,770,261
464, ,771,231,777,261
465,d,778,231,788,261
466,o,789,231,799,261
467,e,800,231,810,261
468,s,811,231,820,261
469, ,821,231,827,261
470,n,828,231,838,261
471,o,839,231,849,261
472,t,850,231,858,261
473,n,112,262,122,292
474,o,123,262,133,292
475,t,134,262,142,292
476,i,143,262,147,292
477,c,148,262,157,292
478,e,158,262,168,292
479, ,169,262,175,292
480,a,176,262,186,292
481, ,187,262,193,292
482,n,194,262,204,292
483,e,205,262,215,292
484,t,216,262,224,292
485, ,225,262,231,292
486,u,232,262,242,292
487,n,243,262,253,292
488,t,254,262,262,292
489,i,263,262,267,292
490,l,268,262,273,292
491, ,274,262,280,292
492,i,281,262,285,292
493,t,286,262,294,292
494, ,295,262,301,292
495,h,302,262,312,292
496,a,313,262,323,292
497,s,324,262,333,292
498, ,334,262,340,292
499,c,341,262,350,292
500,a,351,262,361,292
501,u,362,262,372,292
502,g,373,262,383,292
503,h,384,262,394,292
504,t,395,262,403,292
505, ,404,262,410,292
506,i,411,262,415,292
507,t,416,262,424,292
508,s,425,262,434,292
509,e,435,262,445,292
510,l,446,262,451,292
511,f,452,262,459,292
512, ,460,262,466,292
513,i,467,262,471,292
514,n,472,262,482,292
515, ,483,262,489,292
516,i,490,262,494,292
517,t,495,262,503,292
518,.,504,262,508,292
519, ,509,262,515,292
520,T,516,262,528,292
521,h,529,262,539,292
522,e,540,262,550,292
523, ,551,262,557,292
524,s,558,262,567,292
525,p,568,262,579,292
526,i,580,262,584,292
527,d,585,262,595,292
528,e,596,262,606,292
529,r,607,262,614,292
530, ,615,262,621,292
531,t,622,262,630,292
532,h,631,262,641,292
533,e,642,262,652,292
534,n,653,262,663,292
535, ,664,262,670,292
536,o,671,262,681,292
537,n,682,262,692,292
538,l,693,262,698,292
539,y,699,262,710,292
540, ,711,262,717,292
541,n,718,262,728,292
542,e,729,262,739,292
543,e,740,262,750,292
544,d,751,262,761,292
545,s,762,262,771,292
546, ,772,262,778,292
547,t,779,262,787,292
548,o,788,262,798,292
549, ,799,262,805,292
550,g,806,262,816,292
551,o,817,262,827,292
552, ,828,262,834,292
553,t,835,262,843,292
554,o,844,262,854,292
555, ,855,262,861,292
556,t,862,262,870,292
557,h,871,262,881,292
558,e,882,262,892,292
559,p,112,293,123,323
560,l,124,293,129,323
561,a,130,293,140,323
562,c,141,293,150,323
563,e,151,293,161,323
564, ,162,293,168,323
565,w,169,293,183,323
566,h,184,293,194,323
567,e,195,293,205,323
568,r,206,293,213,323
569,e,214,293,224,323
570, ,225,293,231,323
571,t,232,293,240,323
572,h,241,293,251,323
573,e,252,293,262,323
574, ,263,293,269,323
575,i,270,293,274,323
576,n,275,293,285,323
577,s,286,293,295,323
578,e,296,293,306,323
579,c,307,293,316,323
580,t,317,293,325,323
581, ,326,293,332,323
582,i,333,293,337,323
583,s,338,293,347,323
584,.,348,293,352,323
585, ,353,293,359,323
586,I,360,293,364,323
587,t,365,293,373,323
588, ,374,293,380,323
589,i,381,293,385,323
590,s,386,293,395,323
591, ,396,293,402,323
592,e,403,293,413,323
593,i,414,293,418,323
594,t,419,293,427,323
595,h,428,293,438,323
596,e,439,293,449,323
597,r,450,293,457,323
598, ,458,293,464,323
599,e,465,293,475,323
600,a,476,293,486,323
601,t,487,293,495,323
602,e,496,293,506,323
603,n,507,293,517,323
604, ,518,293,524,323
605,r,525,293,532,323
606,i,533,293,537,323
607,g,538,293,548,323
608,h,549,293,559,323
609,t,560,293,568,323
610, ,569,293,575,323
611,o,576,293,586,323
612,n,587,293,597,323
613, ,598,293,604,323
614,t,605,293,613,323
615,h,614,293,624,323
616,e,625,293,635,323
617, ,636,293,642,323
618,s,643,293,652,323
619,p,653,293,664,323
620,o,665,293,675,323
621,t,676,293,684,323
622, ,685,293,691,323
623,o,692,293,702,323
624,r,703,293,710,323
625, ,711,293,717,323
626,o,718,293,728,323
627,t,729,293,737,323
628,h,738,293,748,323
629,e,749,293,759,323
630,r,760,293,767,323
631,w,768,293,782,323
632,i,783,293,787,323
633,s,788,293,797,323
634,e,798,293,808,323
635, ,809,293,815,323
636,i,816,293,820,323
637,t,821,293,829,323
638, ,830,293,836,323
639,i,837,293,841,323
640,s,842,293,851,323
641,w,112,324,126,354
642,r,127,324,134,354
643,a,135,324,145,354
644,p,146,324,157,354
645,p,158,324,169,354
646,e,170,324,180,354
647,d,181,324,191,354
648, ,192,324,198,354
649,i,199,324,203,354
650,n,204,324,214,354
651, ,215,324,221,354
652,s,222,324,231,354
653,t,232,324,240,354
654,i,241,324,245,354
655,c,246,324,255,354
656,k,256,324,266,354
657,y,267,324,278,354
658, ,279,324,285,354
659,t,286,324,294,354
660,h,295,324,305,354
661,r,306,324,313,354
662,e,314,324,324,354
663,a,325,324,335,354
664,d,336,324,346,354
665,s,347,324,356,354
666, ,357,324,363,354
667,f,364,324,371,354
668,o,372,324,382,354
669,r,383,324,390,354
670, ,391,324,397,354
671,l,398,324,403,354
672,a,404,324,414,354
673,t,415,324,423,354
674,e,424,324,434,354
675,r,435,324,442,354
676, ,443,324,449,354
677,c,450,324,459,354
678,o,460,324,470,354
679,n,471,324,481,354
680,s,482,324,491,354
681,u,492,324,502,354
682,m,503,324,519,354
683,p,520,324,531,354
684,t,532,324,540,354
685,i,541,324,545,354
686,o,546,324,556,354
687,n,557,324,567,354
688,.,568,324,572,354
689, ,573,324,579,354
690,O,580,324,593,354
691,t,594,324,602,354
692,h,603,324,613,354
693,e,614,324,624,354
694,r,625,324,632,354
695, ,633,324,639,354
696,l,640,324,645,354
697,i,646,324,650,354
698,v,651,324,662,354
699,i,663,324,667,354
700,n,668,324,678,354
701,g,679,324,689,354
702, ,690,324,696,354
703,t,697,324,705,354
704,h,706,324,716,354
705,i,717,324,721,354
706,n,722,324,732,354
707,g,733,324,743,354
708,s,744,324,753,354
709, ,754,324,760,354
710,t,761,324,769,354
711,h,770,324,780,354
712,a,781,324,791,354
713,t,792,324,800,354
714, ,801,324,807,354
715,a,808,324,818,354
716,r,819,324,826,354
717,e,827,324,837,354
718, ,838,324,844,354
719,s,845,324,854,354
720,t,855,324,863,354
721,u,864,324,874,354
722,c,875,324,884,354
723,k,885,324,895,354
724,o,112,355,122,385
725,n,123,355,133,385
726, ,134,355,140,385
727,r,141,355,148,385
728,o,149,355,159,385
729,c,160,355,169,385
730,k,170,355,180,385
731,s,181,355,190,385
732, ,191,355,197,385
733,o,198,355,208,385
734,r,209,355,216,385
735, ,217,355,223,385
736,o,224,355,234,385
737,n,235,355,245,385
738, ,246,355,252,385
739,t,253,355,261,385
740,h,262,355,272,385
741,e,273,355,283,385
742, ,284,355,290,385
743,f,291,355,298,385
744,l,299,355,304,385
745,o,305,355,315,385
746,o,316,355,326,385
747,r,327,355,334,385
748, ,335,355,341,385
749,o,342,355,352,385
750,f,353,355,360,385
751, ,361,355,367,385
752,t,368,355,376,385
753,h,377,355,387,385
754,e,388,355,398,385
755, ,399,355,405,385
756,s,406,355,415,385
757,e,416,355,426,385
758,a,427,355,437,385
759, ,438,355,444,385
760,l,445,355,450,385
761,i,451,355,455,385
762,v,456,355,467,385
763,e,468,355,478,385
764, ,479,355,485,385
765,o,486,355,496,385
766,n,497,355,507,385
767, ,508,355,514,385
768,t,515,355,523,385
769,i,524,355,528,385
770,n,529,355,539,385
771,y,540,355,551,385
772, ,552,355,558,385
773,a,559,355,569,385
774,n,570,355,580,385
775,i,581,355,585,385
776,m,586,355,602,385
777,a,603,355,613,385
778,l,614,355,619,385
779,s,620,355,629,385
780, ,630,355,636,385
781,a,637,355,647,385
782,n,648,355,658,385
783,d,659,355,669,385
784, ,670,355,676,385
785,p,677,355,688,385
786,l,689,355,694,385
787,a,695,355,705,385
788,n,706,355,716,385
789,t,717,355,725,385
790,s,726,355,735,385
791, ,736,355,742,385
792,t,743,355,751,385
793,h,752,355,762,385
794,a,763,355,773,385
795,t,774,355,782,385
796, ,783,355,789,385
797,t,790,355,798,385
798,h,799,355,809,385
799,e,810,355,820,385
800,y,821,355,832,385
801, ,833,355,839,385
802,s,840,355,849,385
803,o,850,355,860,385
804,a,861,355,871,385
805,k,872,355,882,385
806,i,112,386,116,416
807,n,117,386,127,416
808, ,128,386,134,416
809,w,135,386,149,416
810,i,150,386,154,416
811,t,155,386,163,416
812,h,164,386,174,416
813, ,175,386,181,416
814,w,182,386,196,416
815,a,197,386,207,416
816,t,208,386,216,416
817,e,217,386,227,416
818,r,228,386,235,416
819,.,236,386,240,416
