,Character,Left,Top,Right,Bottom
554,h,853,262,863,292
555,e,864,262,874,292
556,n,875,262,885,292
557,i,112,293,116,323
558,t,117,293,125,323
559, ,126,293,132,323
560,f,133,293,140,323
561,i,141,293,145,323
562,n,146,293,156,323
563,a,157,293,167,323
564,l,168,293,173,323
565,l,174,293,179,323
566,y,180,293,191,323
567, ,192,293,198,323
568,r,199,293,206,323
569,a,207,293,217,323
570,i,218,293,222,323
571,n,223,293,233,323
572,s,234,293,243,323
573,.,244,293,248,323
574, ,249,293,255,323
575,T,256,293,268,323
576,h,269,293,279,323
577,e,280,293,290,323
578,y,291,293,302,323
579, ,303,293,309,323
580,u,310,293,320,323
581,s,321,293,330,323
582,e,331,293,341,323
583, ,342,293,348,323
584,t,349,293,357,323
585,h,358,293,368,323
586,i,369,293,373,323
587,s,374,293,383,323
588, ,384,293,390,323
589,t,391,293,399,323
590,i,400,293,404,323
591,m,405,293,421,323
592,e,422,293,432,323
593, ,433,293,439,323
594,i,440,293,444,323
595,n,445,293,455,323
596, ,456,293,462,323
597,w,463,293,477,323
598,h,478,293,488,323
599,i,489,293,493,323
600,c,494,293,503,323
601,h,504,293,514,323
602, ,515,293,521,323
603,w,522,293,536,323
604,a,537,293,547,323
605,t,548,293,556,323
606,e,557,293,567,323
607,r,568,293,575,323
608, ,576,293,582,323
609,i,583,293,587,323
610,s,588,293,597,323
611, ,598,293,604,323
612,a,605,293,615,323
613,v,616,293,627,323
614,a,628,293,638,323
615,i,639,293,643,323
616,l,644,293,649,323
617,a,650,293,660,323
618,b,661,293,671,323
619,l,672,293,677,323
620,e,678,293,688,323
621, ,689,293,695,323
622,t,696,293,704,323
623,o,705,293,715,323
624, ,716,293,722,323
625,p,723,293,734,323
626,r,735,293,742,323
627,o,743,293,753,323
628,v,754,293,765,323
629,i,766,293,770,323
630,d,771,293,781,323
631,e,782,293,792,323
632, ,793,293,799,323
633,f,800,293,807,323
634,o,808,293,818,323
635,r,819,293,826,323
636, ,827,293,833,323
637,t,834,293,842,323
638,h,843,293,853,323
639,e,854,293,864,323
640,i,865,293,869,323
641,r,870,293,877,323
642,o,112,324,122,354
643,f,123,324,130,354
644,f,131,324,138,354
645,s,139,324,148,354
646,p,149,324,160,354
647,r,161,324,168,354
648,i,169,324,173,354
649,n,174,324,184,354
650,g,185,324,195,354
651,.,196,324,200,354
652, ,201,324,207,354
653,A,208,324,221,354
654, ,222,324,228,354
655,l,229,324,234,354
656,o,235,324,245,354
657,t,246,324,254,354
658, ,255,324,261,354
659,o,262,324,272,354
660,f,273,324,280,354
661, ,281,324,287,354
662,p,288,324,299,354
663,l,300,324,305,354
664,a,306,324,316,354
665,n,317,324,327,354
666,t,328,324,336,354
667,s,337,324,346,354
668, ,347,324,353,354
669,i,354,324,358,354
670,n,359,324,369,354
671, ,370,324,376,354
672,t,377,324,385,354
673,h,386,324,396,354
674,e,397,324,407,354
675, ,408,324,414,354
676,d,415,324,425,354
677,e,426,324,436,354
678,s,437,324,446,354
679,e,447,324,457,354
680,r,458,324,465,354
681,t,466,324,474,354
682, ,475,324,481,354
683,h,482,324,492,354
684,a,493,324,503,354
685,v,504,324,515,354
686,e,516,324,526,354
687, ,527,324,533,354
688,a,534,324,544,354
689,d,545,324,555,354
690,a,556,324,566,354
691,p,567,324,578,354
692,t,579,324,587,354
693,e,588,324,598,354
694,d,599,324,609,354
695, ,610,324,616,354
696,t,617,324,625,354
697,o,626,324,636,354
698, ,637,324,643,354
699,t,644,324,652,354
700,h,653,324,663,354
701,e,664,324,674,354
702, ,675,324,681,354
703,d,682,324,692,354
704,r,693,324,700,354
705,y,701,324,712,354
706,n,713,324,723,354
707,e,724,324,734,354
708,s,735,324,744,354
709,s,745,324,754,354
710, ,755,324,761,354
711,i,762,324,766,354
712,n,767,324,777,354
713, ,778,324,784,354
714,o,785,324,795,354
715,t,796,324,804,354
716,h,805,324,815,354
717,e,816,324,826,354
718,r,827,324,834,354
719, ,835,324,841,354
720,w,842,324,856,354
721,a,857,324,867,354
722,y,868,324,879,354
723,s,880,324,889,354
724,.,890,324,894,354
725,S,112,355,123,385
726,o,124,355,134,385
727,m,135,355,151,385
728,e,152,355,162,385
729, ,163,355,169,385
730,h,170,355,180,385
731,a,181,355,191,385
732,v,192,355,203,385
733,e,204,355,214,385
734, ,215,355,221,385
735,e,222,355,232,385
736,x,233,355,244,385
737,t,245,355,253,385
738,e,254,355,264,385
739,n,265,355,275,385
740,s,276,355,285,385
741,i,286,355,290,385
742,v,291,355,302,385
743,e,303,355,313,385
744, ,314,355,320,385
745,r,321,355,328,385
746,o,329,355,339,385
747,o,340,355,350,385
748,t,351,355,359,385
749,s,360,355,369,385
750, ,370,355,376,385
751,t,377,355,385,385
752,h,386,355,396,385
753,a,397,355,407,385
754,t,408,355,416,385
755, ,417,355,423,385
756,t,424,355,432,385
757,a,433,355,443,385
758,k,444,355,454,385
759,e,455,355,465,385
760, ,466,355,472,385
761,i,473,355,477,385
762,n,478,355,488,385
763, ,489,355,495,385
764,w,496,355,510,385
765,a,511,355,521,385
766,t,522,355,530,385
767,e,531,355,541,385
768,r,542,355,549,385
769, ,550,355,556,385
770,f,557,355,564,385
771,r,565,355,572,385
772,o,573,355,583,385
773,m,584,355,600,385
774, ,601,355,607,385
775,a,608,355,618,385
776, ,619,355,625,385
777,l,626,355,631,385
778,a,632,355,642,385
779,r,643,355,650,385
780,g,651,355,661,385
781,e,662,355,672,385
782, ,673,355,679,385
783,a,680,355,690,385
784,r,691,355,698,385
785,e,699,355,709,385
786,a,710,355,720,385
787, ,721,355,727,385
788,o,728,355,738,385
789,r,739,355,746,385
790, ,747,355,753,385
791,r,754,355,761,385
792,e,762,355,772,385
793,a,773,355,783,385
794,c,784,355,793,385
795,h,794,355,804,385
796, ,805,355,811,385
797,i,812,355,816,385
798,n,817,355,827,385
799,t,828,355,836,385
800,o,837,355,847,385
801, ,848,355,854,385
802,t,855,355,863,385
803,h,864,355,874,385
804,e,875,355,885,385
805,g,112,386,122,416
806,r,123,386,130,416
807,o,131,386,141,416
808,u,142,386,152,416
809,n,153,386,163,416
810,d,164,386,174,416
811, ,175,386,181,416
812,v,182,386,193,416
813,e,194,386,204,416
814,r,205,386,212,416
815,y,213,386,224,416
816, ,225,386,231,416
817,f,232,386,239,416
818,a,240,386,250,416
819,r,251,386,258,416
820,.,259,386,263,416
