,Character,Left,Top,Right,Bottom
178,l,252,114,256,136
179,l,257,114,261,136
180, ,262,114,266,136
181,t,267,114,272,136
182,h,273,114,282,136
183,e,283,114,290,136
184,n,291,114,300,136
185, ,301,114,305,136
186,s,306,114,312,136
187,h,313,114,322,136
188,o,323,114,332,136
189,o,333,114,342,136
190,t,343,114,348,136
191, ,349,114,353,136
192,i,354,114,358,136
193,n,359,114,368,136
194, ,369,114,373,136
195,s,374,114,380,136
196,p,380,114,390,136
197,r,392,114,398,136
198,i,399,114,403,136
199,n,404,114,413,136
200,g,414,114,423,136
201, ,424,114,428,136
202,a,429,114,437,136
203,n,438,114,447,136
204,d,448,114,457,136
205, ,458,114,462,136
206,d,463,114,472,136
207,e,473,114,480,136
208,v,481,114,490,136
209,e,491,114,498,136
210,l,499,114,503,136
211,o,504,114,513,136
212,p,513,114,523,136
213, ,525,114,529,136
214,i,530,114,534,136
215,n,535,114,544,136
216,t,545,114,550,136
217,o,551,114,560,136
218, ,561,114,565,136
219,n,566,114,575,136
220,e,576,114,583,136
221,w,584,114,597,136
222, ,598,114,602,136
223,p,602,114,612,136
224,l,614,114,618,136
225,a,619,114,627,136
226,n,628,114,637,136
227,t,638,114,643,136
228,s,644,114,650,136
229,.,651,114,655,136
230, ,656,114,660,136
231,T,661,114,672,136
232,h,673,114,682,136
233,e,683,114,690,136
234,r,691,114,697,136
235,e,698,114,705,136
236, ,706,114,710,136
237,a,711,114,719,136
238,r,720,114,726,136
239,e,727,114,734,136
240,o,112,137,121,159
241,t,122,137,127,159
242,h,128,137,137,159
243,e,138,137,145,159
244,r,146,137,152,159
245, ,153,137,157,159
246,p,157,137,167,159
247,l,169,137,173,159
248,a,174,137,182,159
249,n,183,137,192,159
250,t,193,137,198,159
251,s,199,137,205,159
252, ,206,137,210,159
253,w,211,137,224,159
254,h,225,137,234,159
255,o,235,137,244,159
256,s,245,137,251,159
257,e,252,137,259,159
258, ,260,137,264,159
259,p,264,137,274,159
260,a,276,137,284,159
261,r,285,137,291,159
262,t,292,137,297,159
263,s,298,137,304,159
264, ,305,137,309,159
265,a,310,137,318,159
266,b,318,137,328,159
267,o,330,137,339,159
268,v,340,137,349,159
269,e,350,137,357,159
270, ,358,137,362,159
271,t,363,137,368,159
272,h,369,137,378,159
273,e,379,137,386,159
274, ,387,137,391,159
275,g,392,137,401,159
276,r,402,137,408,159
277,o,409,137,418,159
278,u,419,137,428,159
279,n,429,137,438,159
280,d,439,137,448,159
281, ,449,137,453,159
282,d,454,137,463,159
283,i,464,137,468,159
284,e,469,137,476,159
285,",",477,137,481,159
286, ,482,137,486,159
287,a,487,137,495,159
288,n,496,137,505,159
289,d,506,137,515,159
290, ,516,137,520,159
291,a,521,137,529,159
292,s,530,137,536,159
293, ,537,137,541,159
294,i,542,137,546,159
295,t,547,137,552,159
296, ,553,137,557,159
297,g,558,137,567,159
298,e,568,137,575,159
299,t,576,137,581,159
300,s,582,137,588,159
301, ,589,137,593,159
302,w,594,137,607,159
303,a,608,137,616,159
304,r,617,137,623,159
305,m,624,137,638,159
306,e,639,137,646,159
307,r,647,137,653,159
308, ,654,137,658,159
309,i,659,137,663,159
310,n,664,137,673,159
311, ,674,137,678,159
312,s,679,137,685,159
313,p,685,137,695,159
314,r,697,137,703,159
315,i,704,137,708,159
316,n,709,137,718,159
317,g,719,137,728,159
318,t,112,160,117,182
319,h,118,160,127,182
320,e,128,160,135,182
321,y,136,160,145,182
322, ,146,160,150,182
323,f,151,160,159,182
324,o,160,160,169,182
325,r,170,160,176,182
326,m,177,160,191,182
327, ,192,160,196,182
328,n,197,160,206,182
329,e,207,160,214,182
330,w,215,160,228,182
331, ,229,160,233,182
332,s,234,160,240,182
333,h,241,160,250,182
334,o,251,160,260,182
335,o,261,160,270,182
336,t,271,160,276,182
337,s,277,160,283,182
338, ,284,160,288,182
339,a,289,160,297,182
340,g,298,160,307,182
341,a,308,160,316,182
342,i,317,160,321,182
343,n,322,160,331,182
344,.,332,160,336,182
345, ,337,160,341,182
346,M,342,160,358,182
347,a,359,160,367,182
348,n,368,160,377,182
349,y,378,160,387,182
350, ,388,160,392,182
351,t,393,160,398,182
352,r,399,160,405,182
353,e,406,160,413,182
354,e,414,160,421,182
355,s,422,160,428,182
356, ,429,160,433,182
357,a,434,160,442,182
358,n,443,160,452,182
359,d,453,160,462,182
360, ,463,160,467,182
361,b,467,160,477,182
362,u,479,160,488,182
363,s,489,160,495,182
364,h,496,160,505,182
365,e,506,160,513,182
366,s,514,160,520,182
367, ,521,160,525,182
368,l,526,160,530,182
369,o,531,160,540,182
370,s,541,160,547,182
371,e,548,160,555,182
372, ,556,160,560,182
373,t,561,160,566,182
374,h,567,160,576,182
375,e,577,160,584,182
376,i,585,160,589,182
377,r,590,160,596,182
378, ,597,160,601,182
379,l,602,160,606,182
380,e,607,160,614,182
381,a,615,160,623,182
382,v,624,160,633,182
383,e,634,160,641,182
384,s,642,160,648,182
385, ,649,160,653,182
386,i,654,160,658,182
387,n,659,160,668,182
388, ,669,160,673,182
389,a,674,160,682,182
390,u,683,160,692,182
391,t,693,160,698,182
392,u,699,160,708,182
393,m,709,160,723,182
394,n,724,160,733,182
395,a,112,183,120,205
396,n,121,183,130,205
397,d,131,183,140,205
398, ,141,183,145,205
399,h,146,183,155,205
400,a,156,183,164,205
401,v,165,183,174,205
402,e,175,183,182,205
403, ,183,183,187,205
404,a,188,183,196,205
405, ,197,183,201,205
406,r,202,183,208,205
407,e,209,183,216,205
408,s,217,183,223,205
409,t,224,183,229,205
410,i,230,183,234,205
411,n,235,183,244,205
412,g,245,183,254,205
413, ,255,183,259,205
414,p,259,183,269,205
415,e,271,183,278,205
416,r,279,183,285,205
417,i,286,183,290,205
418,o,291,183,300,205
419,d,301,183,310,205
420, ,311,183,315,205
421,d,316,183,325,205
422,u,326,183,335,205
423,r,336,183,342,205
424,i,343,183,347,205
425,n,348,183,357,205
426,g,358,183,367,205
427, ,368,183,372,205
428,w,373,183,386,205
429,i,387,183,391,205
430,n,392,183,401,205
431,t,402,183,407,205
432,e,408,183,415,205
433,r,416,183,422,205
434,.,423,183,427,205
435, ,428,183,432,205
436,B,433,183,445,205
437,e,446,183,453,205
438,c,454,183,461,205
439,a,462,183,470,205
440,u,471,183,480,205
441,s,481,183,487,205
442,e,488,183,495,205
443, ,496,183,500,205
444,a,501,183,509,205
445,n,510,183,519,205
446,i,520,183,524,205
447,m,525,183,539,205
448,a,540,183,548,205
449,l,549,183,553,205
450,s,554,183,560,205
451, ,561,183,565,205
452,m,566,183,580,205
453,o,581,183,590,205
454,v,591,183,600,205
455,e,601,183,608,205
456, ,609,183,613,205
457,a,614,183,622,205
458,r,623,183,629,205
459,o,630,183,639,205
460,u,640,183,649,205
461,n,650,183,659,205
462,d,660,183,669,205
463,",",670,183,674,205
464, ,675,183,679,205
465,t,680,183,685,205
466,h,686,183,695,205
467,e,696,183,703,205
468,y,704,183,713,205
469,c,112,206,119,228
470,o,120,206,129,228
471,n,130,206,139,228
472,s,140,206,146,228
473,u,147,206,156,228
474,m,157,206,171,228
475,e,172,206,179,228
476, ,180,206,184,228
477,s,185,206,191,228
478,u,192,206,201,228
479,b,201,206,211,228
480,s,213,206,219,228
481,t,220,206,225,228
482,a,226,206,234,228
483,n,235,206,244,228
484,t,245,206,250,228
485,i,251,206,255,228
486,a,256,206,264,228
487,l,265,206,269,228
488,l,270,206,274,228
489,y,275,206,284,228
490, ,285,206,289,228
491,m,290,206,304,228
492,o,305,206,314,228
493,r,315,206,321,228
494,e,322,206,329,228
495, ,330,206,334,228
496,e,335,206,342,228
497,n,343,206,352,228
498,e,353,206,360,228
499,r,361,206,367,228
500,g,368,206,377,228
501,y,378,206,387,228
502, ,388,206,392,228
503,t,393,206,398,228
504,h,399,206,408,228
505,a,409,206,417,228
506,n,418,206,427,228
507, ,428,206,432,228
508,p,432,206,442,228
509,l,444,206,448,228
510,a,449,206,457,228
511,n,458,206,467,228
512,t,468,206,473,228
513,s,474,206,480,228
514,.,481,206,485,228
515, ,486,206,490,228
516,M,491,206,507,228
517,o,508,206,517,228
518,s,518,206,524,228
519,t,525,206,530,228
520, ,531,206,535,228
521,a,536,206,544,228
522,n,545,206,554,228
523,i,555,206,559,228
524,m,560,206,574,228
525,a,575,206,583,228
526,l,584,206,588,228
527,s,589,206,595,228
528, ,596,206,600,228
529,s,601,206,607,228
530,u,608,206,617,228
531,r,618,206,624,228
532,v,625,206,634,228
533,i,635,206,639,228
534,v,640,206,649,228
535,e,650,206,657,228
536, ,658,206,662,228
537,w,663,206,676,228
538,i,677,206,681,228
539,n,682,206,691,228
540,t,692,206,697,228
541,e,698,206,705,228
542,r,706,206,712,228
543,w,112,229,125,251
544,i,126,229,130,251
545,t,131,229,136,251
546,h,137,229,146,251
547,o,147,229,156,251
548,u,157,229,166,251
549,t,167,229,172,251
550, ,173,229,177,251
551,c,178,229,185,251
552,h,186,229,195,251
553,a,196,229,204,251
554,n,205,229,214,251
555,g,215,229,224,251
556,i,225,229,229,251
557,n,230,229,239,251
558,g,240,229,249,251
559, ,250,229,254,251
560,t,255,229,260,251
561,h,261,229,270,251
562,e,271,229,278,251
563,i,279,229,283,251
564,r,284,229,290,251
565, ,291,229,295,251
566,u,296,229,305,251
567,s,306,229,312,251
568,u,313,229,322,251
569,a,323,229,331,251
570,l,332,229,336,251
571, ,337,229,341,251
572,w,342,229,355,251
573,a,356,229,364,251
574,y,365,229,374,251
575, ,375,229,379,251
576,o,380,229,389,251
577,f,390,229,398,251
578, ,399,229,403,251
579,l,404,229,408,251
580,i,409,229,413,251
581,f,414,229,422,251
582,e,423,229,430,251
583,.,431,229,435,251
584, ,436,229,440,251
585,B,441,229,453,251
586,u,454,229,463,251
587,t,464,229,469,251
588, ,470,229,474,251
589,t,475,229,480,251
590,h,481,229,490,251
591,e,491,229,498,251
592,r,499,229,505,251
593,e,506,229,513,251
594, ,514,229,518,251
595,a,519,229,527,251
596,r,528,229,534,251
597,e,535,229,542,251
598, ,543,229,547,251
599,a,548,229,556,251
600,l,557,229,561,251
601,s,562,229,568,251
602,o,569,229,578,251
603, ,579,229,583,251
604,a,584,229,592,251
605, ,593,229,597,251
606,n,598,229,607,251
607,u,608,229,617,251
608,m,618,229,632,251
609,b,632,229,642,251
610,e,644,229,651,251
611,r,652,229,658,251
612, ,659,229,663,251
613,o,664,229,673,251
614,f,674,229,682,251
615, ,683,229,687,251
616,a,688,229,696,251
617,n,697,229,706,251
618,i,707,229,711,251
619,m,712,229,726,251
620,a,727,229,735,251
621,l,736,229,740,251
622,s,741,229,747,251
623,t,112,252,117,274
624,h,118,252,127,274
625,a,128,252,136,274
626,t,137,252,142,274
627, ,143,252,147,274
628,h,148,252,157,274
629,a,158,252,166,274
630,v,167,252,176,274
631,e,177,252,184,274
632, ,185,252,189,274
633,t,190,252,195,274
634,o,196,252,205,274
635, ,206,252,210,274
636,t,211,252,216,274
637,a,217,252,225,274
638,k,226,252,235,274
639,e,236,252,243,274
640, ,244,252,248,274
641,s,249,252,255,274
642,p,255,252,265,274
643,e,267,252,274,274
644,c,275,252,282,274
645,i,283,252,287,274
646,a,288,252,296,274
647,l,297,252,301,274
648, ,302,252,306,274
649,p,306,252,316,274
650,r,318,252,324,274
651,e,325,252,332,274
652,c,333,252,340,274
653,a,341,252,349,274
654,u,350,252,359,274
655,t,360,252,365,274
656,i,366,252,370,274
657,o,371,252,380,274
658,n,381,252,390,274
659,s,391,252,397,274
660, ,398,252,402,274
661,s,403,252,409,274
662,o,410,252,419,274
663, ,420,252,424,274
664,t,425,252,430,274
665,h,431,252,440,274
666,a,441,252,449,274
667,t,450,252,455,274
668, ,456,252,460,274
669,t,461,252,466,274
670,h,467,252,476,274
671,e,477,252,484,274
672,y,485,252,494,274
673, ,495,252,499,274
674,w,500,252,513,274
675,i,514,252,518,274
676,l,519,252,523,274
677,l,524,252,528,274
678, ,529,252,533,274
679,n,534,252,543,274
680,o,544,252,553,274
681,t,554,252,559,274
682, ,560,252,564,274
683,f,565,252,573,274
684,r,574,252,580,274
685,e,581,252,588,274
686,e,589,252,596,274
687,z,597,252,605,274
688,e,606,252,613,274
689, ,614,252,618,274
690,t,619,252,624,274
691,o,625,252,634,274
692, ,635,252,639,274
693,d,640,252,649,274
694,e,650,252,657,274
695,a,658,252,666,274
696,t,667,252,672,274
697,h,673,252,682,274
698,.,683,252,687,274
699, ,688,252,692,274
700,S,693,252,703,274
701,o,704,252,713,274
702,m,714,252,728,274
703,e,729,252,736,274
704,b,111,275,121,297
705,i,123,275,127,297
706,r,128,275,134,297
707,d,135,275,144,297
708,s,145,275,151,297
709, ,152,275,156,297
710,h,157,275,166,297
711,a,167,275,175,297
712,v,176,275,185,297
713,e,186,275,193,297
714, ,194,275,198,297
715,s,199,275,205,297
716,o,206,275,215,297
717,l,216,275,220,297
718,v,221,275,230,297
719,e,231,275,238,297
720,d,239,275,248,297
721, ,249,275,253,297
722,t,254,275,259,297
723,h,260,275,269,297
724,i,270,275,274,297
725,s,275,275,281,297
726, ,282,275,286,297
727,p,286,275,296,297
728,r,298,275,304,297
729,o,305,275,314,297
730,b,314,275,324,297
731,l,326,275,330,297
732,e,331,275,338,297
733,m,339,275,353,297
734, ,354,275,358,297
735,b,358,275,368,297
736,y,370,275,379,297
737, ,380,275,384,297
738,f,385,275,393,297
739,l,394,275,398,297
740,y,399,275,408,297
741,i,409,275,413,297
742,n,414,275,423,297
743,g,424,275,433,297
744, ,434,275,438,297
745,a,439,275,447,297
746,w,448,275,461,297
747,a,462,275,470,297
748,y,471,275,480,297
749, ,481,275,485,297
750,i,486,275,490,297
751,n,491,275,500,297
752, ,501,275,505,297
753,a,506,275,514,297
754,u,515,275,524,297
755,t,525,275,530,297
756,u,531,275,540,297
757,m,541,275,555,297
758,n,556,275,565,297
759, ,566,275,570,297
760,t,571,275,576,297
761,o,577,275,586,297
762, ,587,275,591,297
763,s,592,275,598,297
764,p,598,275,608,297
765,e,610,275,617,297
766,n,618,275,627,297
767,d,628,275,637,297
768, ,638,275,642,297
769,t,643,275,648,297
770,h,649,275,658,297
771,e,659,275,666,297
772, ,667,275,671,297
773,w,672,275,685,297
774,i,686,275,690,297
775,n,691,275,700,297
776,t,701,275,706,297
777,e,707,275,714,297
778,r,715,275,721,297
779,m,112,298,126,320
780,o,127,298,136,320
781,n,137,298,146,320
782,t,147,298,152,320
783,h,153,298,162,320
784,s,163,298,169,320
785, ,170,298,174,320
786,i,175,298,179,320
787,n,180,298,189,320
788, ,190,298,194,320
789,m,195,298,209,320
790,o,210,298,219,320
791,r,220,298,226,320
792,e,227,298,234,320
793, ,235,298,239,320
794,p,239,298,249,320
795,l,251,298,255,320
796,e,256,298,263,320
797,a,264,298,272,320
798,s,273,298,279,320
799,a,280,298,288,320
800,n,289,298,298,320
801,t,299,298,304,320
802, ,305,298,309,320
803,a,310,298,318,320
804,r,319,298,325,320
805,e,326,298,333,320
806,a,334,298,342,320
807,s,343,298,349,320
808, ,350,298,354,320
809,i,355,298,359,320
810,n,360,298,369,320
811, ,370,298,374,320
812,t,375,298,380,320
813,h,381,298,390,320
814,e,391,298,398,320
815, ,399,298,403,320
816,s,404,298,410,320
817,o,411,298,420,320
818,u,421,298,430,320
819,t,431,298,436,320
820,h,437,298,446,320
821,.,447,298,451,320
