,Character,Left,Top,Right,Bottom
84, ,242,91,246,113
85,t,247,91,252,113
86,h,253,91,262,113
87,e,263,91,270,113
88, ,271,91,275,113
89,s,276,91,282,113
90,t,283,91,288,113
91,i,289,91,293,113
92,c,294,91,301,113
93,k,302,91,311,113
94,y,312,91,321,113
95, ,322,91,326,113
96,s,327,91,333,113
97,u,334,91,343,113
98,b,343,91,353,113
99,s,355,91,361,113
100,t,362,91,367,113
101,a,368,91,376,113
102,n,377,91,386,113
103,c,387,91,394,113
104,e,395,91,402,113
105, ,403,91,407,113
106,i,408,91,412,113
107,n,413,91,422,113
108, ,423,91,427,113
109,t,428,91,433,113
110,h,434,91,443,113
111,e,444,91,451,113
112,i,452,91,456,113
113,r,457,91,463,113
114, ,464,91,468,113
115,o,469,91,478,113
116,w,479,91,492,113
117,n,493,91,502,113
118, ,503,91,507,113
119,n,508,91,517,113
120,e,518,91,525,113
121,t,526,91,531,113
122,s,532,91,538,113
123,",",539,91,543,113
124, ,544,91,548,113
125,w,549,91,562,113
126,h,563,91,572,113
127,i,573,91,577,113
128,l,578,91,582,113
129,e,583,91,590,113
130, ,591,91,595,113
131,f,596,91,604,113
132,l,605,91,609,113
133,i,610,91,614,113
134,e,615,91,622,113
135,s,623,91,629,113
136, ,630,91,634,113
137,a,635,91,643,113
138,n,644,91,653,113
139,d,654,91,663,113
140, ,664,91,668,113
141,o,669,91,678,113
142,t,679,91,684,113
143,h,685,91,694,113
144,e,695,91,702,113
145,r,703,91,709,113
146,i,112,114,116,136
147,n,117,114,126,136
148,s,127,114,133,136
149,e,134,114,141,136
150,c,142,114,149,136
151,t,150,114,155,136
152,s,156,114,162,136
153, ,163,114,167,136
154,d,168,114,177,136
155,i,178,114,182,136
156,d,183,114,192,136
157, ,193,114,197,136
158,n,198,114,207,136
159,o,208,114,217,136
160,t,218,114,223,136
161, ,224,114,228,136
162,h,229,114,238,136
163,a,239,114,247,136
164,v,248,114,257,136
165,e,258,114,265,136
166, ,266,114,270,136
167,t,271,114,276,136
168,h,277,114,286,136
169,i,287,114,291,136
170,s,292,114,298,136
171, ,299,114,303,136
172,p,303,114,313,136
173,r,315,114,321,136
174,o,322,114,331,136
175,t,332,114,337,136
176,e,338,114,345,136
177,c,346,114,353,136
178,t,354,114,359,136
179,i,360,114,364,136
180,o,365,114,374,136
181,n,375,114,384,136
182,.,385,114,389,136
183, ,390,114,394,136
184,B,395,114,407,136
185,u,408,114,417,136
186,t,418,114,423,136
187, ,424,114,428,136
188,n,429,114,438,136
189,e,439,114,446,136
190,w,447,114,460,136
191, ,461,114,465,136
192,s,466,114,472,136
193,c,473,114,480,136
194,i,481,114,485,136
195,e,486,114,493,136
196,n,494,114,503,136
197,t,504,114,509,136
198,i,510,114,514,136
199,f,515,114,523,136
200,i,524,114,528,136
201,c,529,114,536,136
202, ,537,114,541,136
203,f,542,114,550,136
204,i,551,114,555,136
205,n,556,114,565,136
206,d,566,114,575,136
207,i,576,114,580,136
208,n,581,114,590,136
209,g,591,114,600,136
210,s,601,114,607,136
211, ,608,114,612,136
212,s,613,114,619,136
213,h,620,114,629,136
214,o,630,114,639,136
215,w,640,114,653,136
216, ,654,114,658,136
217,t,659,114,664,136
218,h,665,114,674,136
219,a,675,114,683,136
220,t,684,114,689,136
221, ,690,114,694,136
222,t,695,114,700,136
223,h,701,114,710,136
224,i,711,114,715,136
225,s,716,114,722,136
226, ,723,114,727,136
227,i,728,114,732,136
228,s,733,114,739,136
229,n,112,137,121,159
230,o,122,137,131,159
231,t,132,137,137,159
232, ,138,137,142,159
233,t,143,137,148,159
234,r,149,137,155,159
235,u,156,137,165,159
236,e,166,137,173,159
237,.,174,137,178,159
238, ,179,137,183,159
239,A,184,137,197,159
240, ,198,137,202,159
241,s,203,137,209,159
242,p,209,137,219,159
243,i,221,137,225,159
244,d,226,137,235,159
245,e,236,137,243,159
246,r,244,137,250,159
247, ,251,137,255,159
248,w,256,137,269,159
249,o,270,137,279,159
250,u,280,137,289,159
251,l,290,137,294,159
252,d,295,137,304,159
253, ,305,137,309,159
254,a,310,137,318,159
255,l,319,137,323,159
256,s,324,137,330,159
257,o,331,137,340,159
258, ,341,137,345,159
259,g,346,137,355,159
260,e,356,137,363,159
261,t,364,137,369,159
262, ,370,137,374,159
263,c,375,137,382,159
264,a,383,137,391,159
265,u,392,137,401,159
266,g,402,137,411,159
267,h,412,137,421,159
268,t,422,137,427,159
269, ,428,137,432,159
270,i,433,137,437,159
271,n,438,137,447,159
272, ,448,137,452,159
273,i,453,137,457,159
274,t,458,137,463,159
275,s,464,137,470,159
276, ,471,137,475,159
277,n,476,137,485,159
278,e,486,137,493,159
279,t,494,137,499,159
280, ,500,137,504,159
281,i,505,137,509,159
282,f,510,137,518,159
283, ,519,137,523,159
284,i,524,137,528,159
285,t,529,137,534,159
286, ,535,137,539,159
287,d,540,137,549,159
288,i,550,137,554,159
289,d,555,137,564,159
290, ,565,137,569,159
291,n,570,137,579,159
292,o,580,137,589,159
293,t,590,137,595,159
294, ,596,137,600,159
295,m,601,137,615,159
296,a,616,137,624,159
297,k,625,137,634,159
298,e,635,137,642,159
299, ,643,137,647,159
300,u,648,137,657,159
301,s,658,137,664,159
302,e,665,137,672,159
303, ,673,137,677,159
304,o,678,137,687,159
305,f,688,137,696,159
306, ,697,137,701,159
307,a,702,137,710,159
308,c,112,160,119,182
309,l,120,160,124,182
310,e,125,160,132,182
311,v,133,160,142,182
312,e,143,160,150,182
313,r,151,160,157,182
314, ,158,160,162,182
315,t,163,160,168,182
316,r,169,160,175,182
317,i,176,160,180,182
318,c,181,160,188,182
319,k,189,160,198,182
320,.,199,160,203,182
321, ,204,160,208,182
322,S,209,160,219,182
323,p,219,160,229,182
324,i,231,160,235,182
325,d,236,160,245,182
326,e,246,160,253,182
327,r,254,160,260,182
328,s,261,160,267,182
329, ,268,160,272,182
330,c,273,160,280,182
331,a,281,160,289,182
332,n,290,160,299,182
333, ,300,160,304,182
334,p,304,160,314,182
335,r,316,160,322,182
336,o,323,160,332,182
337,d,333,160,342,182
338,u,343,160,352,182
339,c,353,160,360,182
340,e,361,160,368,182
341, ,369,160,373,182
342,t,374,160,379,182
343,w,380,160,393,182
344,o,394,160,403,182
345, ,404,160,408,182
346,d,409,160,418,182
347,i,419,160,423,182
348,f,424,160,432,182
349,f,433,160,441,182
350,e,442,160,449,182
351,r,450,160,456,182
352,e,457,160,464,182
353,n,465,160,474,182
354,t,475,160,480,182
355, ,481,160,485,182
356,k,486,160,495,182
357,i,496,160,500,182
358,n,501,160,510,182
359,d,511,160,520,182
360,s,521,160,527,182
361, ,528,160,532,182
362,o,533,160,542,182
363,f,543,160,551,182
364, ,552,160,556,182
365,t,557,160,562,182
366,h,563,160,572,182
367,r,573,160,579,182
368,e,580,160,587,182
369,a,588,160,596,182
370,d,597,160,606,182
371,s,607,160,613,182
372,.,614,160,618,182
373, ,619,160,623,182
374,T,624,160,635,182
375,h,636,160,645,182
376,u,646,160,655,182
377,s,656,160,662,182
378,",",663,160,667,182
379, ,668,160,672,182
380,s,673,160,679,182
381,p,679,160,689,182
382,i,691,160,695,182
383,d,696,160,705,182
384,e,706,160,713,182
385,r,714,160,720,182
386,s,721,160,727,182
387,f,112,183,120,205
388,i,121,183,125,205
389,r,126,183,132,205
390,s,133,183,139,205
391,t,140,183,145,205
392, ,146,183,150,205
393,b,150,183,160,205
394,u,162,183,171,205
395,i,172,183,176,205
396,l,177,183,181,205
397,d,182,183,191,205
398, ,192,183,196,205
399,a,197,183,205,205
400, ,206,183,210,205
401,n,211,183,220,205
402,e,221,183,228,205
403,t,229,183,234,205
404, ,235,183,239,205
405,o,240,183,249,205
406,u,250,183,259,205
407,t,260,183,265,205
408, ,266,183,270,205
409,o,271,183,280,205
410,f,281,183,289,205
411, ,290,183,294,205
412,d,295,183,304,205
413,r,305,183,311,205
414,y,312,183,321,205
415, ,322,183,326,205
416,t,327,183,332,205
417,h,333,183,342,205
418,r,343,183,349,205
419,e,350,183,357,205
420,a,358,183,366,205
421,d,367,183,376,205
422,s,377,183,383,205
423, ,384,183,388,205
424,w,389,183,402,205
425,h,403,183,412,205
426,i,413,183,417,205
427,c,418,183,425,205
428,h,426,183,435,205
429, ,436,183,440,205
430,d,441,183,450,205
431,o,451,183,460,205
432, ,461,183,465,205
433,n,466,183,475,205
434,o,476,183,485,205
435,t,486,183,491,205
436, ,492,183,496,205
437,s,497,183,503,205
438,t,504,183,509,205
439,i,510,183,514,205
440,c,515,183,522,205
441,k,523,183,532,205
442,.,533,183,537,205
443, ,538,183,542,205
444,W,543,183,560,205
445,h,561,183,570,205
446,e,571,183,578,205
447,n,579,183,588,205
448, ,589,183,593,205
449,t,594,183,599,205
450,h,600,183,609,205
451,i,610,183,614,205
452,s,615,183,621,205
453, ,622,183,626,205
454,n,627,183,636,205
455,e,637,183,644,205
456,t,645,183,650,205
457, ,651,183,655,205
458,i,656,183,660,205
459,s,661,183,667,205
460, ,668,183,672,205
461,f,673,183,681,205
462,i,682,183,686,205
463,n,687,183,696,205
464,i,697,183,701,205
465,s,702,183,708,205
466,h,709,183,718,205
467,e,719,183,726,205
468,d,727,183,736,205
469,",",737,183,741,205
470,t,112,206,117,228
471,h,118,206,127,228
472,e,128,206,135,228
473, ,136,206,140,228
474,s,141,206,147,228
475,p,147,206,157,228
476,i,159,206,163,228
477,d,164,206,173,228
478,e,174,206,181,228
479,r,182,206,188,228
480, ,189,206,193,228
481,s,194,206,200,228
482,p,200,206,210,228
483,i,212,206,216,228
484,n,217,206,226,228
485,s,227,206,233,228
486, ,234,206,238,228
487,t,239,206,244,228
488,h,245,206,254,228
489,e,255,206,262,228
490, ,263,206,267,228
491,s,268,206,274,228
492,t,275,206,280,228
493,i,281,206,285,228
494,c,286,206,293,228
495,k,294,206,303,228
496,y,304,206,313,228
497, ,314,206,318,228
498,m,319,206,333,228
499,a,334,206,342,228
500,t,343,206,348,228
501,e,349,206,356,228
502,r,357,206,363,228
503,i,364,206,368,228
504,a,369,206,377,228
505,l,378,206,382,228
506, ,383,206,387,228
507,o,388,206,397,228
508,n,398,206,407,228
509, ,408,206,412,228
510,t,413,206,418,228
511,o,419,206,428,228
512,p,428,206,438,228
513, ,440,206,444,228
514,o,445,206,454,228
515,f,455,206,463,228
516, ,464,206,468,228
517,i,469,206,473,228
518,t,474,206,479,228
519,.,480,206,484,228
520, ,485,206,489,228
521,O,490,206,503,228
522,n,504,206,513,228
523,l,514,206,518,228
524,y,519,206,528,228
525, ,529,206,533,228
526,t,534,206,539,228
527,h,540,206,549,228
528,i,550,206,554,228
529,s,555,206,561,228
530, ,562,206,566,228
531,n,567,206,576,228
532,e,577,206,584,228
533,t,585,206,590,228
534, ,591,206,595,228
535,o,596,206,605,228
536,n,606,206,615,228
537, ,616,206,620,228
538,t,621,206,626,228
539,o,627,206,636,228
540,p,636,206,646,228
541, ,648,206,652,228
542,o,653,206,662,228
543,f,663,206,671,228
544, ,672,206,676,228
545,t,677,206,682,228
546,h,683,206,692,228
547,e,693,206,700,228
548, ,701,206,705,228
549,n,706,206,715,228
550,e,716,206,723,228
551,t,724,206,729,228
552,c,112,229,119,251
553,a,120,229,128,251
554,t,129,229,134,251
555,c,135,229,142,251
556,h,143,229,152,251
557,e,153,229,160,251
558,s,161,229,167,251
559, ,168,229,172,251
560,t,173,229,178,251
561,h,179,229,188,251
562,e,189,229,196,251
563, ,197,229,201,251
564,i,202,229,206,251
565,n,207,229,216,251
566,s,217,229,223,251
567,e,224,229,231,251
568,c,232,229,239,251
569,t,240,229,245,251
570,s,246,229,252,251
571, ,253,229,257,251
572,t,258,229,263,251
573,h,264,229,273,251
574,a,274,229,282,251
575,t,283,229,288,251
576, ,289,229,293,251
577,l,294,229,298,251
578,a,299,229,307,251
579,n,308,229,317,251
580,d,318,229,327,251
581, ,328,229,332,251
582,o,333,229,342,251
583,n,343,229,352,251
584, ,353,229,357,251
585,i,358,229,362,251
586,t,363,229,368,251
587,.,369,229,373,251
588, ,374,229,378,251
589,I,379,229,384,251
590,n,385,229,394,251
591, ,395,229,399,251
592,o,400,229,409,251
593,r,410,229,416,251
594,d,417,229,426,251
595,e,427,229,434,251
596,r,435,229,441,251
597, ,442,229,446,251
598,n,447,229,456,251
599,o,457,229,466,251
600,t,467,229,472,251
601, ,473,229,477,251
602,t,478,229,483,251
603,o,484,229,493,251
604, ,494,229,498,251
605,b,498,229,508,251
606,e,510,229,517,251
607, ,518,229,522,251
608,p,522,229,532,251
609,u,534,229,543,251
610,t,544,229,549,251
611, ,550,229,554,251
612,o,555,229,564,251
613,u,565,229,574,251
614,t,575,229,580,251
615, ,581,229,585,251
616,o,586,229,595,251
617,f,596,229,604,251
618, ,605,229,609,251
619,a,610,229,618,251
620,c,619,229,626,251
621,t,627,229,632,251
622,i,633,229,637,251
623,o,638,229,647,251
624,n,648,229,657,251
625, ,658,229,662,251
626,i,663,229,667,251
627,t,668,229,673,251
628,s,674,229,680,251
629,e,681,229,688,251
630,l,689,229,693,251
631,f,694,229,702,251
632,",",703,229,707,251
633, ,708,229,712,251
634,t,713,229,718,251
635,h,719,229,728,251
636,e,729,229,736,251
637,s,112,252,118,274
638,p,118,252,128,274
639,i,130,252,134,274
640,d,135,252,144,274
641,e,145,252,152,274
642,r,153,252,159,274
643, ,160,252,164,274
644,l,165,252,169,274
645,e,170,252,177,274
646,a,178,252,186,274
647,v,187,252,196,274
648,e,197,252,204,274
649,s,205,252,211,274
650, ,212,252,216,274
651,p,216,252,226,274
652,a,228,252,236,274
653,r,237,252,243,274
654,t,244,252,249,274
655,s,250,252,256,274
656, ,257,252,261,274
657,o,262,252,271,274
658,f,272,252,280,274
659, ,281,252,285,274
660,t,286,252,291,274
661,h,292,252,301,274
662,e,302,252,309,274
663, ,310,252,314,274
664,n,315,252,324,274
665,e,325,252,332,274
666,t,333,252,338,274
667, ,339,252,343,274
668,f,344,252,352,274
669,r,353,252,359,274
670,e,360,252,367,274
671,e,368,252,375,274
672, ,376,252,380,274
673,o,381,252,390,274
674,f,391,252,399,274
675, ,400,252,404,274
676,s,405,252,411,274
677,t,412,252,417,274
678,i,418,252,422,274
679,c,423,252,430,274
680,k,431,252,440,274
681,y,441,252,450,274
682, ,451,252,455,274
683,m,456,252,470,274
684,a,471,252,479,274
685,t,480,252,485,274
686,e,486,252,493,274
687,r,494,252,500,274
688,i,501,252,505,274
689,a,506,252,514,274
690,l,515,252,519,274
691,.,520,252,524,274
692, ,525,252,529,274
693,T,530,252,541,274
694,h,542,252,551,274
695,e,552,252,559,274
696,s,560,252,566,274
697,e,567,252,574,274
698, ,575,252,579,274
699,s,580,252,586,274
700,p,586,252,596,274
701,o,598,252,607,274
702,t,608,252,613,274
703,s,614,252,620,274
704, ,621,252,625,274
705,a,626,252,634,274
706,r,635,252,641,274
707,e,642,252,649,274
708, ,650,252,654,274
709,p,654,252,664,274
710,l,666,252,670,274
711,a,671,252,679,274
712,c,680,252,687,274
713,e,688,252,695,274
714,d,696,252,705,274
715, ,706,252,710,274
716,i,711,252,715,274
717,n,716,252,725,274
718,s,112,275,118,297
719,u,119,275,128,297
720,c,129,275,136,297
721,h,137,275,146,297
722, ,147,275,151,297
723,a,152,275,160,297
724, ,161,275,165,297
725,c,166,275,173,297
726,l,174,275,178,297
727,e,179,275,186,297
728,v,187,275,196,297
729,e,197,275,204,297
730,r,205,275,211,297
731, ,212,275,216,297
732,w,217,275,230,297
733,a,231,275,239,297
734,y,240,275,249,297
735, ,250,275,254,297
736,t,255,275,260,297
737,h,261,275,270,297
738,a,271,275,279,297
739,t,280,275,285,297
740, ,286,275,290,297
741,t,291,275,296,297
742,h,297,275,306,297
743,e,307,275,314,297
744, ,315,275,319,297
745,s,320,275,326,297
746,p,326,275,336,297
747,i,338,275,342,297
748,d,343,275,352,297
749,e,353,275,360,297
750,r,361,275,367,297
751, ,368,275,372,297
752,c,373,275,380,297
753,a,381,275,389,297
754,n,390,275,399,297
755, ,400,275,404,297
756,r,405,275,411,297
757,e,412,275,419,297
758,a,420,275,428,297
759,c,429,275,436,297
760,h,437,275,446,297
761, ,447,275,451,297
762,e,452,275,459,297
763,v,460,275,469,297
764,e,470,275,477,297
765,r,478,275,484,297
766,y,485,275,494,297
767, ,495,275,499,297
768,p,499,275,509,297
769,o,511,275,520,297
770,i,521,275,525,297
771,n,526,275,535,297
772,t,536,275,541,297
773, ,542,275,546,297
774,o,547,275,556,297
775,f,557,275,565,297
776, ,566,275,570,297
777,i,571,275,575,297
778,t,576,275,581,297
779,s,582,275,588,297
780, ,589,275,593,297
781,n,594,275,603,297
782,e,604,275,611,297
783,t,612,275,617,297
784, ,618,275,622,297
785,w,623,275,636,297
786,i,637,275,641,297
787,t,642,275,647,297
788,h,648,275,657,297
789,o,658,275,667,297
790,u,668,275,677,297
791,t,678,275,683,297
792,g,112,298,121,320
793,e,122,298,129,320
794,t,130,298,135,320
795,t,136,298,141,320
796,i,142,298,146,320
797,n,147,298,156,320
798,g,157,298,166,320
799, ,167,298,171,320
800,c,172,298,179,320
801,a,180,298,188,320
802,u,189,298,198,320
803,g,199,298,208,320
804,h,209,298,218,320
805,t,219,298,224,320
806, ,225,298,229,320
807,i,230,298,234,320
808,n,235,298,244,320
809, ,245,298,249,320
810,i,250,298,254,320
811,t,255,298,260,320
812, ,261,298,265,320
813,i,266,298,270,320
814,t,271,298,276,320
815,s,277,298,283,320
816,e,284,298,291,320
817,l,292,298,296,320
818,f,297,298,305,320
819,.,306,298,310,320
