,Character,Left,Top,Right,Bottom
554,t,773,262,781,292
555, ,782,262,788,292
556,i,789,262,793,292
557,n,794,262,804,292
558, ,805,262,811,292
559,t,812,262,820,292
560,h,821,262,831,292
561,e,832,262,842,292
562,s,112,293,121,323
563,t,122,293,130,323
564,r,131,293,138,323
565,e,139,293,149,323
566,e,150,293,160,323
567,t,161,293,169,323
568,",",170,293,175,323
569, ,176,293,182,323
570,t,183,293,191,323
571,h,192,293,202,323
572,e,203,293,213,323
573,y,214,293,225,323
574, ,226,293,232,323
575,c,233,293,242,323
576,a,243,293,253,323
577,m,254,293,270,323
578,e,271,293,281,323
579, ,282,293,288,323
580,o,289,293,299,323
581,u,300,293,310,323
582,t,311,293,319,323
583, ,320,293,326,323
584,i,327,293,331,323
585,n,332,293,342,323
586, ,343,293,349,323
587,d,350,293,360,323
588,r,361,293,368,323
589,o,369,293,379,323
590,v,380,293,391,323
591,e,392,293,402,323
592,s,403,293,412,323
593,",",413,293,418,323
594, ,419,293,425,323
595,e,426,293,436,323
596,n,437,293,447,323
597,j,448,293,453,323
598,o,454,293,464,323
599,y,465,293,476,323
600,e,477,293,487,323
601,d,488,293,498,323
602, ,499,293,505,323
603,t,506,293,514,323
604,h,515,293,525,323
605,e,526,293,536,323
606, ,537,293,543,323
607,s,544,293,553,323
608,w,554,293,568,323
609,e,569,293,579,323
610,e,580,293,590,323
611,t,591,293,599,323
612, ,600,293,606,323
613,f,607,293,614,323
614,r,615,293,622,323
615,u,623,293,633,323
616,i,634,293,638,323
617,t,639,293,647,323
618,s,648,293,657,323
619, ,658,293,664,323
620,a,665,293,675,323
621,n,676,293,686,323
622,d,687,293,697,323
623, ,698,293,704,323
624,c,705,293,714,323
625,e,715,293,725,323
626,l,726,293,731,323
627,e,732,293,742,323
628,b,743,293,753,323
629,r,754,293,761,323
630,a,762,293,772,323
631,t,773,293,781,323
632,e,782,293,792,323
633,d,793,293,803,323
634, ,804,293,810,323
635,r,811,293,818,323
636,e,819,293,829,323
637,a,830,293,840,323
638,l,841,293,846,323
639,f,112,324,119,354
640,e,120,324,130,354
641,a,131,324,141,354
642,s,142,324,151,354
643,t,152,324,160,354
644,s,161,324,170,354
645,",",171,324,176,354
646, ,177,324,183,354
647,w,184,324,198,354
648,h,199,324,209,354
649,o,210,324,220,354
650,s,221,324,230,354
651,e,231,324,241,354
652, ,242,324,248,354
653,r,249,324,256,354
654,e,257,324,267,354
655,m,268,324,284,354
656,a,285,324,295,354
657,i,296,324,300,354
658,n,301,324,311,354
659,s,312,324,321,354
660, ,322,324,328,354
661,f,329,324,336,354
662,i,337,324,341,354
663,l,342,324,347,354
664,l,348,324,353,354
665,e,354,324,364,354
666,d,365,324,375,354
667, ,376,324,382,354
668,t,383,324,391,354
669,h,392,324,402,354
670,e,403,324,413,354
671, ,414,324,420,354
672,o,421,324,431,354
673,w,432,324,446,354
674,n,447,324,457,354
675,e,458,324,468,354
676,r,469,324,476,354
677, ,477,324,483,354
678,w,484,324,498,354
679,i,499,324,503,354
680,t,504,324,512,354
681,h,513,324,523,354
682, ,524,324,530,354
683,d,531,324,541,354
684,e,542,324,552,354
685,s,553,324,562,354
686,p,563,324,574,354
687,a,575,324,585,354
688,i,586,324,590,354
689,r,591,324,598,354
690, ,599,324,605,354
691,e,606,324,616,354
692,v,617,324,628,354
693,e,629,324,639,354
694,r,640,324,647,354
695,y,648,324,659,354
696, ,660,324,666,354
697,m,667,324,683,354
698,o,684,324,694,354
699,r,695,324,702,354
700,n,703,324,713,354
701,i,714,324,718,354
702,n,719,324,729,354
703,g,730,324,740,354
704, ,741,324,747,354
705,w,748,324,762,354
706,h,763,324,773,354
707,e,774,324,784,354
708,n,785,324,795,354
709, ,796,324,802,354
710,h,803,324,813,354
711,e,814,324,824,354
712,e,112,355,122,385
713,n,123,355,133,385
714,t,134,355,142,385
715,e,143,355,153,385
716,r,154,355,161,385
717,e,162,355,172,385
718,d,173,355,183,385
719, ,184,355,190,385
720,t,191,355,199,385
721,h,200,355,210,385
722,e,211,355,221,385
723, ,222,355,228,385
724,s,229,355,238,385
725,h,239,355,249,385
726,o,250,355,260,385
727,p,261,355,272,385
728,.,273,355,277,385
729, ,278,355,284,385
730,S,285,355,296,385
731,o,297,355,307,385
732, ,308,355,314,385
733,h,315,355,325,385
734,e,326,355,336,385
735, ,337,355,343,385
736,t,344,355,352,385
737,r,353,355,360,385
738,i,361,355,365,385
739,e,366,355,376,385
740,d,377,355,387,385
741, ,388,355,394,385
742,t,395,355,403,385
743,o,404,355,414,385
744, ,415,355,421,385
745,p,422,355,433,385
746,r,434,355,441,385
747,o,442,355,452,385
748,t,453,355,461,385
749,e,462,355,472,385
750,c,473,355,482,385
751,t,483,355,491,385
752, ,492,355,498,385
753,h,499,355,509,385
754,i,510,355,514,385
755,m,515,355,531,385
756,s,532,355,541,385
757,e,542,355,552,385
758,l,553,355,558,385
759,f,559,355,566,385
760, ,567,355,573,385
761,a,574,355,584,385
762,g,585,355,595,385
763,a,596,355,606,385
764,i,607,355,611,385
765,n,612,355,622,385
766,s,623,355,632,385
767,t,633,355,641,385
768, ,642,355,648,385
769,t,649,355,657,385
770,h,658,355,668,385
771,e,669,355,679,385
772, ,680,355,686,385
773,m,687,355,703,385
774,i,704,355,708,385
775,c,709,355,718,385
776,e,719,355,729,385
777,.,730,355,734,385
778, ,735,355,741,385
779,A,742,355,755,385
780,t,756,355,764,385
781, ,765,355,771,385
782,f,772,355,779,385
783,i,780,355,784,385
784,r,785,355,792,385
785,s,793,355,802,385
786,t,803,355,811,385
787, ,812,355,818,385
788,h,819,355,829,385
789,e,830,355,840,385
790, ,841,355,847,385
791,s,848,355,857,385
792,e,858,355,868,385
793,t,869,355,877,385
794,u,112,386,122,416
795,p,123,386,134,416
796, ,135,386,141,416
797,t,142,386,150,416
798,r,151,386,158,416
799,a,159,386,169,416
800,p,170,386,181,416
801,s,182,386,191,416
802, ,192,386,198,416
803,a,199,386,209,416
804,l,210,386,215,416
805,l,216,386,221,416
806, ,222,386,228,416
807,o,229,386,239,416
808,v,240,386,251,416
809,e,252,386,262,416
810,r,263,386,270,416
811, ,271,386,277,416
812,t,278,386,286,416
813,h,287,386,297,416
814,e,298,386,308,416
815, ,309,386,315,416
816,s,316,386,325,416
817,h,326,386,336,416
818,o,337,386,347,416
819,p,348,386,359,416
820,.,360,386,364,416
