Character,Left,Top,Right,Bottom
i,680,183,685,196
n,685,187,695,196
 ,695,196,700,196
t,700,184,706,196
h,706,183,716,196
e,716,187,724,196
s,112,210,119,219
h,119,206,129,219
a,129,210,138,219
d,138,206,148,219
e,148,210,156,219
 ,156,219,161,219
o,161,210,171,219
f,171,206,180,219
 ,180,219,185,219
t,185,207,191,219
h,191,206,201,219
e,201,210,209,219
 ,209,219,214,219
b,213,206,224,219
i,225,206,230,219
g,230,210,240,223
g,240,210,250,223
e,250,210,258,219
r,258,210,265,219
 ,265,219,270,219
t,270,207,276,219
r,276,210,283,219
e,283,210,291,219
e,291,210,299,219
s,299,210,306,219
 ,306,219,311,219
a,311,210,320,219
n,320,210,330,219
d,330,206,340,219
 ,340,219,345,219
d,345,206,355,219
i,355,206,360,219
e,360,210,368,219
.,368,216,373,219
 ,373,219,378,219
I,378,207,384,219
n,384,210,394,219
 ,394,219,399,219
t,399,207,405,219
h,405,206,415,219
i,415,206,420,219
s,420,210,427,219
 ,427,219,432,219
w,432,210,446,219
a,446,210,455,219
y,455,210,465,223
",",465,217,470,222
 ,470,219,475,219
a,475,210,484,219
 ,484,219,489,219
f,489,206,498,219
o,498,210,508,219
r,508,210,515,219
e,515,210,523,219
s,523,210,530,219
t,530,207,536,219
 ,536,219,541,219
d,541,206,551,219
e,551,210,559,219
v,559,210,569,219
e,569,210,577,219
l,577,206,582,219
o,582,210,592,219
p,591,210,602,223
s,603,210,610,219
 ,610,219,615,219
o,615,210,625,219
v,625,210,635,219
e,635,210,643,219
r,643,210,650,219
 ,650,219,655,219
t,655,207,661,219
i,661,206,666,219
m,666,210,681,219
e,681,210,689,219
.,689,216,694,219
 ,694,219,699,219
M,699,207,716,219
o,716,210,726,219
s,726,210,733,219
t,733,207,739,219
t,112,230,118,242
r,118,233,125,242
e,125,233,133,242
e,133,233,141,242
s,141,233,148,242
 ,148,242,153,242
g,153,233,163,246
r,163,233,170,242
o,170,233,180,242
w,180,233,194,242
 ,194,242,199,242
s,199,233,206,242
l,206,229,211,242
o,211,233,221,242
w,221,233,235,242
l,235,229,240,242
y,240,233,250,246
",",250,240,255,245
 ,255,242,260,242
a,260,233,269,242
n,269,233,279,242
d,279,229,289,242
 ,289,242,294,242
a,294,233,303,242
 ,303,242,308,242
n,308,233,318,242
u,318,233,328,242
m,328,233,343,242
b,342,229,353,242
e,354,233,362,242
r,362,233,369,242
 ,369,242,374,242
o,374,233,384,242
f,384,229,393,242
 ,393,242,398,242
t,398,230,404,242
h,404,229,414,242
e,414,233,422,242
m,422,233,437,242
 ,437,242,442,242
c,442,233,450,242
a,450,233,459,242
n,459,233,469,242
 ,469,242,474,242
b,473,229,484,242
e,485,233,493,242
c,493,233,501,242
o,501,233,511,242
m,511,233,526,242
e,526,233,534,242
 ,534,242,539,242
v,539,233,549,242
e,549,233,557,242
r,557,233,564,242
y,564,233,574,246
 ,574,242,579,242
o,579,233,589,242
l,589,229,594,242
d,594,229,604,242
.,604,239,609,242
 ,609,242,614,242
W,614,230,632,242
h,632,229,642,242
e,642,233,650,242
n,650,233,660,242
 ,660,242,665,242
o,665,233,675,242
l,675,229,680,242
d,680,229,690,242
 ,690,242,695,242
t,695,230,701,242
r,701,233,708,242
e,708,233,716,242
e,716,233,724,242
s,724,233,731,242
 ,731,242,736,242
d,736,229,746,242
i,746,229,751,242
e,751,233,759,242
",",759,240,764,245
y,112,256,122,269
o,122,256,132,265
u,132,256,142,265
n,142,256,152,265
g,152,256,162,269
 ,162,265,167,265
o,167,256,177,265
n,177,256,187,265
e,187,256,195,265
s,195,256,202,265
 ,202,265,207,265
a,207,256,216,265
p,215,256,226,269
p,226,256,237,269
e,238,256,246,265
a,246,256,255,265
r,255,256,262,265
 ,262,265,267,265
t,267,253,273,265
h,273,252,283,265
a,283,256,292,265
t,292,253,298,265
 ,298,265,303,265
t,303,253,309,265
a,309,256,318,265
k,318,252,328,265
e,328,256,336,265
 ,336,265,341,265
t,341,253,347,265
h,347,252,357,265
e,357,256,365,265
i,365,252,370,265
r,370,256,377,265
 ,377,265,382,265
p,381,256,392,269
l,393,252,398,265
a,398,256,407,265
c,407,256,415,265
e,415,256,423,265
.,423,262,428,265
 ,428,265,433,265
F,433,253,444,265
o,444,256,454,265
r,454,256,461,265
e,461,256,469,265
s,469,256,476,265
t,476,253,482,265
s,482,256,489,265
 ,489,265,494,265
a,494,256,503,265
r,503,256,510,265
e,510,256,518,265
 ,518,265,523,265
a,523,256,532,265
 ,532,265,537,265
h,537,252,547,265
a,547,256,556,265
b,555,252,566,265
i,567,252,572,265
t,572,253,578,265
a,578,256,587,265
t,587,253,593,265
 ,593,265,598,265
t,598,253,604,265
h,604,252,614,265
a,614,256,623,265
t,623,253,629,265
 ,629,265,634,265
c,634,256,642,265
a,642,256,651,265
n,651,256,661,265
 ,661,265,666,265
e,666,256,674,265
x,674,256,684,265
i,684,252,689,265
s,689,256,696,265
t,696,253,702,265
 ,702,265,707,265
f,707,252,716,265
o,716,256,726,265
r,726,256,733,265
 ,733,265,738,265
a,738,256,747,265
v,112,279,122,288
e,122,279,130,288
r,130,279,137,288
y,137,279,147,292
 ,147,288,152,288
l,152,275,157,288
o,157,279,167,288
n,167,279,177,288
g,177,279,187,292
 ,187,288,192,288
t,192,276,198,288
i,198,275,203,288
m,203,279,218,288
e,218,279,226,288
 ,226,288,231,288
w,231,279,245,288
i,245,275,250,288
t,250,276,256,288
h,256,275,266,288
o,266,279,276,288
u,276,279,286,288
t,286,276,292,288
 ,292,288,297,288
c,297,279,305,288
h,305,275,315,288
a,315,279,324,288
n,324,279,334,288
g,334,279,344,292
i,344,275,349,288
n,349,279,359,288
g,359,279,369,292
.,369,285,374,288
 ,374,288,379,288
I,379,276,385,288
t,385,276,391,288
 ,391,288,396,288
d,396,275,406,288
e,406,279,414,288
p,413,279,424,292
e,425,279,433,288
n,433,279,443,288
d,443,275,453,288
s,453,279,460,288
 ,460,288,465,288
o,465,279,475,288
n,475,279,485,288
 ,485,288,490,288
t,490,276,496,288
h,496,275,506,288
e,506,279,514,288
 ,514,288,519,288
c,519,279,527,288
l,527,275,532,288
i,532,275,537,288
m,537,279,552,288
a,552,279,561,288
t,561,276,567,288
e,567,279,575,288
 ,575,288,580,288
w,580,279,594,288
h,594,275,604,288
i,604,275,609,288
c,609,279,617,288
h,617,275,627,288
 ,627,288,632,288
t,632,276,638,288
r,638,279,645,288
e,645,279,653,288
e,653,279,661,288
s,661,279,668,288
 ,668,288,673,288
c,673,279,681,288
a,681,279,690,288
n,690,279,700,288
 ,700,288,705,288
b,704,275,715,288
e,716,279,724,288
f,112,298,121,311
o,121,302,131,311
u,131,302,141,311
n,141,302,151,311
d,151,298,161,311
 ,161,311,166,311
i,166,298,171,311
n,171,302,181,311
 ,181,311,186,311
a,186,302,195,311
 ,195,311,200,311
c,200,302,208,311
e,208,302,216,311
r,216,302,223,311
t,223,299,229,311
a,229,302,238,311
i,238,298,243,311
n,243,302,253,311
 ,253,311,258,311
a,258,302,267,311
r,267,302,274,311
e,274,302,282,311
a,282,302,291,311
.,291,308,296,311
