Character,Left,Top,Right,Bottom
s,505,164,512,173
 ,512,173,517,173
t,517,161,523,173
h,523,160,533,173
a,533,164,542,173
t,542,161,548,173
 ,548,173,553,173
l,553,160,558,173
o,558,164,568,173
w,568,164,582,173
 ,582,173,587,173
l,587,160,592,173
y,592,164,602,177
i,602,160,607,173
n,607,164,617,173
g,617,164,627,177
 ,627,173,632,173
l,632,160,637,173
a,637,164,646,173
n,646,164,656,173
d,656,160,666,173
 ,666,173,671,173
w,671,164,685,173
a,685,164,694,173
s,694,164,701,173
f,112,183,121,196
l,121,183,126,196
o,126,187,136,196
o,136,187,146,196
d,146,183,156,196
e,156,187,164,196
d,164,183,174,196
.,174,193,179,196
 ,179,196,184,196
T,184,184,196,196
o,196,187,206,196
d,206,183,216,196
a,216,187,225,196
y,225,187,235,200
 ,235,196,240,196
o,240,187,250,196
n,250,187,260,196
l,260,183,265,196
y,265,187,275,200
 ,275,196,280,196
t,280,184,286,196
h,286,183,296,196
e,296,187,304,196
 ,304,196,309,196
h,309,183,319,196
i,319,183,324,196
g,324,187,334,200
h,334,183,344,196
e,344,187,352,196
s,352,187,359,196
t,359,184,365,196
 ,365,196,370,196
p,369,187,380,200
o,381,187,391,196
i,391,183,396,196
n,396,187,406,196
t,406,184,412,196
s,412,187,419,196
 ,419,196,424,196
s,424,187,431,196
t,431,184,437,196
i,437,183,442,196
c,442,187,450,196
k,450,183,460,196
 ,460,196,465,196
o,465,187,475,196
u,475,187,485,196
t,485,184,491,196
 ,491,196,496,196
o,496,187,506,196
f,506,183,515,196
 ,515,196,520,196
t,520,184,526,196
h,526,183,536,196
e,536,187,544,196
 ,544,196,549,196
s,549,187,556,196
e,556,187,564,196
a,564,187,573,196
 ,573,196,578,196
a,578,187,587,196
s,587,187,594,196
 ,594,196,599,196
i,599,183,604,196
s,604,187,611,196
l,611,183,616,196
a,616,187,625,196
n,625,187,635,196
d,635,183,645,196
s,645,187,652,196
.,652,193,657,196
 ,657,196,662,196
A,662,184,676,196
n,676,187,686,196
i,686,183,691,196
m,691,187,706,196
a,706,187,715,196
l,715,183,720,196
s,720,187,727,196
 ,727,196,732,196
a,732,187,741,196
n,741,187,751,196
d,751,183,761,196
p,111,210,122,223
l,123,206,128,219
a,128,210,137,219
n,137,210,147,219
t,147,207,153,219
s,153,210,160,219
 ,160,219,165,219
t,165,207,171,219
h,171,206,181,219
a,181,210,190,219
t,190,207,196,219
 ,196,219,201,219
h,201,206,211,219
a,211,210,220,219
v,220,210,230,219
e,230,210,238,219
 ,238,219,243,219
m,243,210,258,219
a,258,210,267,219
n,267,210,277,219
a,277,210,286,219
g,286,210,296,223
e,296,210,304,219
d,304,206,314,219
 ,314,219,319,219
t,319,207,325,219
o,325,210,335,219
 ,335,219,340,219
r,340,210,347,219
e,347,210,355,219
a,355,210,364,219
c,364,210,372,219
h,372,206,382,219
 ,382,219,387,219
a,387,210,396,219
 ,396,219,401,219
r,401,210,408,219
e,408,210,416,219
m,416,210,431,219
o,431,210,441,219
t,441,207,447,219
e,447,210,455,219
 ,455,219,460,219
i,460,206,465,219
s,465,210,472,219
l,472,206,477,219
a,477,210,486,219
n,486,210,496,219
d,496,206,506,219
 ,506,219,511,219
i,511,206,516,219
n,516,210,526,219
 ,526,219,531,219
s,531,210,538,219
o,538,210,548,219
m,548,210,563,219
e,563,210,571,219
 ,571,219,576,219
w,576,210,590,219
a,590,210,599,219
y,599,210,609,223
 ,609,219,614,219
n,614,210,624,219
o,624,210,634,219
r,634,210,641,219
m,641,210,656,219
a,656,210,665,219
l,665,206,670,219
l,670,206,675,219
y,675,210,685,223
 ,685,219,690,219
c,690,210,698,219
a,698,210,707,219
n,707,210,717,219
n,717,210,727,219
o,727,210,737,219
t,737,207,743,219
l,112,229,117,242
e,117,233,125,242
a,125,233,134,242
v,134,233,144,242
e,144,233,152,242
 ,152,242,157,242
i,157,229,162,242
t,162,230,168,242
 ,168,242,173,242
a,173,233,182,242
n,182,233,192,242
y,192,233,202,246
m,202,233,217,242
o,217,233,227,242
r,227,233,234,242
e,234,233,242,242
.,242,239,247,242
 ,247,242,252,242
I,252,230,258,242
f,258,229,267,242
 ,267,242,272,242
t,272,230,278,242
h,278,229,288,242
e,288,233,296,242
y,296,233,306,246
 ,306,242,311,242
w,311,233,325,242
a,325,233,334,242
n,334,233,344,242
t,344,230,350,242
 ,350,242,355,242
t,355,230,361,242
o,361,233,371,242
 ,371,242,376,242
s,376,233,383,242
t,383,230,389,242
a,389,233,398,242
y,398,233,408,246
 ,408,242,413,242
a,413,233,422,242
l,422,229,427,242
i,427,229,432,242
v,432,233,442,242
e,442,233,450,242
",",450,240,455,245
 ,455,242,460,242
t,460,230,466,242
h,466,229,476,242
e,476,233,484,242
y,484,233,494,246
 ,494,242,499,242
h,499,229,509,242
a,509,233,518,242
v,518,233,528,242
e,528,233,536,242
 ,536,242,541,242
t,541,230,547,242
o,547,233,557,242
 ,557,242,562,242
a,562,233,571,242
d,571,229,581,242
a,581,233,590,242
p,589,233,600,246
t,601,230,607,242
 ,607,242,612,242
t,612,230,618,242
o,618,233,628,242
 ,628,242,633,242
t,633,230,639,242
h,639,229,649,242
e,649,233,657,242
 ,657,242,662,242
n,662,233,672,242
e,672,233,680,242
w,680,233,694,242
e,112,256,120,265
n,120,256,130,265
v,130,256,140,265
i,140,252,145,265
r,145,256,152,265
o,152,256,162,265
n,162,256,172,265
m,172,256,187,265
e,187,256,195,265
n,195,256,205,265
t,205,253,211,265
 ,211,265,216,265
v,216,256,226,265
e,226,256,234,265
r,234,256,241,265
y,241,256,251,269
 ,251,265,256,265
q,256,256,266,269
u,266,256,276,265
i,276,252,281,265
c,281,256,289,265
k,289,252,299,265
l,299,252,304,265
y,304,256,314,269
.,314,262,319,265
 ,319,265,324,265
F,324,253,335,265
o,335,256,345,265
r,345,256,352,265
 ,352,265,357,265
l,357,252,362,265
i,362,252,367,265
v,367,256,377,265
i,377,252,382,265
n,382,256,392,265
g,392,256,402,269
 ,402,265,407,265
t,407,253,413,265
h,413,252,423,265
i,423,252,428,265
n,428,256,438,265
g,438,256,448,269
s,448,256,455,265
 ,455,265,460,265
t,460,253,466,265
h,466,252,476,265
a,476,256,485,265
t,485,253,491,265
 ,491,265,496,265
a,496,256,505,265
r,505,256,512,265
e,512,256,520,265
 ,520,265,525,265
n,525,256,535,265
a,535,256,544,265
t,544,253,550,265
i,550,252,555,265
v,555,256,565,265
e,565,256,573,265
 ,573,265,578,265
t,578,253,584,265
o,584,256,594,265
 ,594,265,599,265
i,599,252,604,265
s,604,256,611,265
l,611,252,616,265
a,616,256,625,265
n,625,256,635,265
d,635,252,645,265
s,645,256,652,265
",",652,263,657,268
 ,657,265,662,265
t,662,253,668,265
h,668,252,678,265
e,678,256,686,265
r,686,256,693,265
e,693,256,701,265
 ,701,265,706,265
i,706,252,711,265
s,711,256,718,265
a,112,279,121,288
l,121,275,126,288
w,126,279,140,288
a,140,279,149,288
y,149,279,159,292
s,159,279,166,288
 ,166,288,171,288
a,171,279,180,288
 ,180,288,185,288
d,185,275,195,288
a,195,279,204,288
n,204,279,214,288
g,214,279,224,292
e,224,279,232,288
r,232,279,239,288
 ,239,288,244,288
t,244,276,250,288
h,250,275,260,288
a,260,279,269,288
t,269,276,275,288
 ,275,288,280,288
t,280,276,286,288
h,286,275,296,288
e,296,279,304,288
y,304,279,314,292
 ,314,288,319,288
m,319,279,334,288
a,334,279,343,288
y,343,279,353,292
 ,353,288,358,288
b,357,275,368,288
e,369,279,377,288
c,377,279,385,288
o,385,279,395,288
m,395,279,410,288
e,410,279,418,288
 ,418,288,423,288
e,423,279,431,288
x,431,279,441,288
t,441,276,447,288
i,447,275,452,288
n,452,279,462,288
c,462,279,470,288
t,470,276,476,288
 ,476,288,481,288
w,481,279,495,288
h,495,275,505,288
e,505,279,513,288
n,513,279,523,288
 ,523,288,528,288
n,528,279,538,288
e,538,279,546,288
w,546,279,560,288
 ,560,288,565,288
a,565,279,574,288
n,574,279,584,288
i,584,275,589,288
m,589,279,604,288
a,604,279,613,288
l,613,275,618,288
s,618,279,625,288
 ,625,288,630,288
a,630,279,639,288
r,639,279,646,288
r,646,279,653,288
i,653,275,658,288
v,658,279,668,288
e,668,279,676,288
 ,676,288,681,288
o,681,279,691,288
r,691,279,698,288
 ,698,288,703,288
h,703,275,713,288
u,713,279,723,288
m,723,279,738,288
a,738,279,747,288
n,747,279,757,288
b,111,298,122,311
e,123,302,131,311
i,131,298,136,311
n,136,302,146,311
g,146,302,156,315
s,156,302,163,311
 ,163,311,168,311
s,168,302,175,311
t,175,299,181,311
a,181,302,190,311
r,190,302,197,311
t,197,299,203,311
 ,203,311,208,311
t,208,299,214,311
o,214,302,224,311
 ,224,311,229,311
i,229,298,234,311
n,234,302,244,311
t,244,299,250,311
e,250,302,258,311
r,258,302,265,311
f,265,298,274,311
e,274,302,282,311
r,282,302,289,311
e,289,302,297,311
.,297,308,302,311
