Character,Left,Top,Right,Bottom
s,478,118,485,127
p,484,118,495,131
a,496,118,505,127
r,505,118,512,127
e,512,118,520,127
 ,520,127,525,127
t,525,115,531,127
h,531,114,541,127
e,541,118,549,127
 ,549,127,554,127
v,554,118,564,127
e,564,118,572,127
g,572,118,582,131
e,582,118,590,127
t,590,115,596,127
a,596,118,605,127
b,604,114,615,127
l,616,114,621,127
e,621,118,629,127
s,629,118,636,127
 ,636,127,641,127
a,641,118,650,127
n,650,118,660,127
d,660,114,670,127
 ,670,127,675,127
p,674,118,685,131
o,686,118,696,127
t,696,115,702,127
a,702,118,711,127
t,711,115,717,127
o,717,118,727,127
e,727,118,735,127
s,735,118,742,127
e,112,141,120,150
i,120,137,125,150
t,125,138,131,150
h,131,137,141,150
e,141,141,149,150
r,149,141,156,150
.,156,147,161,150
 ,161,150,166,150
N,165,138,180,150
o,181,141,191,150
 ,191,150,196,150
g,196,141,206,154
o,206,141,216,150
o,216,141,226,150
d,226,137,236,150
s,236,141,243,150
 ,243,150,248,150
t,248,138,254,150
h,254,137,264,150
a,264,141,273,150
t,273,138,279,150
 ,279,150,284,150
w,284,141,298,150
e,298,141,306,150
r,306,141,313,150
e,313,141,321,150
 ,321,150,326,150
i,326,137,331,150
n,331,141,341,150
 ,341,150,346,150
t,346,138,352,150
h,352,137,362,150
e,362,141,370,150
 ,370,150,375,150
s,375,141,382,150
h,382,137,392,150
o,392,141,402,150
p,401,141,412,154
 ,413,150,418,150
w,418,141,432,150
e,432,141,440,150
r,440,141,447,150
e,447,141,455,150
 ,455,150,460,150
s,460,141,467,150
a,467,141,476,150
f,476,137,485,150
e,485,141,493,150
 ,493,150,498,150
f,498,137,507,150
r,507,141,514,150
o,514,141,524,150
m,524,141,539,150
 ,539,150,544,150
t,544,138,550,150
h,550,137,560,150
e,560,141,568,150
 ,568,150,573,150
s,573,141,580,150
m,580,141,595,150
a,595,141,604,150
l,604,137,609,150
l,609,137,614,150
 ,614,150,619,150
i,619,137,624,150
n,624,141,634,150
t,634,138,640,150
r,640,141,647,150
u,647,141,657,150
s,657,141,664,150
i,664,137,669,150
v,669,141,679,150
e,679,141,687,150
 ,687,150,692,150
r,692,141,699,150
o,699,141,709,150
d,709,137,719,150
e,719,141,727,150
n,727,141,737,150
t,737,138,743,150
s,743,141,750,150
b,111,160,122,173
e,123,164,131,173
t,131,161,137,173
w,137,164,151,173
e,151,164,159,173
e,159,164,167,173
n,167,164,177,173
 ,177,173,182,173
m,182,164,197,173
i,197,160,202,173
d,202,160,212,173
n,212,164,222,173
i,222,160,227,173
g,227,164,237,177
h,237,160,247,173
t,247,161,253,173
 ,253,173,258,173
a,258,164,267,173
n,267,164,277,173
d,277,160,287,173
 ,287,173,292,173
s,292,164,299,173
u,299,164,309,173
n,309,164,319,173
r,319,164,326,173
i,326,160,331,173
s,331,164,338,173
e,338,164,346,173
.,346,170,351,173
 ,351,173,356,173
A,356,161,370,173
s,370,164,377,173
 ,377,173,382,173
l,382,160,387,173
o,387,164,397,173
n,397,164,407,173
g,407,164,417,177
 ,417,173,422,173
a,422,164,431,173
s,431,164,438,173
 ,438,173,443,173
t,443,161,449,173
h,449,160,459,173
e,459,164,467,173
r,467,164,474,173
e,474,164,482,173
 ,482,173,487,173
w,487,164,501,173
a,501,164,510,173
s,510,164,517,173
 ,517,173,522,173
n,522,164,532,173
o,532,164,542,173
i,542,160,547,173
s,547,164,554,173
e,554,164,562,173
 ,562,173,567,173
i,567,160,572,173
n,572,164,582,173
 ,582,173,587,173
t,587,161,593,173
h,593,160,603,173
e,603,164,611,173
 ,611,173,616,173
s,616,164,623,173
t,623,161,629,173
r,629,164,636,173
e,636,164,644,173
e,644,164,652,173
t,652,161,658,173
s,658,164,665,173
 ,665,173,670,173
a,670,164,679,173
t,679,161,685,173
 ,685,173,690,173
n,690,164,700,173
i,700,160,705,173
g,705,164,715,177
h,715,160,725,173
t,725,161,731,173
a,112,187,121,196
n,121,187,131,196
d,131,183,141,196
 ,141,196,146,196
c,146,187,154,196
a,154,187,163,196
r,163,187,170,196
s,170,187,177,196
 ,177,196,182,196
w,182,187,196,196
e,196,187,204,196
r,204,187,211,196
e,211,187,219,196
 ,219,196,224,196
d,224,183,234,196
r,234,187,241,196
i,241,183,246,196
v,246,187,256,196
i,256,183,261,196
n,261,187,271,196
g,271,187,281,200
 ,281,196,286,196
b,285,183,296,196
y,297,187,307,200
",",307,194,312,199
 ,312,196,317,196
t,317,184,323,196
h,323,183,333,196
e,333,187,341,196
 ,341,196,346,196
m,346,187,361,196
i,361,183,366,196
c,366,187,374,196
e,374,187,382,196
 ,382,196,387,196
s,387,187,394,196
t,394,184,400,196
i,400,183,405,196
l,405,183,410,196
l,410,183,415,196
 ,415,196,420,196
s,420,187,427,196
t,427,184,433,196
a,433,187,442,196
y,442,187,452,200
e,452,187,460,196
d,460,183,470,196
 ,470,196,475,196
q,475,187,485,200
u,485,187,495,196
i,495,183,500,196
e,500,187,508,196
t,508,184,514,196
l,514,183,519,196
y,519,187,529,200
 ,529,196,534,196
i,534,183,539,196
n,539,187,549,196
 ,549,196,554,196
t,554,184,560,196
h,560,183,570,196
e,570,187,578,196
 ,578,196,583,196
c,583,187,591,196
e,591,187,599,196
l,599,183,604,196
l,604,183,609,196
a,609,187,618,196
r,618,187,625,196
.,625,193,630,196
 ,630,196,635,196
B,635,184,648,196
u,648,187,658,196
t,658,184,664,196
 ,664,196,669,196
a,669,187,678,196
s,678,187,685,196
 ,685,196,690,196
s,690,187,697,196
o,697,187,707,196
o,707,187,717,196
n,717,187,727,196
 ,727,196,732,196
a,732,187,741,196
s,741,187,748,196
t,112,207,118,219
h,118,206,128,219
e,128,210,136,219
 ,136,219,141,219
o,141,210,151,219
l,151,206,156,219
d,156,206,166,219
 ,166,219,171,219
c,171,210,179,219
l,179,206,184,219
o,184,210,194,219
c,194,210,202,219
k,202,206,212,219
 ,212,219,217,219
o,217,210,227,219
n,227,210,237,219
 ,237,219,242,219
t,242,207,248,219
h,248,206,258,219
e,258,210,266,219
 ,266,219,271,219
t,271,207,277,219
o,277,210,287,219
w,287,210,301,219
n,301,210,311,219
 ,311,219,316,219
h,316,206,326,219
a,326,210,335,219
l,335,206,340,219
l,340,206,345,219
 ,345,219,350,219
h,350,206,360,219
a,360,210,369,219
d,369,206,379,219
 ,379,219,384,219
s,384,210,391,219
t,391,207,397,219
r,397,210,404,219
u,404,210,414,219
c,414,210,422,219
k,422,206,432,219
 ,432,219,437,219
m,437,210,452,219
i,452,206,457,219
d,457,206,467,219
n,467,210,477,219
i,477,206,482,219
g,482,210,492,223
h,492,206,502,219
t,502,207,508,219
 ,508,219,513,219
a,513,210,522,219
n,522,210,532,219
d,532,206,542,219
 ,542,219,547,219
i,547,206,552,219
t,552,207,558,219
 ,558,219,563,219
b,562,206,573,219
e,574,210,582,219
c,582,210,590,219
a,590,210,599,219
m,599,210,614,219
e,614,210,622,219
 ,622,219,627,219
q,627,210,637,223
u,637,210,647,219
i,647,206,652,219
e,652,210,660,219
t,660,207,666,219
 ,666,219,671,219
i,671,206,676,219
n,676,210,686,219
 ,686,219,691,219
t,691,207,697,219
h,697,206,707,219
e,707,210,715,219
s,112,233,119,242
t,119,230,125,242
r,125,233,132,242
e,132,233,140,242
e,140,233,148,242
t,148,230,154,242
",",154,240,159,245
 ,159,242,164,242
t,164,230,170,242
h,170,229,180,242
e,180,233,188,242
y,188,233,198,246
 ,198,242,203,242
c,203,233,211,242
a,211,233,220,242
m,220,233,235,242
e,235,233,243,242
 ,243,242,248,242
o,248,233,258,242
u,258,233,268,242
t,268,230,274,242
 ,274,242,279,242
i,279,229,284,242
n,284,233,294,242
 ,294,242,299,242
d,299,229,309,242
r,309,233,316,242
o,316,233,326,242
v,326,233,336,242
e,336,233,344,242
s,344,233,351,242
",",351,240,356,245
 ,356,242,361,242
e,361,233,369,242
n,369,233,379,242
j,377,229,384,246
o,386,233,396,242
y,396,233,406,246
e,406,233,414,242
d,414,229,424,242
 ,424,242,429,242
t,429,230,435,242
h,435,229,445,242
e,445,233,453,242
 ,453,242,458,242
s,458,233,465,242
w,465,233,479,242
e,479,233,487,242
e,487,233,495,242
t,495,230,501,242
 ,501,242,506,242
f,506,229,515,242
r,515,233,522,242
u,522,233,532,242
i,532,229,537,242
t,537,230,543,242
s,543,233,550,242
 ,550,242,555,242
a,555,233,564,242
n,564,233,574,242
d,574,229,584,242
 ,584,242,589,242
c,589,233,597,242
e,597,233,605,242
l,605,229,610,242
e,610,233,618,242
b,617,229,628,242
r,629,233,636,242
a,636,233,645,242
t,645,230,651,242
e,651,233,659,242
d,659,229,669,242
 ,669,242,674,242
r,674,233,681,242
e,681,233,689,242
a,689,233,698,242
l,698,229,703,242
f,112,252,121,265
e,121,256,129,265
a,129,256,138,265
s,138,256,145,265
t,145,253,151,265
s,151,256,158,265
",",158,263,163,268
 ,163,265,168,265
w,168,256,182,265
h,182,252,192,265
o,192,256,202,265
s,202,256,209,265
e,209,256,217,265
 ,217,265,222,265
r,222,256,229,265
e,229,256,237,265
m,237,256,252,265
a,252,256,261,265
i,261,252,266,265
n,266,256,276,265
s,276,256,283,265
 ,283,265,288,265
f,288,252,297,265
i,297,252,302,265
l,302,252,307,265
l,307,252,312,265
e,312,256,320,265
d,320,252,330,265
 ,330,265,335,265
t,335,253,341,265
h,341,252,351,265
e,351,256,359,265
 ,359,265,364,265
o,364,256,374,265
w,374,256,388,265
n,388,256,398,265
e,398,256,406,265
r,406,256,413,265
 ,413,265,418,265
w,418,256,432,265
i,432,252,437,265
t,437,253,443,265
h,443,252,453,265
 ,453,265,458,265
d,458,252,468,265
e,468,256,476,265
s,476,256,483,265
p,482,256,493,269
a,494,256,503,265
i,503,252,508,265
r,508,256,515,265
 ,515,265,520,265
e,520,256,528,265
v,528,256,538,265
e,538,256,546,265
r,546,256,553,265
y,553,256,563,269
 ,563,265,568,265
m,568,256,583,265
o,583,256,593,265
r,593,256,600,265
n,600,256,610,265
i,610,252,615,265
n,615,256,625,265
g,625,256,635,269
 ,635,265,640,265
w,640,256,654,265
h,654,252,664,265
e,664,256,672,265
n,672,256,682,265
 ,682,265,687,265
h,687,252,697,265
e,697,256,705,265
e,112,279,120,288
n,120,279,130,288
t,130,276,136,288
e,136,279,144,288
r,144,279,151,288
e,151,279,159,288
d,159,275,169,288
 ,169,288,174,288
t,174,276,180,288
h,180,275,190,288
e,190,279,198,288
 ,198,288,203,288
s,203,279,210,288
h,210,275,220,288
o,220,279,230,288
p,229,279,240,292
.,241,285,246,288
 ,246,288,251,288
S,251,276,262,288
o,262,279,272,288
 ,272,288,277,288
h,277,275,287,288
e,287,279,295,288
 ,295,288,300,288
t,300,276,306,288
r,306,279,313,288
i,313,275,318,288
e,318,279,326,288
d,326,275,336,288
 ,336,288,341,288
t,341,276,347,288
o,347,279,357,288
 ,357,288,362,288
p,361,279,372,292
r,373,279,380,288
o,380,279,390,288
t,390,276,396,288
e,396,279,404,288
c,404,279,412,288
t,412,276,418,288
 ,418,288,423,288
h,423,275,433,288
i,433,275,438,288
m,438,279,453,288
s,453,279,460,288
e,460,279,468,288
l,468,275,473,288
f,473,275,482,288
 ,482,288,487,288
a,487,279,496,288
g,496,279,506,292
a,506,279,515,288
i,515,275,520,288
n,520,279,530,288
s,530,279,537,288
t,537,276,543,288
 ,543,288,548,288
t,548,276,554,288
h,554,275,564,288
e,564,279,572,288
 ,572,288,577,288
m,577,279,592,288
i,592,275,597,288
c,597,279,605,288
e,605,279,613,288
.,613,285,618,288
 ,618,288,623,288
A,623,276,637,288
t,637,276,643,288
 ,643,288,648,288
f,648,275,657,288
i,657,275,662,288
r,662,279,669,288
s,669,279,676,288
t,676,276,682,288
 ,682,288,687,288
h,687,275,697,288
e,697,279,705,288
 ,705,288,710,288
s,710,279,717,288
e,717,279,725,288
t,725,276,731,288
u,112,302,122,311
p,121,302,132,315
 ,133,311,138,311
t,138,299,144,311
r,144,302,151,311
a,151,302,160,311
p,159,302,170,315
s,171,302,178,311
 ,178,311,183,311
a,183,302,192,311
l,192,298,197,311
l,197,298,202,311
 ,202,311,207,311
o,207,302,217,311
v,217,302,227,311
e,227,302,235,311
r,235,302,242,311
 ,242,311,247,311
t,247,299,253,311
h,253,298,263,311
e,263,302,271,311
 ,271,311,276,311
s,276,302,283,311
h,283,298,293,311
o,293,302,303,311
p,302,302,313,315
.,314,308,319,311
