Character,Left,Top,Right,Bottom
 ,679,209,686,209
t,686,197,695,209
h,695,195,706,209
e,706,199,717,210
 ,717,209,724,209
s,724,198,734,209
t,734,197,743,209
r,743,199,751,209
e,751,199,762,210
e,762,199,773,210
t,773,197,782,209
s,782,198,792,209
 ,792,209,799,209
a,799,199,810,210
t,810,197,819,209
 ,819,209,826,209
n,826,199,837,209
i,837,196,842,210
g,842,199,853,214
h,853,195,864,209
t,864,197,873,209
a,112,230,123,241
n,123,230,134,240
d,134,226,145,240
 ,145,240,152,240
c,152,229,162,240
a,162,230,173,241
r,173,230,181,240
s,181,229,191,240
 ,191,240,198,240
w,198,230,213,240
e,213,230,224,241
r,224,230,232,240
e,232,230,243,241
 ,243,240,250,240
d,250,226,261,240
r,261,230,269,240
i,269,227,274,241
v,274,230,286,240
i,286,227,291,241
n,291,230,302,240
g,302,230,313,245
 ,313,240,320,240
b,320,226,331,241
y,331,230,343,244
",",343,238,349,243
 ,349,240,356,240
t,356,228,365,240
h,365,226,376,240
e,376,230,387,241
 ,387,240,394,240
m,394,230,411,240
i,411,227,416,241
c,416,229,426,240
e,426,230,437,241
 ,437,240,444,240
s,444,229,454,240
t,454,228,463,240
i,463,227,468,241
l,468,227,474,240
l,474,227,480,240
 ,480,240,487,240
s,487,229,497,240
t,497,228,506,240
a,506,230,517,241
y,517,230,529,244
e,529,230,540,241
d,540,226,551,240
 ,551,240,558,240
q,558,230,571,244
u,571,230,582,240
i,582,227,587,241
e,587,230,598,241
t,598,228,607,240
l,607,227,613,240
y,613,230,625,244
 ,625,240,632,240
i,632,227,637,241
n,637,230,648,240
 ,648,240,655,240
t,655,228,664,240
h,664,226,675,240
e,675,230,686,241
 ,686,240,693,240
c,693,229,703,240
e,703,230,714,241
l,714,227,720,240
l,720,227,726,240
a,726,230,737,241
r,737,230,745,240
.,745,237,750,240
 ,750,240,757,240
B,757,226,769,241
u,769,230,780,240
t,780,228,789,240
 ,789,240,796,240
a,796,230,807,241
s,807,229,817,240
 ,817,240,824,240
s,824,229,834,240
o,834,229,845,240
o,845,229,856,240
n,856,230,867,240
 ,867,240,874,240
a,874,230,885,241
s,885,229,895,240
t,112,259,121,271
h,121,257,132,271
e,132,261,143,272
 ,143,271,150,271
o,150,260,161,271
l,161,258,167,271
d,167,257,178,271
 ,178,271,185,271
c,185,260,195,271
l,195,258,201,271
o,201,260,212,271
c,212,260,222,271
k,222,257,233,271
 ,233,271,240,271
o,240,260,251,271
n,251,261,262,271
 ,262,271,269,271
t,269,259,278,271
h,278,257,289,271
e,289,261,300,272
 ,300,271,307,271
t,307,259,316,271
o,316,260,327,271
w,327,261,342,271
n,342,261,353,271
 ,353,271,360,271
h,360,257,371,271
a,371,261,382,272
l,382,258,388,271
l,388,258,394,271
 ,394,271,401,271
h,401,257,412,271
a,412,261,423,272
d,423,257,434,271
 ,434,271,441,271
s,441,260,451,271
t,451,259,460,271
r,460,261,468,271
u,468,261,479,271
c,479,260,489,271
k,489,257,500,271
 ,500,271,507,271
m,507,261,524,271
i,524,258,529,272
d,529,257,540,271
n,540,261,551,271
i,551,258,556,272
g,556,261,567,276
h,567,257,578,271
t,578,259,587,271
 ,587,271,594,271
a,594,261,605,272
n,605,261,616,271
d,616,257,627,271
 ,627,271,634,271
i,634,258,639,272
t,639,259,648,271
 ,648,271,655,271
b,655,257,666,272
e,666,261,677,272
c,677,260,687,271
a,687,261,698,272
m,698,261,715,271
e,715,261,726,272
 ,726,271,733,271
q,733,261,746,275
u,746,261,757,271
i,757,258,762,272
e,762,261,773,272
t,773,259,782,271
 ,782,271,789,271
i,789,258,794,272
n,794,261,805,271
 ,805,271,812,271
t,812,259,821,271
h,821,257,832,271
e,832,261,843,272
s,112,291,122,302
t,122,290,131,302
r,131,292,139,302
e,139,292,150,303
e,150,292,161,303
t,161,290,170,302
",",170,300,176,305
 ,176,302,183,302
t,183,290,192,302
h,192,288,203,302
e,203,292,214,303
y,214,292,226,306
 ,226,302,233,302
c,233,291,243,302
a,243,292,254,303
m,254,292,271,302
e,271,292,282,303
 ,282,302,289,302
o,289,291,300,302
u,300,292,311,302
t,311,290,320,302
 ,320,302,327,302
i,327,289,332,303
n,332,292,343,302
 ,343,302,350,302
d,350,288,361,302
r,361,292,369,302
o,369,291,380,302
v,380,292,392,302
e,392,292,403,303
s,403,291,413,302
",",413,300,419,305
 ,419,302,426,302
e,426,292,437,303
n,437,292,448,302
j,448,289,454,307
o,454,291,465,302
y,465,292,477,306
e,477,292,488,303
d,488,288,499,302
 ,499,302,506,302
t,506,290,515,302
h,515,288,526,302
e,526,292,537,303
 ,537,302,544,302
s,544,291,554,302
w,554,292,569,302
e,569,292,580,303
e,580,292,591,303
t,591,290,600,302
 ,600,302,607,302
f,607,288,615,302
r,615,292,623,302
u,623,292,634,302
i,634,289,639,303
t,639,290,648,302
s,648,291,658,302
 ,658,302,665,302
a,665,292,676,303
n,676,292,687,302
d,687,288,698,302
 ,698,302,705,302
c,705,291,715,302
e,715,292,726,303
l,726,289,732,302
e,732,292,743,303
b,743,288,754,303
r,754,292,762,302
a,762,292,773,303
t,773,290,782,302
e,782,292,793,303
d,793,288,804,302
 ,804,302,811,302
r,811,292,819,302
e,819,292,830,303
a,830,292,841,303
l,841,289,847,302
f,112,320,120,334
e,120,324,131,335
a,131,324,142,335
s,142,323,152,334
t,152,322,161,334
s,161,323,171,334
",",171,332,177,337
 ,177,334,184,334
w,184,324,199,334
h,199,320,210,334
o,210,323,221,334
s,221,323,231,334
e,231,324,242,335
 ,242,334,249,334
r,249,324,257,334
e,257,324,268,335
m,268,324,285,334
a,285,324,296,335
i,296,321,301,335
n,301,324,312,334
s,312,323,322,334
 ,322,334,329,334
f,329,320,337,334
i,337,321,342,335
l,342,321,348,334
l,348,321,354,334
e,354,324,365,335
d,365,320,376,334
 ,376,334,383,334
t,383,322,392,334
h,392,320,403,334
e,403,324,414,335
 ,414,334,421,334
o,421,323,432,334
w,432,324,447,334
n,447,324,458,334
e,458,324,469,335
r,469,324,477,334
 ,477,334,484,334
w,484,324,499,334
i,499,321,504,335
t,504,322,513,334
h,513,320,524,334
 ,524,334,531,334
d,531,320,542,334
e,542,324,553,335
s,553,323,563,334
p,563,324,575,338
a,575,324,586,335
i,586,321,591,335
r,591,324,599,334
 ,599,334,606,334
e,606,324,617,335
v,617,324,629,334
e,629,324,640,335
r,640,324,648,334
y,648,324,660,338
 ,660,334,667,334
m,667,324,684,334
o,684,323,695,334
r,695,324,703,334
n,703,324,714,334
i,714,321,719,335
n,719,324,730,334
g,730,324,741,339
 ,741,334,748,334
w,748,324,763,334
h,763,320,774,334
e,774,324,785,335
n,785,324,796,334
 ,796,334,803,334
h,803,320,814,334
e,814,324,825,335
e,112,355,123,366
n,123,355,134,365
t,134,353,143,365
e,143,355,154,366
r,154,355,162,365
e,162,355,173,366
d,173,351,184,365
 ,184,365,191,365
t,191,353,200,365
h,200,351,211,365
e,211,355,222,366
 ,222,365,229,365
s,229,354,239,365
h,239,351,250,365
o,250,354,261,365
p,261,355,273,369
.,273,362,278,365
 ,278,365,285,365
S,285,351,297,365
o,297,354,308,365
 ,308,365,315,365
h,315,351,326,365
e,326,355,337,366
 ,337,365,344,365
t,344,353,353,365
r,353,355,361,365
i,361,352,366,366
e,366,355,377,366
d,377,351,388,365
 ,388,365,395,365
t,395,353,404,365
o,404,354,415,365
 ,415,365,422,365
p,422,355,434,369
r,434,355,442,365
o,442,354,453,365
t,453,353,462,365
e,462,355,473,366
c,473,354,483,365
t,483,353,492,365
 ,492,365,499,365
h,499,351,510,365
i,510,352,515,366
m,515,355,532,365
s,532,354,542,365
e,542,355,553,366
l,553,352,559,365
f,559,351,567,365
 ,567,365,574,365
a,574,355,585,366
g,585,355,596,370
a,596,355,607,366
i,607,352,612,366
n,612,355,623,365
s,623,354,633,365
t,633,353,642,365
 ,642,365,649,365
t,649,353,658,365
h,658,351,669,365
e,669,355,680,366
 ,680,365,687,365
m,687,355,704,365
i,704,352,709,366
c,709,354,719,365
e,719,355,730,366
.,730,362,735,365
 ,735,365,742,365
A,742,352,756,365
t,756,353,765,365
 ,765,365,772,365
f,772,351,780,365
i,780,352,785,366
r,785,355,793,365
s,793,354,803,365
t,803,353,812,365
 ,812,365,819,365
h,819,351,830,365
e,830,355,841,366
 ,841,365,848,365
s,848,354,858,365
e,858,355,869,366
t,869,353,878,365
u,112,386,123,396
p,123,386,135,400
 ,135,396,142,396
t,142,384,151,396
r,151,386,159,396
a,159,386,170,397
p,170,386,182,400
s,182,385,192,396
 ,192,396,199,396
a,199,386,210,397
l,210,383,216,396
l,216,383,222,396
 ,222,396,229,396
o,229,385,240,396
v,240,386,252,396
e,252,386,263,397
r,263,386,271,396
 ,271,396,278,396
t,278,384,287,396
h,287,382,298,396
e,298,386,309,397
 ,309,396,316,396
s,316,385,326,396
h,326,382,337,396
o,337,385,348,396
p,348,386,360,400
.,360,393,365,396
