Character,Left,Top,Right,Bottom
t,578,197,587,209
h,587,195,598,209
i,598,196,603,210
s,603,198,613,209
 ,613,209,620,209
t,620,197,629,209
h,629,195,640,209
a,640,199,651,210
t,651,197,660,209
 ,660,209,667,209
l,667,196,673,209
o,673,198,684,209
w,684,199,699,209
 ,699,209,706,209
l,706,196,712,209
y,712,199,724,213
i,724,196,729,210
n,729,199,740,209
g,740,199,751,214
 ,751,209,758,209
l,758,196,764,209
a,764,199,775,210
n,775,199,786,209
d,786,195,797,209
 ,797,209,804,209
w,804,199,819,209
a,819,199,830,210
s,830,198,840,209
f,112,226,120,240
l,120,227,126,240
o,126,229,137,240
o,137,229,148,240
d,148,226,159,240
e,159,230,170,241
d,170,226,181,240
.,181,237,186,240
 ,186,240,193,240
T,193,227,206,240
o,206,229,217,240
d,217,226,228,240
a,228,230,239,241
y,239,230,251,244
 ,251,240,258,240
o,258,229,269,240
n,269,230,280,240
l,280,227,286,240
y,286,230,298,244
 ,298,240,305,240
t,305,228,314,240
h,314,226,325,240
e,325,230,336,241
 ,336,240,343,240
h,343,226,354,240
i,354,227,359,241
g,359,230,370,245
h,370,226,381,240
e,381,230,392,241
s,392,229,402,240
t,402,228,411,240
 ,411,240,418,240
p,418,230,430,244
o,430,229,441,240
i,441,227,446,241
n,446,230,457,240
t,457,228,466,240
s,466,229,476,240
 ,476,240,483,240
s,483,229,493,240
t,493,228,502,240
i,502,227,507,241
c,507,229,517,240
k,517,226,528,240
 ,528,240,535,240
o,535,229,546,240
u,546,230,557,240
t,557,228,566,240
 ,566,240,573,240
o,573,229,584,240
f,584,226,592,240
 ,592,240,599,240
t,599,228,608,240
h,608,226,619,240
e,619,230,630,241
 ,630,240,637,240
s,637,229,647,240
e,647,230,658,241
a,658,230,669,241
 ,669,240,676,240
a,676,230,687,241
s,687,229,697,240
 ,697,240,704,240
i,704,227,709,241
s,709,229,719,240
l,719,227,725,240
a,725,230,736,241
n,736,230,747,240
d,747,226,758,240
s,758,229,768,240
.,768,237,773,240
 ,773,240,780,240
A,780,227,794,240
n,794,230,805,240
i,805,227,810,241
m,810,230,827,240
a,827,230,838,241
l,838,227,844,240
s,844,229,854,240
 ,854,240,861,240
a,861,230,872,241
n,872,230,883,240
d,883,226,894,240
p,112,261,124,275
l,124,258,130,271
a,130,261,141,272
n,141,261,152,271
t,152,259,161,271
s,161,260,171,271
 ,171,271,178,271
t,178,259,187,271
h,187,257,198,271
a,198,261,209,272
t,209,259,218,271
 ,218,271,225,271
h,225,257,236,271
a,236,261,247,272
v,247,261,259,271
e,259,261,270,272
 ,270,271,277,271
m,277,261,294,271
a,294,261,305,272
n,305,261,316,271
a,316,261,327,272
g,327,261,338,276
e,338,261,349,272
d,349,257,360,271
 ,360,271,367,271
t,367,259,376,271
o,376,260,387,271
 ,387,271,394,271
r,394,261,402,271
e,402,261,413,272
a,413,261,424,272
c,424,260,434,271
h,434,257,445,271
 ,445,271,452,271
a,452,261,463,272
 ,463,271,470,271
r,470,261,478,271
e,478,261,489,272
m,489,261,506,271
o,506,260,517,271
t,517,259,526,271
e,526,261,537,272
 ,537,271,544,271
i,544,258,549,272
s,549,260,559,271
l,559,258,565,271
a,565,261,576,272
n,576,261,587,271
d,587,257,598,271
 ,598,271,605,271
i,605,258,610,272
n,610,261,621,271
 ,621,271,628,271
s,628,260,638,271
o,638,260,649,271
m,649,261,666,271
e,666,261,677,272
 ,677,271,684,271
w,684,261,699,271
a,699,261,710,272
y,710,261,722,275
 ,722,271,729,271
n,729,261,740,271
o,740,260,751,271
r,751,261,759,271
m,759,261,776,271
a,776,261,787,272
l,787,258,793,271
l,793,258,799,271
y,799,261,811,275
 ,811,271,818,271
c,818,260,828,271
a,828,261,839,272
n,839,261,850,271
n,850,261,861,271
o,861,260,872,271
t,872,259,881,271
l,112,289,118,302
e,118,292,129,303
a,129,292,140,303
v,140,292,152,302
e,152,292,163,303
 ,163,302,170,302
i,170,289,175,303
t,175,290,184,302
 ,184,302,191,302
a,191,292,202,303
n,202,292,213,302
y,213,292,225,306
m,225,292,242,302
o,242,291,253,302
r,253,292,261,302
e,261,292,272,303
.,272,299,277,302
 ,277,302,284,302
I,284,289,289,302
f,289,288,297,302
 ,297,302,304,302
t,304,290,313,302
h,313,288,324,302
e,324,292,335,303
y,335,292,347,306
 ,347,302,354,302
w,354,292,369,302
a,369,292,380,303
n,380,292,391,302
t,391,290,400,302
 ,400,302,407,302
t,407,290,416,302
o,416,291,427,302
 ,427,302,434,302
s,434,291,444,302
t,444,290,453,302
a,453,292,464,303
y,464,292,476,306
 ,476,302,483,302
a,483,292,494,303
l,494,289,500,302
i,500,289,505,303
v,505,292,517,302
e,517,292,528,303
",",528,300,534,305
 ,534,302,541,302
t,541,290,550,302
h,550,288,561,302
e,561,292,572,303
y,572,292,584,306
 ,584,302,591,302
h,591,288,602,302
a,602,292,613,303
v,613,292,625,302
e,625,292,636,303
 ,636,302,643,302
t,643,290,652,302
o,652,291,663,302
 ,663,302,670,302
a,670,292,681,303
d,681,288,692,302
a,692,292,703,303
p,703,292,715,306
t,715,290,724,302
 ,724,302,731,302
t,731,290,740,302
o,740,291,751,302
 ,751,302,758,302
t,758,290,767,302
h,767,288,778,302
e,778,292,789,303
 ,789,302,796,302
n,796,292,807,302
e,807,292,818,303
w,818,292,833,302
e,112,323,123,334
n,123,323,134,333
v,134,323,146,333
i,146,320,151,334
r,151,323,159,333
o,159,322,170,333
n,170,323,181,333
m,181,323,198,333
e,198,323,209,334
n,209,323,220,333
t,220,321,229,333
 ,229,333,236,333
v,236,323,248,333
e,248,323,259,334
r,259,323,267,333
y,267,323,279,337
 ,279,333,286,333
q,286,323,299,337
u,299,323,310,333
i,310,320,315,334
c,315,322,325,333
k,325,319,336,333
l,336,320,342,333
y,342,323,354,337
.,354,330,359,333
 ,359,333,366,333
F,366,320,376,334
o,376,322,387,333
r,387,323,395,333
 ,395,333,402,333
l,402,320,408,333
i,408,320,413,334
v,413,323,425,333
i,425,320,430,334
n,430,323,441,333
g,441,323,452,338
 ,452,333,459,333
t,459,321,468,333
h,468,319,479,333
i,479,320,484,334
n,484,323,495,333
g,495,323,506,338
s,506,322,516,333
 ,516,333,523,333
t,523,321,532,333
h,532,319,543,333
a,543,323,554,334
t,554,321,563,333
 ,563,333,570,333
a,570,323,581,334
r,581,323,589,333
e,589,323,600,334
 ,600,333,607,333
n,607,323,618,333
a,618,323,629,334
t,629,321,638,333
i,638,320,643,334
v,643,323,655,333
e,655,323,666,334
 ,666,333,673,333
t,673,321,682,333
o,682,322,693,333
 ,693,333,700,333
i,700,320,705,334
s,705,322,715,333
l,715,320,721,333
a,721,323,732,334
n,732,323,743,333
d,743,319,754,333
s,754,322,764,333
",",764,331,770,336
 ,770,333,777,333
t,777,321,786,333
h,786,319,797,333
e,797,323,808,334
r,808,323,816,333
e,816,323,827,334
 ,827,333,834,333
i,834,320,839,334
s,839,322,849,333
a,112,354,123,365
l,123,351,129,364
w,129,354,144,364
a,144,354,155,365
y,155,354,167,368
s,167,353,177,364
 ,177,364,184,364
a,184,354,195,365
 ,195,364,202,364
d,202,350,213,364
a,213,354,224,365
n,224,354,235,364
g,235,354,246,369
e,246,354,257,365
r,257,354,265,364
 ,265,364,272,364
t,272,352,281,364
h,281,350,292,364
a,292,354,303,365
t,303,352,312,364
 ,312,364,319,364
t,319,352,328,364
h,328,350,339,364
e,339,354,350,365
y,350,354,362,368
 ,362,364,369,364
m,369,354,386,364
a,386,354,397,365
y,397,354,409,368
 ,409,364,416,364
b,416,350,427,365
e,427,354,438,365
c,438,353,448,364
o,448,353,459,364
m,459,354,476,364
e,476,354,487,365
 ,487,364,494,364
e,494,354,505,365
x,505,354,517,364
t,517,352,526,364
i,526,351,531,365
n,531,354,542,364
c,542,353,552,364
t,552,352,561,364
 ,561,364,568,364
w,568,354,583,364
h,583,350,594,364
e,594,354,605,365
n,605,354,616,364
 ,616,364,623,364
n,623,354,634,364
e,634,354,645,365
w,645,354,660,364
 ,660,364,667,364
a,667,354,678,365
n,678,354,689,364
i,689,351,694,365
m,694,354,711,364
a,711,354,722,365
l,722,351,728,364
s,728,353,738,364
 ,738,364,745,364
a,745,354,756,365
r,756,354,764,364
r,764,354,772,364
i,772,351,777,365
v,777,354,789,364
e,789,354,800,365
 ,800,364,807,364
o,807,353,818,364
r,818,354,826,364
 ,826,364,833,364
h,833,350,844,364
u,844,354,855,364
m,855,354,872,364
a,872,354,883,365
n,883,354,894,364
b,112,381,123,396
e,123,385,134,396
i,134,382,139,396
n,139,385,150,395
g,150,385,161,400
s,161,384,171,395
 ,171,395,178,395
s,178,384,188,395
t,188,383,197,395
a,197,385,208,396
r,208,385,216,395
t,216,383,225,395
 ,225,395,232,395
t,232,383,241,395
o,241,384,252,395
 ,252,395,259,395
i,259,382,264,396
n,264,385,275,395
t,275,383,284,395
e,284,385,295,396
r,295,385,303,395
f,303,381,311,395
e,311,385,322,396
r,322,385,330,395
e,330,385,341,396
.,341,392,346,395
