Character,Left,Top,Right,Bottom
m,680,95,695,104
o,695,95,705,104
n,705,95,715,104
g,715,95,725,108
 ,725,104,730,104
a,730,95,739,104
 ,739,104,744,104
l,744,91,749,104
o,749,95,759,104
t,759,92,765,104
o,112,118,122,127
f,122,114,131,127
 ,131,127,136,127
s,136,118,143,127
p,142,118,153,131
e,154,118,162,127
c,162,118,170,127
i,170,114,175,127
e,175,118,183,127
s,183,118,190,127
 ,190,127,195,127
t,195,115,201,127
h,201,114,211,127
e,211,118,219,127
 ,219,127,224,127
m,224,118,239,127
a,239,118,248,127
l,248,114,253,127
e,253,118,261,127
s,261,118,268,127
 ,268,127,273,127
w,273,118,287,127
e,287,118,295,127
a,295,118,304,127
r,304,118,311,127
 ,311,127,316,127
a,316,118,325,127
 ,325,127,330,127
c,330,118,338,127
o,338,118,348,127
l,348,114,353,127
o,353,118,363,127
u,363,118,373,127
r,373,118,380,127
f,380,114,389,127
u,389,118,399,127
l,399,114,404,127
 ,404,127,409,127
o,409,118,419,127
u,419,118,429,127
t,429,115,435,127
f,435,114,444,127
i,444,114,449,127
t,449,115,455,127
 ,455,127,460,127
t,460,115,466,127
o,466,118,476,127
 ,476,127,481,127
p,480,118,491,131
l,492,114,497,127
e,497,118,505,127
a,505,118,514,127
s,514,118,521,127
e,521,118,529,127
 ,529,127,534,127
t,534,115,540,127
h,540,114,550,127
e,550,118,558,127
 ,558,127,563,127
f,563,114,572,127
e,572,118,580,127
m,580,118,595,127
a,595,118,604,127
l,604,114,609,127
e,609,118,617,127
s,617,118,624,127
.,624,124,629,127
 ,629,127,634,127
P,634,115,645,127
l,645,114,650,127
a,650,118,659,127
n,659,118,669,127
t,669,115,675,127
s,675,118,682,127
 ,682,127,687,127
o,687,118,697,127
f,697,114,706,127
t,706,115,712,127
e,712,118,720,127
n,720,118,730,127
h,112,137,122,150
a,122,141,131,150
v,131,141,141,150
e,141,141,149,150
 ,149,150,154,150
c,154,141,162,150
o,162,141,172,150
l,172,137,177,150
o,177,141,187,150
u,187,141,197,150
r,197,141,204,150
e,204,141,212,150
d,212,137,222,150
 ,222,150,227,150
f,227,137,236,150
l,236,137,241,150
o,241,141,251,150
w,251,141,265,150
e,265,141,273,150
r,273,141,280,150
s,280,141,287,150
 ,287,150,292,150
t,292,138,298,150
o,298,141,308,150
 ,308,150,313,150
a,313,141,322,150
t,322,138,328,150
t,328,138,334,150
r,334,141,341,150
a,341,141,350,150
c,350,141,358,150
t,358,138,364,150
 ,364,150,369,150
i,369,137,374,150
n,374,141,384,150
s,384,141,391,150
e,391,141,399,150
c,399,141,407,150
t,407,138,413,150
s,413,141,420,150
",",420,148,425,153
 ,425,150,430,150
w,430,141,444,150
h,444,137,454,150
i,454,137,459,150
c,459,141,467,150
h,467,137,477,150
 ,477,150,482,150
h,482,137,492,150
e,492,141,500,150
l,500,137,505,150
p,504,141,515,154
 ,516,150,521,150
t,521,138,527,150
h,527,137,537,150
e,537,141,545,150
m,545,141,560,150
 ,560,150,565,150
t,565,138,571,150
o,571,141,581,150
 ,581,150,586,150
r,586,141,593,150
e,593,141,601,150
p,600,141,611,154
r,612,141,619,150
o,619,141,629,150
d,629,137,639,150
u,639,141,649,150
c,649,141,657,150
e,657,141,665,150
.,665,147,670,150
 ,670,150,675,150
S,675,138,686,150
o,686,141,696,150
m,696,141,711,150
e,711,141,719,150
a,112,164,121,173
n,121,164,131,173
i,131,160,136,173
m,136,164,151,173
a,151,164,160,173
l,160,160,165,173
s,165,164,172,173
 ,172,173,177,173
t,177,161,183,173
h,183,160,193,173
a,193,164,202,173
t,202,161,208,173
 ,208,173,213,173
a,213,164,222,173
r,222,164,229,173
e,229,164,237,173
 ,237,173,242,173
p,241,164,252,177
o,253,164,263,173
i,263,160,268,173
s,268,164,275,173
o,275,164,285,173
n,285,164,295,173
o,295,164,305,173
u,305,164,315,173
s,315,164,322,173
 ,322,173,327,173
o,327,164,337,173
r,337,164,344,173
 ,344,173,349,173
t,349,161,355,173
a,355,164,364,173
s,364,164,371,173
t,371,161,377,173
e,377,164,385,173
 ,385,173,390,173
u,390,164,400,173
n,400,164,410,173
p,409,164,420,177
l,421,160,426,173
e,426,164,434,173
a,434,164,443,173
s,443,164,450,173
a,450,164,459,173
n,459,164,469,173
t,469,161,475,173
 ,475,173,480,173
w,480,164,494,173
e,494,164,502,173
a,502,164,511,173
r,511,164,518,173
 ,518,173,523,173
s,523,164,530,173
t,530,161,536,173
r,536,164,543,173
i,543,160,548,173
k,548,160,558,173
i,558,160,563,173
n,563,164,573,173
g,573,164,583,177
 ,583,173,588,173
c,588,164,596,173
o,596,164,606,173
l,606,160,611,173
o,611,164,621,173
u,621,164,631,173
r,631,164,638,173
s,638,164,645,173
 ,645,173,650,173
a,650,164,659,173
s,659,164,666,173
 ,666,173,671,173
w,671,164,685,173
a,685,164,694,173
r,694,164,701,173
n,701,164,711,173
i,711,160,716,173
n,716,164,726,173
g,726,164,736,177
.,736,170,741,173
W,112,184,130,196
a,130,187,139,196
s,139,187,146,196
p,145,187,156,200
s,157,187,164,196
",",164,194,169,199
 ,169,196,174,196
f,174,183,183,196
o,183,187,193,196
r,193,187,200,196
 ,200,196,205,196
i,205,183,210,196
n,210,187,220,196
s,220,187,227,196
t,227,184,233,196
a,233,187,242,196
n,242,187,252,196
c,252,187,260,196
e,260,187,268,196
",",268,194,273,199
 ,273,196,278,196
c,278,187,286,196
a,286,187,295,196
n,295,187,305,196
 ,305,196,310,196
e,310,187,318,196
a,318,187,327,196
s,327,187,334,196
i,334,183,339,196
l,339,183,344,196
y,344,187,354,200
 ,354,196,359,196
b,358,183,369,196
e,370,187,378,196
 ,378,196,383,196
r,383,187,390,196
e,390,187,398,196
c,398,187,406,196
o,406,187,416,196
g,416,187,426,200
n,426,187,436,196
i,436,183,441,196
s,441,187,448,196
e,448,187,456,196
d,456,183,466,196
 ,466,196,471,196
b,470,183,481,196
y,482,187,492,200
 ,492,196,497,196
t,497,184,503,196
h,503,183,513,196
e,513,187,521,196
i,521,183,526,196
r,526,187,533,196
 ,533,196,538,196
y,538,187,548,200
e,548,187,556,196
l,556,183,561,196
l,561,183,566,196
o,566,187,576,196
w,576,187,590,196
 ,590,196,595,196
a,595,187,604,196
n,604,187,614,196
d,614,183,624,196
 ,624,196,629,196
b,628,183,639,196
l,640,183,645,196
a,645,187,654,196
c,654,187,662,196
k,662,183,672,196
 ,672,196,677,196
s,677,187,684,196
t,684,184,690,196
r,690,187,697,196
i,697,183,702,196
p,701,187,712,200
e,713,187,721,196
s,721,187,728,196
",",728,194,733,199
a,112,210,121,219
n,121,210,131,219
d,131,206,141,219
 ,141,219,146,219
b,145,206,156,219
i,157,206,162,219
r,162,210,169,219
d,169,206,179,219
s,179,210,186,219
 ,186,219,191,219
l,191,206,196,219
e,196,210,204,219
a,204,210,213,219
r,213,210,220,219
n,220,210,230,219
 ,230,219,235,219
q,235,210,245,223
u,245,210,255,219
i,255,206,260,219
c,260,210,268,219
k,268,206,278,219
l,278,206,283,219
y,283,210,293,223
 ,293,219,298,219
t,298,207,304,219
h,304,206,314,219
a,314,210,323,219
t,323,207,329,219
 ,329,219,334,219
t,334,207,340,219
h,340,206,350,219
e,350,210,358,219
y,358,210,368,223
 ,368,219,373,219
w,373,210,387,219
i,387,206,392,219
l,392,206,397,219
l,397,206,402,219
 ,402,219,407,219
b,406,206,417,219
e,418,210,426,219
 ,426,219,431,219
s,431,210,438,219
t,438,207,444,219
u,444,210,454,219
n,454,210,464,219
g,464,210,474,223
 ,474,219,479,219
i,479,206,484,219
f,484,206,493,219
 ,493,219,498,219
t,498,207,504,219
h,504,206,514,219
e,514,210,522,219
y,522,210,532,223
 ,532,219,537,219
a,537,210,546,219
t,546,207,552,219
t,552,207,558,219
a,558,210,567,219
c,567,210,575,219
k,575,206,585,219
 ,585,219,590,219
i,590,206,595,219
n,595,210,605,219
s,605,210,612,219
e,612,210,620,219
c,620,210,628,219
t,628,207,634,219
s,634,210,641,219
 ,641,219,646,219
w,646,210,660,219
e,660,210,668,219
a,668,210,677,219
r,677,210,684,219
i,684,206,689,219
n,689,210,699,219
g,699,210,709,223
 ,709,219,714,219
t,714,207,720,219
h,720,206,730,219
e,730,210,738,219
s,738,210,745,219
e,745,210,753,219
s,112,233,119,242
t,119,230,125,242
r,125,233,132,242
i,132,229,137,242
p,136,233,147,246
e,148,233,156,242
s,156,233,163,242
.,163,239,168,242
 ,168,242,173,242
B,173,230,186,242
u,186,233,196,242
t,196,230,202,242
 ,202,242,207,242
n,207,233,217,242
o,217,233,227,242
t,227,230,233,242
 ,233,242,238,242
a,238,233,247,242
l,247,229,252,242
l,252,229,257,242
 ,257,242,262,242
c,262,233,270,242
o,270,233,280,242
l,280,229,285,242
o,285,233,295,242
u,295,233,305,242
r,305,233,312,242
f,312,229,321,242
u,321,233,331,242
l,331,229,336,242
 ,336,242,341,242
a,341,233,350,242
n,350,233,360,242
i,360,229,365,242
m,365,233,380,242
a,380,233,389,242
l,389,229,394,242
s,394,233,401,242
 ,401,242,406,242
a,406,233,415,242
r,415,233,422,242
e,422,233,430,242
 ,430,242,435,242
p,434,233,445,246
o,446,233,456,242
i,456,229,461,242
s,461,233,468,242
o,468,233,478,242
n,478,233,488,242
o,488,233,498,242
u,498,233,508,242
s,508,233,515,242
.,515,239,520,242
 ,520,242,525,242
T,525,230,537,242
h,537,229,547,242
e,547,233,555,242
r,555,233,562,242
e,562,233,570,242
 ,570,242,575,242
a,575,233,584,242
r,584,233,591,242
e,591,233,599,242
 ,599,242,604,242
h,604,229,614,242
a,614,233,623,242
r,623,233,630,242
m,630,233,645,242
l,645,229,650,242
e,650,233,658,242
s,658,233,665,242
s,665,233,672,242
 ,672,242,677,242
f,677,229,686,242
l,686,229,691,242
i,691,229,696,242
e,696,233,704,242
s,704,233,711,242
 ,711,242,716,242
t,716,230,722,242
h,722,229,732,242
a,732,233,741,242
t,741,230,747,242
d,112,252,122,265
o,122,256,132,265
 ,132,265,137,265
n,137,256,147,265
o,147,256,157,265
t,157,253,163,265
 ,163,265,168,265
h,168,252,178,265
a,178,256,187,265
v,187,256,197,265
e,197,256,205,265
 ,205,265,210,265
a,210,256,219,265
 ,219,265,224,265
s,224,256,231,265
t,231,253,237,265
i,237,252,242,265
n,242,256,252,265
g,252,256,262,269
 ,262,265,267,265
b,266,252,277,265
u,278,256,288,265
t,288,253,294,265
 ,294,265,299,265
i,299,252,304,265
m,304,256,319,265
i,319,252,324,265
t,324,253,330,265
a,330,256,339,265
t,339,253,345,265
e,345,256,353,265
 ,353,265,358,265
w,358,256,372,265
a,372,256,381,265
s,381,256,388,265
p,387,256,398,269
s,399,256,406,265
.,406,262,411,265
 ,411,265,416,265
O,416,253,430,265
t,430,253,436,265
h,436,252,446,265
e,446,256,454,265
r,454,256,461,265
 ,461,265,466,265
a,466,256,475,265
n,475,256,485,265
i,485,252,490,265
m,490,256,505,265
a,505,256,514,265
l,514,252,519,265
s,519,256,526,265
 ,526,265,531,265
p,530,256,541,269
r,542,256,549,265
o,549,256,559,265
t,559,253,565,265
e,565,256,573,265
c,573,256,581,265
t,581,253,587,265
 ,587,265,592,265
t,592,253,598,265
h,598,252,608,265
e,608,256,616,265
m,616,256,631,265
s,631,256,638,265
e,638,256,646,265
l,646,252,651,265
v,651,256,661,265
e,661,256,669,265
s,669,256,676,265
 ,676,265,681,265
b,680,252,691,265
y,692,256,702,269
m,112,279,127,288
a,127,279,136,288
k,136,275,146,288
i,146,275,151,288
n,151,279,161,288
g,161,279,171,292
 ,171,288,176,288
t,176,276,182,288
h,182,275,192,288
e,192,279,200,288
m,200,279,215,288
s,215,279,222,288
e,222,279,230,288
l,230,275,235,288
v,235,279,245,288
e,245,279,253,288
s,253,279,260,288
 ,260,288,265,288
a,265,279,274,288
l,274,275,279,288
m,279,279,294,288
o,294,279,304,288
s,304,279,311,288
t,311,276,317,288
 ,317,288,322,288
i,322,275,327,288
n,327,279,337,288
v,337,279,347,288
i,347,275,352,288
s,352,279,359,288
i,359,275,364,288
b,363,275,374,288
l,375,275,380,288
e,380,279,388,288
.,388,285,393,288
 ,393,288,398,288
T,398,276,410,288
h,410,275,420,288
e,420,279,428,288
y,428,279,438,292
 ,438,288,443,288
l,443,275,448,288
o,448,279,458,288
o,458,279,468,288
k,468,275,478,288
 ,478,288,483,288
l,483,275,488,288
i,488,275,493,288
k,493,275,503,288
e,503,279,511,288
 ,511,288,516,288
t,516,276,522,288
h,522,275,532,288
e,532,279,540,288
 ,540,288,545,288
l,545,275,550,288
e,550,279,558,288
a,558,279,567,288
v,567,279,577,288
e,577,279,585,288
s,585,279,592,288
",",592,286,597,291
 ,597,288,602,288
t,602,276,608,288
h,608,275,618,288
e,618,279,626,288
 ,626,288,631,288
g,631,279,641,292
r,641,279,648,288
o,648,279,658,288
u,658,279,668,288
n,668,279,678,288
d,678,275,688,288
 ,688,288,693,288
o,693,279,703,288
r,703,279,710,288
 ,710,288,715,288
t,715,276,721,288
h,721,275,731,288
e,731,279,739,288
r,112,302,119,311
o,119,302,129,311
c,129,302,137,311
k,137,298,147,311
s,147,302,154,311
 ,154,311,159,311
o,159,302,169,311
n,169,302,179,311
 ,179,311,184,311
w,184,302,198,311
h,198,298,208,311
i,208,298,213,311
c,213,302,221,311
h,221,298,231,311
 ,231,311,236,311
t,236,299,242,311
h,242,298,252,311
e,252,302,260,311
y,260,302,270,315
 ,270,311,275,311
l,275,298,280,311
i,280,298,285,311
v,285,302,295,311
e,295,302,303,311
.,303,308,308,311
