Character,Left,Top,Right,Bottom
e,517,106,528,117
 ,528,116,535,116
c,535,105,545,116
o,545,105,556,116
l,556,103,562,116
d,562,102,573,116
 ,573,116,580,116
c,580,105,590,116
o,590,105,601,116
n,601,106,612,116
s,612,105,622,116
i,622,103,627,117
s,627,105,637,116
t,637,104,646,116
s,646,105,656,116
 ,656,116,663,116
o,663,105,674,116
f,674,102,682,116
 ,682,116,689,116
a,689,106,700,117
 ,700,116,707,116
s,707,105,717,116
k,717,102,728,116
i,728,103,733,117
n,733,106,744,116
 ,744,116,751,116
w,751,106,766,116
i,766,103,771,117
t,771,104,780,116
h,780,102,791,116
 ,791,116,798,116
t,798,104,807,116
h,807,102,818,116
o,818,105,829,116
u,829,106,840,116
s,840,105,850,116
a,850,106,861,117
n,861,106,872,116
d,872,102,883,116
s,883,105,893,116
o,112,136,123,147
f,123,133,131,147
 ,131,147,138,147
s,138,136,148,147
i,148,134,153,148
n,153,137,164,147
g,164,137,175,152
l,175,134,181,147
e,181,137,192,148
 ,192,147,199,147
h,199,133,210,147
a,210,137,221,148
i,221,134,226,148
r,226,137,234,147
s,234,136,244,147
 ,244,147,251,147
a,251,137,262,148
n,262,137,273,147
d,273,133,284,147
 ,284,147,291,147
a,291,137,302,148
 ,302,147,309,147
t,309,135,318,147
h,318,133,329,147
i,329,134,334,148
c,334,136,344,147
k,344,133,355,147
 ,355,147,362,147
l,362,134,368,147
a,368,137,379,148
y,379,137,391,151
e,391,137,402,148
r,402,137,410,147
 ,410,147,417,147
o,417,136,428,147
f,428,133,436,147
 ,436,147,443,147
f,443,133,451,147
a,451,137,462,148
t,462,135,471,147
.,471,144,476,147
 ,476,147,483,147
W,483,134,502,147
i,502,134,507,148
t,507,135,516,147
h,516,133,527,147
 ,527,147,534,147
i,534,134,539,148
t,539,135,548,147
s,548,136,558,147
 ,558,147,565,147
b,565,133,576,148
i,576,134,581,148
g,581,137,592,152
 ,592,147,599,147
l,599,134,605,147
u,605,137,616,147
n,616,137,627,147
g,627,137,638,152
s,638,136,648,147
 ,648,147,655,147
i,655,134,660,148
t,660,135,669,147
 ,669,147,676,147
c,676,136,686,147
a,686,137,697,148
n,697,137,708,147
 ,708,147,715,147
e,715,137,726,148
a,726,137,737,148
s,737,136,747,147
i,747,134,752,148
l,752,134,758,147
y,758,137,770,151
 ,770,147,777,147
s,777,136,787,147
t,787,135,796,147
a,796,137,807,148
y,807,137,819,151
 ,819,147,826,147
u,826,137,837,147
n,837,137,848,147
d,848,133,859,147
e,859,137,870,148
r,870,137,878,147
w,112,168,127,178
a,127,168,138,179
t,138,166,147,178
e,147,168,158,179
r,158,168,166,178
 ,166,178,173,178
f,173,164,181,178
o,181,167,192,178
r,192,168,200,178
 ,200,178,207,178
m,207,168,224,178
o,224,167,235,178
r,235,168,243,178
e,243,168,254,179
 ,254,178,261,178
t,261,166,270,178
h,270,164,281,178
a,281,168,292,179
n,292,168,303,178
 ,303,178,310,178
t,310,166,319,178
w,319,168,334,178
e,334,168,345,179
n,345,168,356,178
t,356,166,365,178
y,365,168,377,182
 ,377,178,384,178
m,384,168,401,178
i,401,165,406,179
n,406,168,417,178
u,417,168,428,178
t,428,166,437,178
e,437,168,448,179
s,448,167,458,178
.,458,175,463,178
 ,463,178,470,178
T,470,165,483,178
h,483,164,494,178
e,494,168,505,179
 ,505,178,512,178
b,512,164,523,179
e,523,168,534,179
a,534,168,545,179
v,545,168,557,178
e,557,168,568,179
r,568,168,576,178
 ,576,178,583,178
i,583,165,588,179
s,588,167,598,178
 ,598,178,605,178
n,605,168,616,178
o,616,167,627,178
t,627,166,636,178
 ,636,178,643,178
o,643,167,654,178
n,654,168,665,178
l,665,165,671,178
y,671,168,683,182
 ,683,178,690,178
s,690,167,700,178
k,700,164,711,178
i,711,165,716,179
l,716,165,722,178
l,722,165,728,178
f,728,164,736,178
u,736,168,747,178
l,747,165,753,178
 ,753,178,760,178
i,760,165,765,179
n,765,168,776,178
 ,776,178,783,178
f,783,164,791,178
e,791,168,802,179
l,802,165,808,178
l,808,165,814,178
i,814,165,819,179
n,819,168,830,178
g,830,168,841,183
t,112,197,121,209
r,121,199,129,209
e,129,199,140,210
e,140,199,151,210
s,151,198,161,209
",",161,207,167,212
 ,167,209,174,209
b,174,195,185,210
u,185,199,196,209
t,196,197,205,209
 ,205,209,212,209
a,212,199,223,210
l,223,196,229,209
s,229,198,239,209
o,239,198,250,209
 ,250,209,257,209
a,257,199,268,210
n,268,199,279,209
 ,279,209,286,209
e,286,199,297,210
x,297,199,309,209
p,309,199,321,213
e,321,199,332,210
r,332,199,340,209
i,340,196,345,210
e,345,199,356,210
n,356,199,367,209
c,367,198,377,209
e,377,199,388,210
d,388,195,399,209
 ,399,209,406,209
c,406,198,416,209
r,416,199,424,209
a,424,199,435,210
f,435,195,443,209
t,443,197,452,209
s,452,198,462,209
m,462,199,479,209
a,479,199,490,210
n,490,199,501,209
 ,501,209,508,209
i,508,196,513,210
n,513,199,524,209
 ,524,209,531,209
b,531,195,542,210
u,542,199,553,209
i,553,196,558,210
l,558,196,564,209
d,564,195,575,209
i,575,196,580,210
n,580,199,591,209
g,591,199,602,214
 ,602,209,609,209
d,609,195,620,209
a,620,199,631,210
m,631,199,648,209
s,648,198,658,209
.,658,206,663,209
 ,663,209,670,209
W,670,196,689,209
h,689,195,700,209
e,700,199,711,210
n,711,199,722,209
 ,722,209,729,209
t,729,197,738,209
h,738,195,749,209
e,749,199,760,210
 ,760,209,767,209
b,767,195,778,210
e,778,199,789,210
a,789,199,800,210
v,800,199,812,209
e,812,199,823,210
r,823,199,831,209
 ,831,209,838,209
f,838,195,846,209
e,846,199,857,210
l,857,196,863,209
l,863,196,869,209
s,869,198,879,209
 ,879,209,886,209
a,886,199,897,210
t,112,228,121,240
r,121,230,129,240
e,129,230,140,241
e,140,230,151,241
",",151,238,157,243
 ,157,240,164,240
i,164,227,169,241
t,169,228,178,240
 ,178,240,185,240
g,185,230,196,245
n,196,230,207,240
a,207,230,218,241
w,218,230,233,240
s,233,229,243,240
 ,243,240,250,240
o,250,229,261,240
n,261,230,272,240
 ,272,240,279,240
t,279,228,288,240
h,288,226,299,240
e,299,230,310,241
 ,310,240,317,240
t,317,228,326,240
r,326,230,334,240
u,334,230,345,240
n,345,230,356,240
k,356,226,367,240
 ,367,240,374,240
i,374,227,379,241
n,379,230,390,240
 ,390,240,397,240
s,397,229,407,240
u,407,230,418,240
c,418,229,428,240
h,428,226,439,240
 ,439,240,446,240
a,446,230,457,241
 ,457,240,464,240
w,464,230,479,240
a,479,230,490,241
y,490,230,502,244
 ,502,240,509,240
t,509,228,518,240
h,518,226,529,240
a,529,230,540,241
t,540,228,549,240
 ,549,240,556,240
t,556,228,565,240
h,565,226,576,240
e,576,230,587,241
 ,587,240,594,240
u,594,230,605,240
p,605,230,617,244
p,617,230,629,244
e,629,230,640,241
r,640,230,648,240
 ,648,240,655,240
a,655,230,666,241
n,666,230,677,240
d,677,226,688,240
 ,688,240,695,240
t,695,228,704,240
h,704,226,715,240
e,715,230,726,241
 ,726,240,733,240
l,733,227,739,240
o,739,229,750,240
w,750,230,765,240
e,765,230,776,241
r,776,230,784,240
 ,784,240,791,240
p,791,230,803,244
a,803,230,814,241
r,814,230,822,240
t,822,228,831,240
 ,831,240,838,240
o,838,229,849,240
f,849,226,857,240
 ,857,240,864,240
t,864,228,873,240
h,873,226,884,240
e,884,230,895,241
t,112,259,121,271
r,121,261,129,271
u,129,261,140,271
n,140,261,151,271
k,151,257,162,271
 ,162,271,169,271
a,169,261,180,272
r,180,261,188,271
e,188,261,199,272
 ,199,271,206,271
o,206,260,217,271
n,217,261,228,271
l,228,258,234,271
y,234,261,246,275
 ,246,271,253,271
c,253,260,263,271
o,263,260,274,271
n,274,261,285,271
n,285,261,296,271
e,296,261,307,272
c,307,260,317,271
t,317,259,326,271
e,326,261,337,272
d,337,257,348,271
 ,348,271,355,271
w,355,261,370,271
i,370,258,375,272
t,375,259,384,271
h,384,257,395,271
 ,395,271,402,271
e,402,261,413,272
a,413,261,424,272
c,424,260,434,271
h,434,257,445,271
 ,445,271,452,271
o,452,260,463,271
t,463,259,472,271
h,472,257,483,271
e,483,261,494,272
r,494,261,502,271
 ,502,271,509,271
a,509,261,520,272
t,520,259,529,271
 ,529,271,536,271
a,536,261,547,272
 ,547,271,554,271
s,554,260,564,271
m,564,261,581,271
a,581,261,592,272
l,592,258,598,271
l,598,258,604,271
 ,604,271,611,271
p,611,261,623,275
o,623,260,634,271
i,634,258,639,272
n,639,261,650,271
t,650,259,659,271
.,659,268,664,271
 ,664,271,671,271
W,671,258,690,271
h,690,257,701,271
e,701,261,712,272
n,712,261,723,271
 ,723,271,730,271
t,730,259,739,271
h,739,257,750,271
e,750,261,761,272
 ,761,271,768,271
c,768,260,778,271
o,778,260,789,271
n,789,261,800,271
n,800,261,811,271
e,811,261,822,272
c,822,260,832,271
t,832,259,841,271
i,841,258,846,272
o,846,260,857,271
n,857,261,868,271
 ,868,271,875,271
i,875,258,880,272
s,880,260,890,271
n,112,292,123,302
a,123,292,134,303
r,134,292,142,302
r,142,292,150,302
o,150,291,161,302
w,161,292,176,302
 ,176,302,183,302
a,183,292,194,303
n,194,292,205,302
d,205,288,216,302
 ,216,302,223,302
t,223,290,232,302
h,232,288,243,302
e,243,292,254,303
 ,254,302,261,302
b,261,288,272,303
e,272,292,283,303
a,283,292,294,303
v,294,292,306,302
e,306,292,317,303
r,317,292,325,302
 ,325,302,332,302
h,332,288,343,302
a,343,292,354,303
s,354,291,364,302
 ,364,302,371,302
b,371,288,382,303
e,382,292,393,303
c,393,291,403,302
o,403,291,414,302
m,414,292,431,302
e,431,292,442,303
 ,442,302,449,302
t,449,290,458,302
i,458,289,463,303
r,463,292,471,302
e,471,292,482,303
d,482,288,493,302
",",493,300,499,305
 ,499,302,506,302
t,506,290,515,302
h,515,288,526,302
e,526,292,537,303
 ,537,302,544,302
w,544,292,559,302
i,559,289,564,303
n,564,292,575,302
d,575,288,586,302
 ,586,302,593,302
w,593,292,608,302
i,608,289,613,303
l,613,289,619,302
l,619,289,625,302
 ,625,302,632,302
d,632,288,643,302
o,643,291,654,302
 ,654,302,661,302
t,661,290,670,302
h,670,288,681,302
e,681,292,692,303
 ,692,302,699,302
r,699,292,707,302
e,707,292,718,303
s,718,291,728,302
t,728,290,737,302
.,737,299,742,302
 ,742,302,749,302
T,749,289,762,302
h,762,288,773,302
e,773,292,784,303
 ,784,302,791,302
t,791,290,800,302
w,800,292,815,302
i,815,289,820,303
g,820,292,831,307
s,831,291,841,302
 ,841,302,848,302
a,848,292,859,303
n,859,292,870,302
d,870,288,881,302
t,112,321,121,333
h,121,319,132,333
i,132,320,137,334
n,137,323,148,333
 ,148,333,155,333
b,155,319,166,334
r,166,323,174,333
a,174,323,185,334
n,185,323,196,333
c,196,322,206,333
h,206,319,217,333
e,217,323,228,334
s,228,322,238,333
 ,238,333,245,333
a,245,323,256,334
r,256,323,264,333
e,264,323,275,334
 ,275,333,282,333
c,282,322,292,333
u,292,323,303,333
t,303,321,312,333
 ,312,333,319,333
o,319,322,330,333
f,330,319,338,333
f,338,319,346,333
 ,346,333,353,333
b,353,319,364,334
y,364,323,376,337
 ,376,333,383,333
t,383,321,392,333
h,392,319,403,333
e,403,323,414,334
 ,414,333,421,333
b,421,319,432,334
e,432,323,443,334
a,443,323,454,334
v,454,323,466,333
e,466,323,477,334
r,477,323,485,333
 ,485,333,492,333
a,492,323,503,334
n,503,323,514,333
d,514,319,525,333
 ,525,333,532,333
p,532,323,544,337
i,544,320,549,334
l,549,320,555,333
e,555,323,566,334
d,566,319,577,333
 ,577,333,584,333
u,584,323,595,333
p,595,323,607,337
 ,607,333,614,333
n,614,323,625,333
e,625,323,636,334
a,636,323,647,334
r,647,323,655,333
 ,655,333,662,333
i,662,320,667,334
t,667,321,676,333
s,676,322,686,333
 ,686,333,693,333
d,693,319,704,333
e,704,323,715,334
n,715,323,726,333
",",726,331,732,336
 ,732,333,739,333
w,739,323,754,333
h,754,319,765,333
i,765,320,770,334
c,770,322,780,333
h,780,319,791,333
 ,791,333,798,333
i,798,320,803,334
s,803,322,813,333
 ,813,333,820,333
b,820,319,831,334
u,831,323,842,333
i,842,320,847,334
l,847,320,853,333
t,853,321,862,333
 ,862,333,869,333
o,869,322,880,333
n,880,323,891,333
a,112,354,123,365
 ,123,364,130,364
s,130,353,140,364
m,140,354,157,364
a,157,354,168,365
l,168,351,174,364
l,174,351,180,364
 ,180,364,187,364
i,187,351,192,365
s,192,353,202,364
l,202,351,208,364
a,208,354,219,365
n,219,354,230,364
d,230,350,241,364
.,241,361,246,364
 ,246,364,253,364
T,253,351,266,364
h,266,350,277,364
e,277,354,288,365
 ,288,364,295,364
t,295,352,304,364
h,304,350,315,364
i,315,351,320,365
c,320,353,330,364
k,330,350,341,364
 ,341,364,348,364
b,348,350,359,365
r,359,354,367,364
a,367,354,378,365
n,378,354,389,364
c,389,353,399,364
h,399,350,410,364
e,410,354,421,365
s,421,353,431,364
 ,431,364,438,364
a,438,354,449,365
r,449,354,457,364
e,457,354,468,365
 ,468,364,475,364
s,475,353,485,364
o,485,353,496,364
r,496,354,504,364
t,504,352,513,364
e,513,354,524,365
d,524,350,535,364
 ,535,364,542,364
o,542,353,553,364
u,553,354,564,364
t,564,352,573,364
 ,573,364,580,364
a,580,354,591,365
n,591,354,602,364
d,602,350,613,364
 ,613,364,620,364
u,620,354,631,364
s,631,353,641,364
e,641,354,652,365
d,652,350,663,364
 ,663,364,670,364
a,670,354,681,365
s,681,353,691,364
 ,691,364,698,364
w,698,354,713,364
o,713,353,724,364
o,724,353,735,364
d,735,350,746,364
 ,746,364,753,364
f,753,350,761,364
o,761,353,772,364
r,772,354,780,364
 ,780,364,787,364
b,787,350,798,365
u,798,354,809,364
i,809,351,814,365
l,814,351,820,364
d,820,350,831,364
i,831,351,836,365
n,836,354,847,364
g,847,354,858,369
d,112,381,123,395
a,123,385,134,396
m,134,385,151,395
s,151,384,161,395
.,161,392,166,395
