Character,Left,Top,Right,Bottom
i,576,114,581,127
n,581,118,591,127
g,591,118,601,131
s,601,118,608,127
 ,608,127,613,127
s,613,118,620,127
h,620,114,630,127
o,630,118,640,127
w,640,118,654,127
 ,654,127,659,127
t,659,115,665,127
h,665,114,675,127
a,675,118,684,127
t,684,115,690,127
 ,690,127,695,127
t,695,115,701,127
h,701,114,711,127
i,711,114,716,127
s,716,118,723,127
 ,723,127,728,127
i,728,114,733,127
s,733,118,740,127
n,112,141,122,150
o,122,141,132,150
t,132,138,138,150
 ,138,150,143,150
t,143,138,149,150
r,149,141,156,150
u,156,141,166,150
e,166,141,174,150
.,174,147,179,150
 ,179,150,184,150
A,184,138,198,150
 ,198,150,203,150
s,203,141,210,150
p,209,141,220,154
i,221,137,226,150
d,226,137,236,150
e,236,141,244,150
r,244,141,251,150
 ,251,150,256,150
w,256,141,270,150
o,270,141,280,150
u,280,141,290,150
l,290,137,295,150
d,295,137,305,150
 ,305,150,310,150
a,310,141,319,150
l,319,137,324,150
s,324,141,331,150
o,331,141,341,150
 ,341,150,346,150
g,346,141,356,154
e,356,141,364,150
t,364,138,370,150
 ,370,150,375,150
c,375,141,383,150
a,383,141,392,150
u,392,141,402,150
g,402,141,412,154
h,412,137,422,150
t,422,138,428,150
 ,428,150,433,150
i,433,137,438,150
n,438,141,448,150
 ,448,150,453,150
i,453,137,458,150
t,458,138,464,150
s,464,141,471,150
 ,471,150,476,150
n,476,141,486,150
e,486,141,494,150
t,494,138,500,150
 ,500,150,505,150
i,505,137,510,150
f,510,137,519,150
 ,519,150,524,150
i,524,137,529,150
t,529,138,535,150
 ,535,150,540,150
d,540,137,550,150
i,550,137,555,150
d,555,137,565,150
 ,565,150,570,150
n,570,141,580,150
o,580,141,590,150
t,590,138,596,150
 ,596,150,601,150
m,601,141,616,150
a,616,141,625,150
k,625,137,635,150
e,635,141,643,150
 ,643,150,648,150
u,648,141,658,150
s,658,141,665,150
e,665,141,673,150
 ,673,150,678,150
o,678,141,688,150
f,688,137,697,150
 ,697,150,702,150
a,702,141,711,150
c,112,164,120,173
l,120,160,125,173
e,125,164,133,173
v,133,164,143,173
e,143,164,151,173
r,151,164,158,173
 ,158,173,163,173
t,163,161,169,173
r,169,164,176,173
i,176,160,181,173
c,181,164,189,173
k,189,160,199,173
.,199,170,204,173
 ,204,173,209,173
S,209,161,220,173
p,219,164,230,177
i,231,160,236,173
d,236,160,246,173
e,246,164,254,173
r,254,164,261,173
s,261,164,268,173
 ,268,173,273,173
c,273,164,281,173
a,281,164,290,173
n,290,164,300,173
 ,300,173,305,173
p,304,164,315,177
r,316,164,323,173
o,323,164,333,173
d,333,160,343,173
u,343,164,353,173
c,353,164,361,173
e,361,164,369,173
 ,369,173,374,173
t,374,161,380,173
w,380,164,394,173
o,394,164,404,173
 ,404,173,409,173
d,409,160,419,173
i,419,160,424,173
f,424,160,433,173
f,433,160,442,173
e,442,164,450,173
r,450,164,457,173
e,457,164,465,173
n,465,164,475,173
t,475,161,481,173
 ,481,173,486,173
k,486,160,496,173
i,496,160,501,173
n,501,164,511,173
d,511,160,521,173
s,521,164,528,173
 ,528,173,533,173
o,533,164,543,173
f,543,160,552,173
 ,552,173,557,173
t,557,161,563,173
h,563,160,573,173
r,573,164,580,173
e,580,164,588,173
a,588,164,597,173
d,597,160,607,173
s,607,164,614,173
.,614,170,619,173
 ,619,173,624,173
T,624,161,636,173
h,636,160,646,173
u,646,164,656,173
s,656,164,663,173
",",663,171,668,176
 ,668,173,673,173
s,673,164,680,173
p,679,164,690,177
i,691,160,696,173
d,696,160,706,173
e,706,164,714,173
r,714,164,721,173
s,721,164,728,173
f,112,183,121,196
i,121,183,126,196
r,126,187,133,196
s,133,187,140,196
t,140,184,146,196
 ,146,196,151,196
b,150,183,161,196
u,162,187,172,196
i,172,183,177,196
l,177,183,182,196
d,182,183,192,196
 ,192,196,197,196
a,197,187,206,196
 ,206,196,211,196
n,211,187,221,196
e,221,187,229,196
t,229,184,235,196
 ,235,196,240,196
o,240,187,250,196
u,250,187,260,196
t,260,184,266,196
 ,266,196,271,196
o,271,187,281,196
f,281,183,290,196
 ,290,196,295,196
d,295,183,305,196
r,305,187,312,196
y,312,187,322,200
 ,322,196,327,196
t,327,184,333,196
h,333,183,343,196
r,343,187,350,196
e,350,187,358,196
a,358,187,367,196
d,367,183,377,196
s,377,187,384,196
 ,384,196,389,196
w,389,187,403,196
h,403,183,413,196
i,413,183,418,196
c,418,187,426,196
h,426,183,436,196
 ,436,196,441,196
d,441,183,451,196
o,451,187,461,196
 ,461,196,466,196
n,466,187,476,196
o,476,187,486,196
t,486,184,492,196
 ,492,196,497,196
s,497,187,504,196
t,504,184,510,196
i,510,183,515,196
c,515,187,523,196
k,523,183,533,196
.,533,193,538,196
 ,538,196,543,196
W,543,184,561,196
h,561,183,571,196
e,571,187,579,196
n,579,187,589,196
 ,589,196,594,196
t,594,184,600,196
h,600,183,610,196
i,610,183,615,196
s,615,187,622,196
 ,622,196,627,196
n,627,187,637,196
e,637,187,645,196
t,645,184,651,196
 ,651,196,656,196
i,656,183,661,196
s,661,187,668,196
 ,668,196,673,196
f,673,183,682,196
i,682,183,687,196
n,687,187,697,196
i,697,183,702,196
s,702,187,709,196
h,709,183,719,196
e,719,187,727,196
d,727,183,737,196
",",737,194,742,199
t,112,207,118,219
h,118,206,128,219
e,128,210,136,219
 ,136,219,141,219
s,141,210,148,219
p,147,210,158,223
i,159,206,164,219
d,164,206,174,219
e,174,210,182,219
r,182,210,189,219
 ,189,219,194,219
s,194,210,201,219
p,200,210,211,223
i,212,206,217,219
n,217,210,227,219
s,227,210,234,219
 ,234,219,239,219
t,239,207,245,219
h,245,206,255,219
e,255,210,263,219
 ,263,219,268,219
s,268,210,275,219
t,275,207,281,219
i,281,206,286,219
c,286,210,294,219
k,294,206,304,219
y,304,210,314,223
 ,314,219,319,219
m,319,210,334,219
a,334,210,343,219
t,343,207,349,219
e,349,210,357,219
r,357,210,364,219
i,364,206,369,219
a,369,210,378,219
l,378,206,383,219
 ,383,219,388,219
o,388,210,398,219
n,398,210,408,219
 ,408,219,413,219
t,413,207,419,219
o,419,210,429,219
p,428,210,439,223
 ,440,219,445,219
o,445,210,455,219
f,455,206,464,219
 ,464,219,469,219
i,469,206,474,219
t,474,207,480,219
.,480,216,485,219
 ,485,219,490,219
O,490,207,504,219
n,504,210,514,219
l,514,206,519,219
y,519,210,529,223
 ,529,219,534,219
t,534,207,540,219
h,540,206,550,219
i,550,206,555,219
s,555,210,562,219
 ,562,219,567,219
n,567,210,577,219
e,577,210,585,219
t,585,207,591,219
 ,591,219,596,219
o,596,210,606,219
n,606,210,616,219
 ,616,219,621,219
t,621,207,627,219
o,627,210,637,219
p,636,210,647,223
 ,648,219,653,219
o,653,210,663,219
f,663,206,672,219
 ,672,219,677,219
t,677,207,683,219
h,683,206,693,219
e,693,210,701,219
 ,701,219,706,219
n,706,210,716,219
e,716,210,724,219
t,724,207,730,219
c,112,233,120,242
a,120,233,129,242
t,129,230,135,242
c,135,233,143,242
h,143,229,153,242
e,153,233,161,242
s,161,233,168,242
 ,168,242,173,242
t,173,230,179,242
h,179,229,189,242
e,189,233,197,242
 ,197,242,202,242
i,202,229,207,242
n,207,233,217,242
s,217,233,224,242
e,224,233,232,242
c,232,233,240,242
t,240,230,246,242
s,246,233,253,242
 ,253,242,258,242
t,258,230,264,242
h,264,229,274,242
a,274,233,283,242
t,283,230,289,242
 ,289,242,294,242
l,294,229,299,242
a,299,233,308,242
n,308,233,318,242
d,318,229,328,242
 ,328,242,333,242
o,333,233,343,242
n,343,233,353,242
 ,353,242,358,242
i,358,229,363,242
t,363,230,369,242
.,369,239,374,242
 ,374,242,379,242
I,379,230,385,242
n,385,233,395,242
 ,395,242,400,242
o,400,233,410,242
r,410,233,417,242
d,417,229,427,242
e,427,233,435,242
r,435,233,442,242
 ,442,242,447,242
n,447,233,457,242
o,457,233,467,242
t,467,230,473,242
 ,473,242,478,242
t,478,230,484,242
o,484,233,494,242
 ,494,242,499,242
b,498,229,509,242
e,510,233,518,242
 ,518,242,523,242
p,522,233,533,246
u,534,233,544,242
t,544,230,550,242
 ,550,242,555,242
o,555,233,565,242
u,565,233,575,242
t,575,230,581,242
 ,581,242,586,242
o,586,233,596,242
f,596,229,605,242
 ,605,242,610,242
a,610,233,619,242
c,619,233,627,242
t,627,230,633,242
i,633,229,638,242
o,638,233,648,242
n,648,233,658,242
 ,658,242,663,242
i,663,229,668,242
t,668,230,674,242
s,674,233,681,242
e,681,233,689,242
l,689,229,694,242
f,694,229,703,242
",",703,240,708,245
 ,708,242,713,242
t,713,230,719,242
h,719,229,729,242
e,729,233,737,242
s,112,256,119,265
p,118,256,129,269
i,130,252,135,265
d,135,252,145,265
e,145,256,153,265
r,153,256,160,265
 ,160,265,165,265
l,165,252,170,265
e,170,256,178,265
a,178,256,187,265
v,187,256,197,265
e,197,256,205,265
s,205,256,212,265
 ,212,265,217,265
p,216,256,227,269
a,228,256,237,265
r,237,256,244,265
t,244,253,250,265
s,250,256,257,265
 ,257,265,262,265
o,262,256,272,265
f,272,252,281,265
 ,281,265,286,265
t,286,253,292,265
h,292,252,302,265
e,302,256,310,265
 ,310,265,315,265
n,315,256,325,265
e,325,256,333,265
t,333,253,339,265
 ,339,265,344,265
f,344,252,353,265
r,353,256,360,265
e,360,256,368,265
e,368,256,376,265
 ,376,265,381,265
o,381,256,391,265
f,391,252,400,265
 ,400,265,405,265
s,405,256,412,265
t,412,253,418,265
i,418,252,423,265
c,423,256,431,265
k,431,252,441,265
y,441,256,451,269
 ,451,265,456,265
m,456,256,471,265
a,471,256,480,265
t,480,253,486,265
e,486,256,494,265
r,494,256,501,265
i,501,252,506,265
a,506,256,515,265
l,515,252,520,265
.,520,262,525,265
 ,525,265,530,265
T,530,253,542,265
h,542,252,552,265
e,552,256,560,265
s,560,256,567,265
e,567,256,575,265
 ,575,265,580,265
s,580,256,587,265
p,586,256,597,269
o,598,256,608,265
t,608,253,614,265
s,614,256,621,265
 ,621,265,626,265
a,626,256,635,265
r,635,256,642,265
e,642,256,650,265
 ,650,265,655,265
p,654,256,665,269
l,666,252,671,265
a,671,256,680,265
c,680,256,688,265
e,688,256,696,265
d,696,252,706,265
 ,706,265,711,265
i,711,252,716,265
n,716,256,726,265
s,112,279,119,288
u,119,279,129,288
c,129,279,137,288
h,137,275,147,288
 ,147,288,152,288
a,152,279,161,288
 ,161,288,166,288
c,166,279,174,288
l,174,275,179,288
e,179,279,187,288
v,187,279,197,288
e,197,279,205,288
r,205,279,212,288
 ,212,288,217,288
w,217,279,231,288
a,231,279,240,288
y,240,279,250,292
 ,250,288,255,288
t,255,276,261,288
h,261,275,271,288
a,271,279,280,288
t,280,276,286,288
 ,286,288,291,288
t,291,276,297,288
h,297,275,307,288
e,307,279,315,288
 ,315,288,320,288
s,320,279,327,288
p,326,279,337,292
i,338,275,343,288
d,343,275,353,288
e,353,279,361,288
r,361,279,368,288
 ,368,288,373,288
c,373,279,381,288
a,381,279,390,288
n,390,279,400,288
 ,400,288,405,288
r,405,279,412,288
e,412,279,420,288
a,420,279,429,288
c,429,279,437,288
h,437,275,447,288
 ,447,288,452,288
e,452,279,460,288
v,460,279,470,288
e,470,279,478,288
r,478,279,485,288
y,485,279,495,292
 ,495,288,500,288
p,499,279,510,292
o,511,279,521,288
i,521,275,526,288
n,526,279,536,288
t,536,276,542,288
 ,542,288,547,288
o,547,279,557,288
f,557,275,566,288
 ,566,288,571,288
i,571,275,576,288
t,576,276,582,288
s,582,279,589,288
 ,589,288,594,288
n,594,279,604,288
e,604,279,612,288
t,612,276,618,288
 ,618,288,623,288
w,623,279,637,288
i,637,275,642,288
t,642,276,648,288
h,648,275,658,288
o,658,279,668,288
u,668,279,678,288
t,678,276,684,288
g,112,302,122,315
e,122,302,130,311
t,130,299,136,311
t,136,299,142,311
i,142,298,147,311
n,147,302,157,311
g,157,302,167,315
 ,167,311,172,311
c,172,302,180,311
a,180,302,189,311
u,189,302,199,311
g,199,302,209,315
h,209,298,219,311
t,219,299,225,311
 ,225,311,230,311
i,230,298,235,311
n,235,302,245,311
 ,245,311,250,311
i,250,298,255,311
t,255,299,261,311
 ,261,311,266,311
i,266,298,271,311
t,271,299,277,311
s,277,302,284,311
e,284,302,292,311
l,292,298,297,311
f,297,298,306,311
.,306,308,311,311
