Character,Left,Top,Right,Bottom
s,781,198,791,209
p,791,199,803,213
i,803,196,808,210
d,808,195,819,209
e,819,199,830,210
r,830,199,838,209
s,838,198,848,209
f,112,226,120,240
i,120,227,125,241
r,125,230,133,240
s,133,229,143,240
t,143,228,152,240
 ,152,240,159,240
b,159,226,170,241
u,170,230,181,240
i,181,227,186,241
l,186,227,192,240
d,192,226,203,240
 ,203,240,210,240
a,210,230,221,241
 ,221,240,228,240
n,228,230,239,240
e,239,230,250,241
t,250,228,259,240
 ,259,240,266,240
o,266,229,277,240
u,277,230,288,240
t,288,228,297,240
 ,297,240,304,240
o,304,229,315,240
f,315,226,323,240
 ,323,240,330,240
d,330,226,341,240
r,341,230,349,240
y,349,230,361,244
 ,361,240,368,240
t,368,228,377,240
h,377,226,388,240
r,388,230,396,240
e,396,230,407,241
a,407,230,418,241
d,418,226,429,240
s,429,229,439,240
 ,439,240,446,240
w,446,230,461,240
h,461,226,472,240
i,472,227,477,241
c,477,229,487,240
h,487,226,498,240
 ,498,240,505,240
d,505,226,516,240
o,516,229,527,240
 ,527,240,534,240
n,534,230,545,240
o,545,229,556,240
t,556,228,565,240
 ,565,240,572,240
s,572,229,582,240
t,582,228,591,240
i,591,227,596,241
c,596,229,606,240
k,606,226,617,240
.,617,237,622,240
 ,622,240,629,240
W,629,227,648,240
h,648,226,659,240
e,659,230,670,241
n,670,230,681,240
 ,681,240,688,240
t,688,228,697,240
h,697,226,708,240
i,708,227,713,241
s,713,229,723,240
 ,723,240,730,240
n,730,230,741,240
e,741,230,752,241
t,752,228,761,240
 ,761,240,768,240
i,768,227,773,241
s,773,229,783,240
 ,783,240,790,240
f,790,226,798,240
i,798,227,803,241
n,803,230,814,240
i,814,227,819,241
s,819,229,829,240
h,829,226,840,240
e,840,230,851,241
d,851,226,862,240
",",862,238,868,243
t,112,259,121,271
h,121,257,132,271
e,132,261,143,272
 ,143,271,150,271
s,150,260,160,271
p,160,261,172,275
i,172,258,177,272
d,177,257,188,271
e,188,261,199,272
r,199,261,207,271
 ,207,271,214,271
s,214,260,224,271
p,224,261,236,275
i,236,258,241,272
n,241,261,252,271
s,252,260,262,271
 ,262,271,269,271
t,269,259,278,271
h,278,257,289,271
e,289,261,300,272
 ,300,271,307,271
s,307,260,317,271
t,317,259,326,271
i,326,258,331,272
c,331,260,341,271
k,341,257,352,271
y,352,261,364,275
 ,364,271,371,271
m,371,261,388,271
a,388,261,399,272
t,399,259,408,271
e,408,261,419,272
r,419,261,427,271
i,427,258,432,272
a,432,261,443,272
l,443,258,449,271
 ,449,271,456,271
o,456,260,467,271
n,467,261,478,271
 ,478,271,485,271
t,485,259,494,271
o,494,260,505,271
p,505,261,517,275
 ,517,271,524,271
o,524,260,535,271
f,535,257,543,271
 ,543,271,550,271
i,550,258,555,272
t,555,259,564,271
.,564,268,569,271
 ,569,271,576,271
O,576,257,590,271
n,590,261,601,271
l,601,258,607,271
y,607,261,619,275
 ,619,271,626,271
t,626,259,635,271
h,635,257,646,271
i,646,258,651,272
s,651,260,661,271
 ,661,271,668,271
n,668,261,679,271
e,679,261,690,272
t,690,259,699,271
 ,699,271,706,271
o,706,260,717,271
n,717,261,728,271
 ,728,271,735,271
t,735,259,744,271
o,744,260,755,271
p,755,261,767,275
 ,767,271,774,271
o,774,260,785,271
f,785,257,793,271
 ,793,271,800,271
t,800,259,809,271
h,809,257,820,271
e,820,261,831,272
 ,831,271,838,271
n,838,261,849,271
e,849,261,860,272
t,860,259,869,271
c,112,291,122,302
a,122,292,133,303
t,133,290,142,302
c,142,291,152,302
h,152,288,163,302
e,163,292,174,303
s,174,291,184,302
 ,184,302,191,302
t,191,290,200,302
h,200,288,211,302
e,211,292,222,303
 ,222,302,229,302
i,229,289,234,303
n,234,292,245,302
s,245,291,255,302
e,255,292,266,303
c,266,291,276,302
t,276,290,285,302
s,285,291,295,302
 ,295,302,302,302
t,302,290,311,302
h,311,288,322,302
a,322,292,333,303
t,333,290,342,302
 ,342,302,349,302
l,349,289,355,302
a,355,292,366,303
n,366,292,377,302
d,377,288,388,302
 ,388,302,395,302
o,395,291,406,302
n,406,292,417,302
 ,417,302,424,302
i,424,289,429,303
t,429,290,438,302
.,438,299,443,302
 ,443,302,450,302
I,450,289,455,302
n,455,292,466,302
 ,466,302,473,302
o,473,291,484,302
r,484,292,492,302
d,492,288,503,302
e,503,292,514,303
r,514,292,522,302
 ,522,302,529,302
n,529,292,540,302
o,540,291,551,302
t,551,290,560,302
 ,560,302,567,302
t,567,290,576,302
o,576,291,587,302
 ,587,302,594,302
b,594,288,605,303
e,605,292,616,303
 ,616,302,623,302
p,623,292,635,306
u,635,292,646,302
t,646,290,655,302
 ,655,302,662,302
o,662,291,673,302
u,673,292,684,302
t,684,290,693,302
 ,693,302,700,302
o,700,291,711,302
f,711,288,719,302
 ,719,302,726,302
a,726,292,737,303
c,737,291,747,302
t,747,290,756,302
i,756,289,761,303
o,761,291,772,302
n,772,292,783,302
 ,783,302,790,302
i,790,289,795,303
t,795,290,804,302
s,804,291,814,302
e,814,292,825,303
l,825,289,831,302
f,831,288,839,302
",",839,300,845,305
 ,845,302,852,302
t,852,290,861,302
h,861,288,872,302
e,872,292,883,303
s,112,322,122,333
p,122,323,134,337
i,134,320,139,334
d,139,319,150,333
e,150,323,161,334
r,161,323,169,333
 ,169,333,176,333
l,176,320,182,333
e,182,323,193,334
a,193,323,204,334
v,204,323,216,333
e,216,323,227,334
s,227,322,237,333
 ,237,333,244,333
p,244,323,256,337
a,256,323,267,334
r,267,323,275,333
t,275,321,284,333
s,284,322,294,333
 ,294,333,301,333
o,301,322,312,333
f,312,319,320,333
 ,320,333,327,333
t,327,321,336,333
h,336,319,347,333
e,347,323,358,334
 ,358,333,365,333
n,365,323,376,333
e,376,323,387,334
t,387,321,396,333
 ,396,333,403,333
f,403,319,411,333
r,411,323,419,333
e,419,323,430,334
e,430,323,441,334
 ,441,333,448,333
o,448,322,459,333
f,459,319,467,333
 ,467,333,474,333
s,474,322,484,333
t,484,321,493,333
i,493,320,498,334
c,498,322,508,333
k,508,319,519,333
y,519,323,531,337
 ,531,333,538,333
m,538,323,555,333
a,555,323,566,334
t,566,321,575,333
e,575,323,586,334
r,586,323,594,333
i,594,320,599,334
a,599,323,610,334
l,610,320,616,333
.,616,330,621,333
 ,621,333,628,333
T,628,320,641,333
h,641,319,652,333
e,652,323,663,334
s,663,322,673,333
e,673,323,684,334
 ,684,333,691,333
s,691,322,701,333
p,701,323,713,337
o,713,322,724,333
t,724,321,733,333
s,733,322,743,333
 ,743,333,750,333
a,750,323,761,334
r,761,323,769,333
e,769,323,780,334
 ,780,333,787,333
p,787,323,799,337
l,799,320,805,333
a,805,323,816,334
c,816,322,826,333
e,826,323,837,334
d,837,319,848,333
 ,848,333,855,333
i,855,320,860,334
n,860,323,871,333
s,112,353,122,364
u,122,354,133,364
c,133,353,143,364
h,143,350,154,364
 ,154,364,161,364
a,161,354,172,365
 ,172,364,179,364
c,179,353,189,364
l,189,351,195,364
e,195,354,206,365
v,206,354,218,364
e,218,354,229,365
r,229,354,237,364
 ,237,364,244,364
w,244,354,259,364
a,259,354,270,365
y,270,354,282,368
 ,282,364,289,364
t,289,352,298,364
h,298,350,309,364
a,309,354,320,365
t,320,352,329,364
 ,329,364,336,364
t,336,352,345,364
h,345,350,356,364
e,356,354,367,365
 ,367,364,374,364
s,374,353,384,364
p,384,354,396,368
i,396,351,401,365
d,401,350,412,364
e,412,354,423,365
r,423,354,431,364
 ,431,364,438,364
c,438,353,448,364
a,448,354,459,365
n,459,354,470,364
 ,470,364,477,364
r,477,354,485,364
e,485,354,496,365
a,496,354,507,365
c,507,353,517,364
h,517,350,528,364
 ,528,364,535,364
e,535,354,546,365
v,546,354,558,364
e,558,354,569,365
r,569,354,577,364
y,577,354,589,368
 ,589,364,596,364
p,596,354,608,368
o,608,353,619,364
i,619,351,624,365
n,624,354,635,364
t,635,352,644,364
 ,644,364,651,364
o,651,353,662,364
f,662,350,670,364
 ,670,364,677,364
i,677,351,682,365
t,682,352,691,364
s,691,353,701,364
 ,701,364,708,364
n,708,354,719,364
e,719,354,730,365
t,730,352,739,364
 ,739,364,746,364
w,746,354,761,364
i,761,351,766,365
t,766,352,775,364
h,775,350,786,364
o,786,353,797,364
u,797,354,808,364
t,808,352,817,364
g,112,385,123,400
e,123,385,134,396
t,134,383,143,395
t,143,383,152,395
i,152,382,157,396
n,157,385,168,395
g,168,385,179,400
 ,179,395,186,395
c,186,384,196,395
a,196,385,207,396
u,207,385,218,395
g,218,385,229,400
h,229,381,240,395
t,240,383,249,395
 ,249,395,256,395
i,256,382,261,396
n,261,385,272,395
 ,272,395,279,395
i,279,382,284,396
t,284,383,293,395
 ,293,395,300,395
i,300,382,305,396
t,305,383,314,395
s,314,384,324,395
e,324,385,335,396
l,335,382,341,395
f,341,381,349,395
.,349,392,354,395
