Character,Left,Top,Right,Bottom
n,675,199,686,209
i,686,196,691,210
m,691,199,708,209
a,708,199,719,210
l,719,196,725,209
s,725,198,735,209
 ,735,209,742,209
b,742,195,753,210
e,753,199,764,210
h,764,195,775,209
a,775,199,786,210
v,786,199,798,209
e,798,199,809,210
 ,809,209,816,209
i,816,196,821,210
n,821,199,832,209
 ,832,209,839,209
a,839,199,850,210
s,112,229,122,240
i,122,227,127,241
m,127,230,144,240
i,144,227,149,241
l,149,227,155,240
a,155,230,166,241
r,166,230,174,240
 ,174,240,181,240
w,181,230,196,240
a,196,230,207,241
y,207,230,219,244
.,219,237,224,240
 ,224,240,231,240
T,231,227,244,240
h,244,226,255,240
e,255,230,266,241
r,266,230,274,240
e,274,230,285,241
 ,285,240,292,240
a,292,230,303,241
r,303,230,311,240
e,311,230,322,241
 ,322,240,329,240
f,329,226,337,240
r,337,230,345,240
o,345,229,356,240
g,356,230,367,245
s,367,229,377,240
 ,377,240,384,240
t,384,228,393,240
h,393,226,404,240
a,404,230,415,241
t,415,228,424,240
 ,424,240,431,240
b,431,226,442,241
u,442,230,453,240
r,453,230,461,240
y,461,230,473,244
 ,473,240,480,240
t,480,228,489,240
h,489,226,500,240
e,500,230,511,241
m,511,230,528,240
s,528,229,538,240
e,538,230,549,241
l,549,227,555,240
v,555,230,567,240
e,567,230,578,241
s,578,229,588,240
 ,588,240,595,240
i,595,227,600,241
n,600,230,611,240
 ,611,240,618,240
t,618,228,627,240
h,627,226,638,240
e,638,230,649,241
 ,649,240,656,240
g,656,230,667,245
r,667,230,675,240
o,675,229,686,240
u,686,230,697,240
n,697,230,708,240
d,708,226,719,240
 ,719,240,726,240
a,726,230,737,241
n,737,230,748,240
d,748,226,759,240
 ,759,240,766,240
f,766,226,774,240
o,774,229,785,240
r,785,230,793,240
m,793,230,810,240
 ,810,240,817,240
a,817,230,828,241
 ,828,240,835,240
c,835,229,845,240
a,845,230,856,241
p,856,230,868,244
s,868,229,878,240
u,878,230,889,240
l,889,227,895,240
e,895,230,906,241
w,112,261,127,271
h,127,257,138,271
i,138,258,143,272
c,143,260,153,271
h,153,257,164,271
 ,164,271,171,271
p,171,261,183,275
r,183,261,191,271
e,191,261,202,272
v,202,261,214,271
e,214,261,225,272
n,225,261,236,271
t,236,259,245,271
s,245,260,255,271
 ,255,271,262,271
t,262,259,271,271
h,271,257,282,271
e,282,261,293,272
m,293,261,310,271
 ,310,271,317,271
f,317,257,325,271
r,325,261,333,271
o,333,260,344,271
m,344,261,361,271
 ,361,271,368,271
d,368,257,379,271
r,379,261,387,271
y,387,261,399,275
i,399,258,404,272
n,404,261,415,271
g,415,261,426,276
 ,426,271,433,271
o,433,260,444,271
u,444,261,455,271
t,455,259,464,271
.,464,268,469,271
 ,469,271,476,271
T,476,258,489,271
h,489,257,500,271
e,500,261,511,272
s,511,260,521,271
e,521,261,532,272
 ,532,271,539,271
f,539,257,547,271
r,547,261,555,271
o,555,260,566,271
g,566,261,577,276
s,577,260,587,271
 ,587,271,594,271
o,594,260,605,271
n,605,261,616,271
l,616,258,622,271
y,622,261,634,275
 ,634,271,641,271
c,641,260,651,271
o,651,260,662,271
m,662,261,679,271
e,679,261,690,272
 ,690,271,697,271
t,697,259,706,271
o,706,260,717,271
 ,717,271,724,271
t,724,259,733,271
h,733,257,744,271
e,744,261,755,272
 ,755,271,762,271
s,762,260,772,271
u,772,261,783,271
r,783,261,791,271
f,791,257,799,271
a,799,261,810,272
c,810,260,820,271
e,820,261,831,272
 ,831,271,838,271
w,838,261,853,271
h,853,257,864,271
e,864,261,875,272
n,875,261,886,271
i,112,289,117,303
t,117,290,126,302
 ,126,302,133,302
f,133,288,141,302
i,141,289,146,303
n,146,292,157,302
a,157,292,168,303
l,168,289,174,302
l,174,289,180,302
y,180,292,192,306
 ,192,302,199,302
r,199,292,207,302
a,207,292,218,303
i,218,289,223,303
n,223,292,234,302
s,234,291,244,302
.,244,299,249,302
 ,249,302,256,302
T,256,289,269,302
h,269,288,280,302
e,280,292,291,303
y,291,292,303,306
 ,303,302,310,302
u,310,292,321,302
s,321,291,331,302
e,331,292,342,303
 ,342,302,349,302
t,349,290,358,302
h,358,288,369,302
i,369,289,374,303
s,374,291,384,302
 ,384,302,391,302
t,391,290,400,302
i,400,289,405,303
m,405,292,422,302
e,422,292,433,303
 ,433,302,440,302
i,440,289,445,303
n,445,292,456,302
 ,456,302,463,302
w,463,292,478,302
h,478,288,489,302
i,489,289,494,303
c,494,291,504,302
h,504,288,515,302
 ,515,302,522,302
w,522,292,537,302
a,537,292,548,303
t,548,290,557,302
e,557,292,568,303
r,568,292,576,302
 ,576,302,583,302
i,583,289,588,303
s,588,291,598,302
 ,598,302,605,302
a,605,292,616,303
v,616,292,628,302
a,628,292,639,303
i,639,289,644,303
l,644,289,650,302
a,650,292,661,303
b,661,288,672,303
l,672,289,678,302
e,678,292,689,303
 ,689,302,696,302
t,696,290,705,302
o,705,291,716,302
 ,716,302,723,302
p,723,292,735,306
r,735,292,743,302
o,743,291,754,302
v,754,292,766,302
i,766,289,771,303
d,771,288,782,302
e,782,292,793,303
 ,793,302,800,302
f,800,288,808,302
o,808,291,819,302
r,819,292,827,302
 ,827,302,834,302
t,834,290,843,302
h,843,288,854,302
e,854,292,865,303
i,865,289,870,303
r,870,292,878,302
o,112,322,123,333
f,123,319,131,333
f,131,319,139,333
s,139,322,149,333
p,149,323,161,337
r,161,323,169,333
i,169,320,174,334
n,174,323,185,333
g,185,323,196,338
.,196,330,201,333
 ,201,333,208,333
A,208,320,222,333
 ,222,333,229,333
l,229,320,235,333
o,235,322,246,333
t,246,321,255,333
 ,255,333,262,333
o,262,322,273,333
f,273,319,281,333
 ,281,333,288,333
p,288,323,300,337
l,300,320,306,333
a,306,323,317,334
n,317,323,328,333
t,328,321,337,333
s,337,322,347,333
 ,347,333,354,333
i,354,320,359,334
n,359,323,370,333
 ,370,333,377,333
t,377,321,386,333
h,386,319,397,333
e,397,323,408,334
 ,408,333,415,333
d,415,319,426,333
e,426,323,437,334
s,437,322,447,333
e,447,323,458,334
r,458,323,466,333
t,466,321,475,333
 ,475,333,482,333
h,482,319,493,333
a,493,323,504,334
v,504,323,516,333
e,516,323,527,334
 ,527,333,534,333
a,534,323,545,334
d,545,319,556,333
a,556,323,567,334
p,567,323,579,337
t,579,321,588,333
e,588,323,599,334
d,599,319,610,333
 ,610,333,617,333
t,617,321,626,333
o,626,322,637,333
 ,637,333,644,333
t,644,321,653,333
h,653,319,664,333
e,664,323,675,334
 ,675,333,682,333
d,682,319,693,333
r,693,323,701,333
y,701,323,713,337
n,713,323,724,333
e,724,323,735,334
s,735,322,745,333
s,745,322,755,333
 ,755,333,762,333
i,762,320,767,334
n,767,323,778,333
 ,778,333,785,333
o,785,322,796,333
t,796,321,805,333
h,805,319,816,333
e,816,323,827,334
r,827,323,835,333
 ,835,333,842,333
w,842,323,857,333
a,857,323,868,334
y,868,323,880,337
s,880,322,890,333
.,890,330,895,333
S,112,350,124,364
o,124,353,135,364
m,135,354,152,364
e,152,354,163,365
 ,163,364,170,364
h,170,350,181,364
a,181,354,192,365
v,192,354,204,364
e,204,354,215,365
 ,215,364,222,364
e,222,354,233,365
x,233,354,245,364
t,245,352,254,364
e,254,354,265,365
n,265,354,276,364
s,276,353,286,364
i,286,351,291,365
v,291,354,303,364
e,303,354,314,365
 ,314,364,321,364
r,321,354,329,364
o,329,353,340,364
o,340,353,351,364
t,351,352,360,364
s,360,353,370,364
 ,370,364,377,364
t,377,352,386,364
h,386,350,397,364
a,397,354,408,365
t,408,352,417,364
 ,417,364,424,364
t,424,352,433,364
a,433,354,444,365
k,444,350,455,364
e,455,354,466,365
 ,466,364,473,364
i,473,351,478,365
n,478,354,489,364
 ,489,364,496,364
w,496,354,511,364
a,511,354,522,365
t,522,352,531,364
e,531,354,542,365
r,542,354,550,364
 ,550,364,557,364
f,557,350,565,364
r,565,354,573,364
o,573,353,584,364
m,584,354,601,364
 ,601,364,608,364
a,608,354,619,365
 ,619,364,626,364
l,626,351,632,364
a,632,354,643,365
r,643,354,651,364
g,651,354,662,369
e,662,354,673,365
 ,673,364,680,364
a,680,354,691,365
r,691,354,699,364
e,699,354,710,365
a,710,354,721,365
 ,721,364,728,364
o,728,353,739,364
r,739,354,747,364
 ,747,364,754,364
r,754,354,762,364
e,762,354,773,365
a,773,354,784,365
c,784,353,794,364
h,794,350,805,364
 ,805,364,812,364
i,812,351,817,365
n,817,354,828,364
t,828,352,837,364
o,837,353,848,364
 ,848,364,855,364
t,855,352,864,364
h,864,350,875,364
e,875,354,886,365
g,112,385,123,400
r,123,385,131,395
o,131,384,142,395
u,142,385,153,395
n,153,385,164,395
d,164,381,175,395
 ,175,395,182,395
v,182,385,194,395
e,194,385,205,396
r,205,385,213,395
y,213,385,225,399
 ,225,395,232,395
f,232,381,240,395
a,240,385,251,396
r,251,385,259,395
.,259,392,264,395
