Character,Left,Top,Right,Bottom
f,123,133,131,147
 ,131,147,138,147
s,138,136,148,147
e,148,137,159,148
e,159,137,170,148
d,170,133,181,147
s,181,136,191,147
 ,191,147,198,147
w,198,137,213,147
h,213,133,224,147
i,224,134,229,148
c,229,136,239,147
h,239,133,250,147
 ,250,147,257,147
w,257,137,272,147
i,272,134,277,148
l,277,134,283,147
l,283,134,289,147
 ,289,147,296,147
t,296,135,305,147
h,305,133,316,147
e,316,137,327,148
n,327,137,338,147
 ,338,147,345,147
s,345,136,355,147
h,355,133,366,147
o,366,136,377,147
o,377,136,388,147
t,388,135,397,147
 ,397,147,404,147
i,404,134,409,148
n,409,137,420,147
 ,420,147,427,147
s,427,136,437,147
p,437,137,449,151
r,449,137,457,147
i,457,134,462,148
n,462,137,473,147
g,473,137,484,152
 ,484,147,491,147
a,491,137,502,148
n,502,137,513,147
d,513,133,524,147
 ,524,147,531,147
d,531,133,542,147
e,542,137,553,148
v,553,137,565,147
e,565,137,576,148
l,576,134,582,147
o,582,136,593,147
p,593,137,605,151
 ,605,147,612,147
i,612,134,617,148
n,617,137,628,147
t,628,135,637,147
o,637,136,648,147
 ,648,147,655,147
n,655,137,666,147
e,666,137,677,148
w,677,137,692,147
 ,692,147,699,147
p,699,137,711,151
l,711,134,717,147
a,717,137,728,148
n,728,137,739,147
t,739,135,748,147
s,748,136,758,147
.,758,144,763,147
 ,763,147,770,147
T,770,134,783,147
h,783,133,794,147
e,794,137,805,148
r,805,137,813,147
e,813,137,824,148
 ,824,147,831,147
a,831,137,842,148
r,842,137,850,147
e,850,137,861,148
o,112,167,123,178
t,123,166,132,178
h,132,164,143,178
e,143,168,154,179
r,154,168,162,178
 ,162,178,169,178
p,169,168,181,182
l,181,165,187,178
a,187,168,198,179
n,198,168,209,178
t,209,166,218,178
s,218,167,228,178
 ,228,178,235,178
w,235,168,250,178
h,250,164,261,178
o,261,167,272,178
s,272,167,282,178
e,282,168,293,179
 ,293,178,300,178
p,300,168,312,182
a,312,168,323,179
r,323,168,331,178
t,331,166,340,178
s,340,167,350,178
 ,350,178,357,178
a,357,168,368,179
b,368,164,379,179
o,379,167,390,178
v,390,168,402,178
e,402,168,413,179
 ,413,178,420,178
t,420,166,429,178
h,429,164,440,178
e,440,168,451,179
 ,451,178,458,178
g,458,168,469,183
r,469,168,477,178
o,477,167,488,178
u,488,168,499,178
n,499,168,510,178
d,510,164,521,178
 ,521,178,528,178
d,528,164,539,178
i,539,165,544,179
e,544,168,555,179
",",555,176,561,181
 ,561,178,568,178
a,568,168,579,179
n,579,168,590,178
d,590,164,601,178
 ,601,178,608,178
a,608,168,619,179
s,619,167,629,178
 ,629,178,636,178
i,636,165,641,179
t,641,166,650,178
 ,650,178,657,178
g,657,168,668,183
e,668,168,679,179
t,679,166,688,178
s,688,167,698,178
 ,698,178,705,178
w,705,168,720,178
a,720,168,731,179
r,731,168,739,178
m,739,168,756,178
e,756,168,767,179
r,767,168,775,178
 ,775,178,782,178
i,782,165,787,179
n,787,168,798,178
 ,798,178,805,178
s,805,167,815,178
p,815,168,827,182
r,827,168,835,178
i,835,165,840,179
n,840,168,851,178
g,851,168,862,183
t,112,197,121,209
h,121,195,132,209
e,132,199,143,210
y,143,199,155,213
 ,155,209,162,209
f,162,195,170,209
o,170,198,181,209
r,181,199,189,209
m,189,199,206,209
 ,206,209,213,209
n,213,199,224,209
e,224,199,235,210
w,235,199,250,209
 ,250,209,257,209
s,257,198,267,209
h,267,195,278,209
o,278,198,289,209
o,289,198,300,209
t,300,197,309,209
s,309,198,319,209
 ,319,209,326,209
a,326,199,337,210
g,337,199,348,214
a,348,199,359,210
i,359,196,364,210
n,364,199,375,209
.,375,206,380,209
 ,380,209,387,209
M,387,196,402,209
a,402,199,413,210
n,413,199,424,209
y,424,199,436,213
 ,436,209,443,209
t,443,197,452,209
r,452,199,460,209
e,460,199,471,210
e,471,199,482,210
s,482,198,492,209
 ,492,209,499,209
a,499,199,510,210
n,510,199,521,209
d,521,195,532,209
 ,532,209,539,209
b,539,195,550,210
u,550,199,561,209
s,561,198,571,209
h,571,195,582,209
e,582,199,593,210
s,593,198,603,209
 ,603,209,610,209
l,610,196,616,209
o,616,198,627,209
s,627,198,637,209
e,637,199,648,210
 ,648,209,655,209
t,655,197,664,209
h,664,195,675,209
e,675,199,686,210
i,686,196,691,210
r,691,199,699,209
 ,699,209,706,209
l,706,196,712,209
e,712,199,723,210
a,723,199,734,210
v,734,199,746,209
e,746,199,757,210
s,757,198,767,209
 ,767,209,774,209
i,774,196,779,210
n,779,199,790,209
 ,790,209,797,209
a,797,199,808,210
u,808,199,819,209
t,819,197,828,209
u,828,199,839,209
m,839,199,856,209
n,856,199,867,209
a,112,230,123,241
n,123,230,134,240
d,134,226,145,240
 ,145,240,152,240
h,152,226,163,240
a,163,230,174,241
v,174,230,186,240
e,186,230,197,241
 ,197,240,204,240
a,204,230,215,241
 ,215,240,222,240
r,222,230,230,240
e,230,230,241,241
s,241,229,251,240
t,251,228,260,240
i,260,227,265,241
n,265,230,276,240
g,276,230,287,245
 ,287,240,294,240
p,294,230,306,244
e,306,230,317,241
r,317,230,325,240
i,325,227,330,241
o,330,229,341,240
d,341,226,352,240
 ,352,240,359,240
d,359,226,370,240
u,370,230,381,240
r,381,230,389,240
i,389,227,394,241
n,394,230,405,240
g,405,230,416,245
 ,416,240,423,240
w,423,230,438,240
i,438,227,443,241
n,443,230,454,240
t,454,228,463,240
e,463,230,474,241
r,474,230,482,240
.,482,237,487,240
 ,487,240,494,240
B,494,226,506,241
e,506,230,517,241
c,517,229,527,240
a,527,230,538,241
u,538,230,549,240
s,549,229,559,240
e,559,230,570,241
 ,570,240,577,240
a,577,230,588,241
n,588,230,599,240
i,599,227,604,241
m,604,230,621,240
a,621,230,632,241
l,632,227,638,240
s,638,229,648,240
 ,648,240,655,240
m,655,230,672,240
o,672,229,683,240
v,683,230,695,240
e,695,230,706,241
 ,706,240,713,240
a,713,230,724,241
r,724,230,732,240
o,732,229,743,240
u,743,230,754,240
n,754,230,765,240
d,765,226,776,240
",",776,238,782,243
 ,782,240,789,240
t,789,228,798,240
h,798,226,809,240
e,809,230,820,241
y,820,230,832,244
c,112,260,122,271
o,122,260,133,271
n,133,261,144,271
s,144,260,154,271
u,154,261,165,271
m,165,261,182,271
e,182,261,193,272
 ,193,271,200,271
s,200,260,210,271
u,210,261,221,271
b,221,257,232,272
s,232,260,242,271
t,242,259,251,271
a,251,261,262,272
n,262,261,273,271
t,273,259,282,271
i,282,258,287,272
a,287,261,298,272
l,298,258,304,271
l,304,258,310,271
y,310,261,322,275
 ,322,271,329,271
m,329,261,346,271
o,346,260,357,271
r,357,261,365,271
e,365,261,376,272
 ,376,271,383,271
e,383,261,394,272
n,394,261,405,271
e,405,261,416,272
r,416,261,424,271
g,424,261,435,276
y,435,261,447,275
 ,447,271,454,271
t,454,259,463,271
h,463,257,474,271
a,474,261,485,272
n,485,261,496,271
 ,496,271,503,271
p,503,261,515,275
l,515,258,521,271
a,521,261,532,272
n,532,261,543,271
t,543,259,552,271
s,552,260,562,271
.,562,268,567,271
 ,567,271,574,271
M,574,258,589,271
o,589,260,600,271
s,600,260,610,271
t,610,259,619,271
 ,619,271,626,271
a,626,261,637,272
n,637,261,648,271
i,648,258,653,272
m,653,261,670,271
a,670,261,681,272
l,681,258,687,271
s,687,260,697,271
 ,697,271,704,271
s,704,260,714,271
u,714,261,725,271
r,725,261,733,271
v,733,261,745,271
i,745,258,750,272
v,750,261,762,271
e,762,261,773,272
 ,773,271,780,271
w,780,261,795,271
i,795,258,800,272
n,800,261,811,271
t,811,259,820,271
e,820,261,831,272
r,831,261,839,271
w,112,292,127,302
i,127,289,132,303
t,132,290,141,302
h,141,288,152,302
o,152,291,163,302
u,163,292,174,302
t,174,290,183,302
 ,183,302,190,302
c,190,291,200,302
h,200,288,211,302
a,211,292,222,303
n,222,292,233,302
g,233,292,244,307
i,244,289,249,303
n,249,292,260,302
g,260,292,271,307
 ,271,302,278,302
t,278,290,287,302
h,287,288,298,302
e,298,292,309,303
i,309,289,314,303
r,314,292,322,302
 ,322,302,329,302
u,329,292,340,302
s,340,291,350,302
u,350,292,361,302
a,361,292,372,303
l,372,289,378,302
 ,378,302,385,302
w,385,292,400,302
a,400,292,411,303
y,411,292,423,306
 ,423,302,430,302
o,430,291,441,302
f,441,288,449,302
 ,449,302,456,302
l,456,289,462,302
i,462,289,467,303
f,467,288,475,302
e,475,292,486,303
.,486,299,491,302
 ,491,302,498,302
B,498,288,510,303
u,510,292,521,302
t,521,290,530,302
 ,530,302,537,302
t,537,290,546,302
h,546,288,557,302
e,557,292,568,303
r,568,292,576,302
e,576,292,587,303
 ,587,302,594,302
a,594,292,605,303
r,605,292,613,302
e,613,292,624,303
 ,624,302,631,302
a,631,292,642,303
l,642,289,648,302
s,648,291,658,302
o,658,291,669,302
 ,669,302,676,302
a,676,292,687,303
 ,687,302,694,302
n,694,292,705,302
u,705,292,716,302
m,716,292,733,302
b,733,288,744,303
e,744,292,755,303
r,755,292,763,302
 ,763,302,770,302
o,770,291,781,302
f,781,288,789,302
 ,789,302,796,302
a,796,292,807,303
n,807,292,818,302
i,818,289,823,303
m,823,292,840,302
a,840,292,851,303
l,851,289,857,302
s,857,291,867,302
t,112,321,121,333
h,121,319,132,333
a,132,323,143,334
t,143,321,152,333
 ,152,333,159,333
h,159,319,170,333
a,170,323,181,334
v,181,323,193,333
e,193,323,204,334
 ,204,333,211,333
t,211,321,220,333
o,220,322,231,333
 ,231,333,238,333
t,238,321,247,333
a,247,323,258,334
k,258,319,269,333
e,269,323,280,334
 ,280,333,287,333
s,287,322,297,333
p,297,323,309,337
e,309,323,320,334
c,320,322,330,333
i,330,320,335,334
a,335,323,346,334
l,346,320,352,333
 ,352,333,359,333
p,359,323,371,337
r,371,323,379,333
e,379,323,390,334
c,390,322,400,333
a,400,323,411,334
u,411,323,422,333
t,422,321,431,333
i,431,320,436,334
o,436,322,447,333
n,447,323,458,333
s,458,322,468,333
 ,468,333,475,333
s,475,322,485,333
o,485,322,496,333
 ,496,333,503,333
t,503,321,512,333
h,512,319,523,333
a,523,323,534,334
t,534,321,543,333
 ,543,333,550,333
t,550,321,559,333
h,559,319,570,333
e,570,323,581,334
y,581,323,593,337
 ,593,333,600,333
w,600,323,615,333
i,615,320,620,334
l,620,320,626,333
l,626,320,632,333
 ,632,333,639,333
n,639,323,650,333
o,650,322,661,333
t,661,321,670,333
 ,670,333,677,333
f,677,319,685,333
r,685,323,693,333
e,693,323,704,334
e,704,323,715,334
z,715,323,725,333
e,725,323,736,334
 ,736,333,743,333
t,743,321,752,333
o,752,322,763,333
 ,763,333,770,333
d,770,319,781,333
e,781,323,792,334
a,792,323,803,334
t,803,321,812,333
h,812,319,823,333
.,823,330,828,333
 ,828,333,835,333
S,835,319,847,333
o,847,322,858,333
m,858,323,875,333
e,875,323,886,334
b,112,350,123,365
i,123,351,128,365
r,128,354,136,364
d,136,350,147,364
s,147,353,157,364
 ,157,364,164,364
h,164,350,175,364
a,175,354,186,365
v,186,354,198,364
e,198,354,209,365
 ,209,364,216,364
s,216,353,226,364
o,226,353,237,364
l,237,351,243,364
v,243,354,255,364
e,255,354,266,365
d,266,350,277,364
 ,277,364,284,364
t,284,352,293,364
h,293,350,304,364
i,304,351,309,365
s,309,353,319,364
 ,319,364,326,364
p,326,354,338,368
r,338,354,346,364
o,346,353,357,364
b,357,350,368,365
l,368,351,374,364
e,374,354,385,365
m,385,354,402,364
 ,402,364,409,364
b,409,350,420,365
y,420,354,432,368
 ,432,364,439,364
f,439,350,447,364
l,447,351,453,364
y,453,354,465,368
i,465,351,470,365
n,470,354,481,364
g,481,354,492,369
 ,492,364,499,364
a,499,354,510,365
w,510,354,525,364
a,525,354,536,365
y,536,354,548,368
 ,548,364,555,364
i,555,351,560,365
n,560,354,571,364
 ,571,364,578,364
a,578,354,589,365
u,589,354,600,364
t,600,352,609,364
u,609,354,620,364
m,620,354,637,364
n,637,354,648,364
 ,648,364,655,364
t,655,352,664,364
o,664,353,675,364
 ,675,364,682,364
s,682,353,692,364
p,692,354,704,368
e,704,354,715,365
n,715,354,726,364
d,726,350,737,364
 ,737,364,744,364
t,744,352,753,364
h,753,350,764,364
e,764,354,775,365
 ,775,364,782,364
w,782,354,797,364
i,797,351,802,365
n,802,354,813,364
t,813,352,822,364
e,822,354,833,365
r,833,354,841,364
m,112,385,129,395
o,129,384,140,395
n,140,385,151,395
t,151,383,160,395
h,160,381,171,395
s,171,384,181,395
 ,181,395,188,395
i,188,382,193,396
n,193,385,204,395
 ,204,395,211,395
m,211,385,228,395
o,228,384,239,395
r,239,385,247,395
e,247,385,258,396
 ,258,395,265,395
p,265,385,277,399
l,277,382,283,395
e,283,385,294,396
a,294,385,305,396
s,305,384,315,395
a,315,385,326,396
n,326,385,337,395
t,337,383,346,395
 ,346,395,353,395
a,353,385,364,396
r,364,385,372,395
e,372,385,383,396
a,383,385,394,396
s,394,384,404,395
 ,404,395,411,395
i,411,382,416,396
n,416,385,427,395
 ,427,395,434,395
t,434,383,443,395
h,443,381,454,395
e,454,385,465,396
 ,465,395,472,395
s,472,384,482,395
o,482,384,493,395
u,493,385,504,395
t,504,383,513,395
h,513,381,524,395
.,524,392,529,395
