Character,Left,Top,Right,Bottom
o,621,98,631,107
f,631,93,640,107
 ,640,107,645,107
s,645,98,653,107
e,653,98,662,107
e,662,98,671,107
d,671,93,682,107
s,682,98,690,107
 ,690,107,695,107
w,695,98,710,107
h,710,93,720,107
i,720,93,726,107
c,726,98,735,107
h,735,93,745,107
 ,745,107,750,107
o,750,98,760,107
f,760,93,769,107
t,769,95,775,107
e,775,98,784,107
n,784,98,794,107
l,112,118,118,132
i,118,118,124,132
e,124,123,133,132
 ,133,132,138,132
b,137,118,148,132
u,149,123,159,132
r,159,123,166,132
i,166,118,172,132
e,172,123,181,132
d,181,118,192,132
 ,192,132,197,132
i,197,118,203,132
n,203,123,213,132
 ,213,132,218,132
t,218,120,224,132
h,224,118,234,132
e,234,123,243,132
 ,243,132,248,132
g,248,123,258,136
r,258,123,265,132
o,265,123,275,132
u,275,123,285,132
n,285,123,295,132
d,295,118,306,132
 ,306,132,311,132
f,311,118,320,132
o,320,123,330,132
r,330,123,337,132
 ,337,132,342,132
s,342,123,350,132
e,350,123,359,132
v,359,123,369,132
e,369,123,378,132
r,378,123,385,132
a,385,123,394,132
l,394,118,400,132
 ,400,132,405,132
y,405,123,415,136
e,415,123,424,132
a,424,123,433,132
r,433,123,440,132
s,440,123,448,132
 ,448,132,453,132
a,453,123,462,132
n,462,123,472,132
d,472,118,483,132
 ,483,132,488,132
d,488,118,499,132
o,499,123,509,132
 ,509,132,514,132
n,514,123,524,132
o,524,123,534,132
t,534,120,540,132
 ,540,132,545,132
p,544,123,555,136
u,556,123,566,132
t,566,120,572,132
 ,572,132,577,132
o,577,123,587,132
u,587,123,597,132
t,597,120,603,132
 ,603,132,608,132
s,608,123,616,132
h,616,118,626,132
o,626,123,636,132
o,636,123,646,132
t,646,120,652,132
s,652,123,660,132
 ,660,132,665,132
b,664,118,675,132
e,676,123,685,132
f,685,118,694,132
o,694,123,704,132
r,704,123,711,132
e,711,123,720,132
 ,720,132,725,132
i,725,118,731,132
t,731,120,737,132
 ,737,132,742,132
r,742,123,749,132
a,749,123,758,132
i,758,118,764,132
n,764,123,774,132
s,774,123,782,132
.,782,129,787,132
W,112,144,131,157
h,131,143,141,157
e,141,148,150,157
n,150,148,160,157
 ,160,157,165,157
t,165,145,171,157
h,171,143,181,157
a,181,148,190,157
t,190,145,196,157
 ,196,157,201,157
h,201,143,211,157
a,211,148,220,157
p,219,148,230,161
p,230,148,241,161
e,242,148,251,157
n,251,148,261,157
s,261,148,269,157
",",269,155,274,160
 ,274,157,279,157
t,279,145,285,157
h,285,143,295,157
e,295,148,304,157
 ,304,157,309,157
p,308,148,319,161
l,320,143,326,157
a,326,148,335,157
n,335,148,345,157
t,345,145,351,157
s,351,148,359,157
 ,359,157,364,157
g,364,148,374,161
r,374,148,381,157
o,381,148,391,157
w,391,148,406,157
 ,406,157,411,157
v,411,148,421,157
e,421,148,430,157
r,430,148,437,157
y,437,148,447,161
 ,447,157,452,157
q,452,148,462,161
u,462,148,472,157
i,472,143,478,157
c,478,148,487,157
k,487,143,498,157
l,498,143,504,157
y,504,148,514,161
 ,514,157,519,157
a,519,148,528,157
n,528,148,538,157
d,538,143,549,157
 ,549,157,554,157
f,554,143,563,157
o,563,148,573,157
r,573,148,580,157
m,580,148,596,157
 ,596,157,601,157
f,601,143,610,157
l,610,143,616,157
o,616,148,626,157
w,626,148,641,157
e,641,148,650,157
r,650,148,657,157
s,657,148,665,157
 ,665,157,670,157
a,670,148,679,157
n,679,148,689,157
d,689,143,700,157
 ,700,157,705,157
s,705,148,713,157
e,713,148,722,157
e,722,148,731,157
d,731,143,742,157
s,742,148,750,157
",",750,155,755,160
w,112,173,127,182
h,127,168,137,182
i,137,168,143,182
c,143,173,152,182
h,152,168,162,182
 ,162,182,167,182
i,167,168,173,182
n,173,173,183,182
 ,183,182,188,182
d,188,168,199,182
u,199,173,209,182
e,209,173,218,182
 ,218,182,223,182
t,223,170,229,182
i,229,168,235,182
m,235,173,251,182
e,251,173,260,182
 ,260,182,265,182
d,265,168,276,182
e,276,173,285,182
v,285,173,295,182
e,295,173,304,182
l,304,168,310,182
o,310,173,320,182
p,319,173,330,186
 ,331,182,336,182
i,336,168,342,182
n,342,173,352,182
t,352,170,358,182
o,358,173,368,182
 ,368,182,373,182
t,373,170,379,182
h,379,168,389,182
e,389,173,398,182
 ,398,182,403,182
n,403,173,413,182
e,413,173,422,182
x,422,173,432,182
t,432,170,438,182
 ,438,182,443,182
g,443,173,453,186
e,453,173,462,182
n,462,173,472,182
e,472,173,481,182
r,481,173,488,182
a,488,173,497,182
t,497,170,503,182
i,503,168,509,182
o,509,173,519,182
n,519,173,529,182
.,529,179,534,182
 ,534,182,539,182
S,539,169,550,182
o,550,173,560,182
m,560,173,576,182
e,576,173,585,182
 ,585,182,590,182
a,590,173,599,182
n,599,173,609,182
i,609,168,615,182
m,615,173,631,182
a,631,173,640,182
l,640,168,646,182
s,646,173,654,182
 ,654,182,659,182
b,658,168,669,182
e,670,173,679,182
h,679,168,689,182
a,689,173,698,182
v,698,173,708,182
e,708,173,717,182
 ,717,182,722,182
i,722,168,728,182
n,728,173,738,182
 ,738,182,743,182
a,743,173,752,182
s,112,198,120,207
i,120,193,126,207
m,126,198,142,207
i,142,193,148,207
l,148,193,154,207
a,154,198,163,207
r,163,198,170,207
 ,170,207,175,207
w,175,198,190,207
a,190,198,199,207
y,199,198,209,211
.,209,204,214,207
 ,214,207,219,207
T,219,194,231,207
h,231,193,241,207
e,241,198,250,207
r,250,198,257,207
e,257,198,266,207
 ,266,207,271,207
a,271,198,280,207
r,280,198,287,207
e,287,198,296,207
 ,296,207,301,207
f,301,193,310,207
r,310,198,317,207
o,317,198,327,207
g,327,198,337,211
s,337,198,345,207
 ,345,207,350,207
t,350,195,356,207
h,356,193,366,207
a,366,198,375,207
t,375,195,381,207
 ,381,207,386,207
b,385,193,396,207
u,397,198,407,207
r,407,198,414,207
y,414,198,424,211
 ,424,207,429,207
t,429,195,435,207
h,435,193,445,207
e,445,198,454,207
m,454,198,470,207
s,470,198,478,207
e,478,198,487,207
l,487,193,493,207
v,493,198,503,207
e,503,198,512,207
s,512,198,520,207
 ,520,207,525,207
i,525,193,531,207
n,531,198,541,207
 ,541,207,546,207
t,546,195,552,207
h,552,193,562,207
e,562,198,571,207
 ,571,207,576,207
g,576,198,586,211
r,586,198,593,207
o,593,198,603,207
u,603,198,613,207
n,613,198,623,207
d,623,193,634,207
 ,634,207,639,207
a,639,198,648,207
n,648,198,658,207
d,658,193,669,207
 ,669,207,674,207
f,674,193,683,207
o,683,198,693,207
r,693,198,700,207
m,700,198,716,207
 ,716,207,721,207
a,721,198,730,207
 ,730,207,735,207
c,735,198,744,207
a,744,198,753,207
p,752,198,763,211
s,764,198,772,207
u,772,198,782,207
l,782,193,788,207
e,788,198,797,207
w,112,223,127,232
h,127,218,137,232
i,137,218,143,232
c,143,223,152,232
h,152,218,162,232
 ,162,232,167,232
p,166,223,177,236
r,178,223,185,232
e,185,223,194,232
v,194,223,204,232
e,204,223,213,232
n,213,223,223,232
t,223,220,229,232
s,229,223,237,232
 ,237,232,242,232
t,242,220,248,232
h,248,218,258,232
e,258,223,267,232
m,267,223,283,232
 ,283,232,288,232
f,288,218,297,232
r,297,223,304,232
o,304,223,314,232
m,314,223,330,232
 ,330,232,335,232
d,335,218,346,232
r,346,223,353,232
y,353,223,363,236
i,363,218,369,232
n,369,223,379,232
g,379,223,389,236
 ,389,232,394,232
o,394,223,404,232
u,404,223,414,232
t,414,220,420,232
.,420,229,425,232
 ,425,232,430,232
T,430,219,442,232
h,442,218,452,232
e,452,223,461,232
s,461,223,469,232
e,469,223,478,232
 ,478,232,483,232
f,483,218,492,232
r,492,223,499,232
o,499,223,509,232
g,509,223,519,236
s,519,223,527,232
 ,527,232,532,232
o,532,223,542,232
n,542,223,552,232
l,552,218,558,232
y,558,223,568,236
 ,568,232,573,232
c,573,223,582,232
o,582,223,592,232
m,592,223,608,232
e,608,223,617,232
 ,617,232,622,232
t,622,220,628,232
o,628,223,638,232
 ,638,232,643,232
t,643,220,649,232
h,649,218,659,232
e,659,223,668,232
 ,668,232,673,232
s,673,223,681,232
u,681,223,691,232
r,691,223,698,232
f,698,218,707,232
a,707,223,716,232
c,716,223,725,232
e,725,223,734,232
 ,734,232,739,232
w,739,223,754,232
h,754,218,764,232
e,764,223,773,232
n,773,223,783,232
i,112,243,118,257
t,118,245,124,257
 ,124,257,129,257
f,129,243,138,257
i,138,243,144,257
n,144,248,154,257
a,154,248,163,257
l,163,243,169,257
l,169,243,175,257
y,175,248,185,261
 ,185,257,190,257
r,190,248,197,257
a,197,248,206,257
i,206,243,212,257
n,212,248,222,257
s,222,248,230,257
.,230,254,235,257
 ,235,257,240,257
T,240,244,252,257
h,252,243,262,257
e,262,248,271,257
y,271,248,281,261
 ,281,257,286,257
u,286,248,296,257
s,296,248,304,257
e,304,248,313,257
 ,313,257,318,257
t,318,245,324,257
h,324,243,334,257
i,334,243,340,257
s,340,248,348,257
 ,348,257,353,257
t,353,245,359,257
i,359,243,365,257
m,365,248,381,257
e,381,248,390,257
 ,390,257,395,257
i,395,243,401,257
n,401,248,411,257
 ,411,257,416,257
w,416,248,431,257
h,431,243,441,257
i,441,243,447,257
c,447,248,456,257
h,456,243,466,257
 ,466,257,471,257
w,471,248,486,257
a,486,248,495,257
t,495,245,501,257
e,501,248,510,257
r,510,248,517,257
 ,517,257,522,257
i,522,243,528,257
s,528,248,536,257
 ,536,257,541,257
a,541,248,550,257
v,550,248,560,257
a,560,248,569,257
i,569,243,575,257
l,575,243,581,257
a,581,248,590,257
b,589,243,600,257
l,601,243,607,257
e,607,248,616,257
 ,616,257,621,257
t,621,245,627,257
o,627,248,637,257
 ,637,257,642,257
p,641,248,652,261
r,653,248,660,257
o,660,248,670,257
v,670,248,680,257
i,680,243,686,257
d,686,243,697,257
e,697,248,706,257
 ,706,257,711,257
f,711,243,720,257
o,720,248,730,257
r,730,248,737,257
 ,737,257,742,257
t,742,245,748,257
h,748,243,758,257
e,758,248,767,257
i,767,243,773,257
r,773,248,780,257
o,112,273,122,282
f,122,268,131,282
f,131,268,140,282
s,140,273,148,282
p,147,273,158,286
r,159,273,166,282
i,166,268,172,282
n,172,273,182,282
g,182,273,192,286
.,192,279,197,282
 ,197,282,202,282
A,202,269,217,282
 ,217,282,222,282
l,222,268,228,282
o,228,273,238,282
t,238,270,244,282
 ,244,282,249,282
o,249,273,259,282
f,259,268,268,282
 ,268,282,273,282
p,272,273,283,286
l,284,268,290,282
a,290,273,299,282
n,299,273,309,282
t,309,270,315,282
s,315,273,323,282
 ,323,282,328,282
i,328,268,334,282
n,334,273,344,282
 ,344,282,349,282
t,349,270,355,282
h,355,268,365,282
e,365,273,374,282
 ,374,282,379,282
d,379,268,390,282
e,390,273,399,282
s,399,273,407,282
e,407,273,416,282
r,416,273,423,282
t,423,270,429,282
 ,429,282,434,282
h,434,268,444,282
a,444,273,453,282
v,453,273,463,282
e,463,273,472,282
 ,472,282,477,282
a,477,273,486,282
d,486,268,497,282
a,497,273,506,282
p,505,273,516,286
t,517,270,523,282
e,523,273,532,282
d,532,268,543,282
 ,543,282,548,282
t,548,270,554,282
o,554,273,564,282
 ,564,282,569,282
t,569,270,575,282
h,575,268,585,282
e,585,273,594,282
 ,594,282,599,282
d,599,268,610,282
r,610,273,617,282
y,617,273,627,286
n,627,273,637,282
e,637,273,646,282
s,646,273,654,282
s,654,273,662,282
 ,662,282,667,282
i,667,268,673,282
n,673,273,683,282
 ,683,282,688,282
o,688,273,698,282
t,698,270,704,282
h,704,268,714,282
e,714,273,723,282
r,723,273,730,282
 ,730,282,735,282
w,735,273,750,282
a,750,273,759,282
y,759,273,769,286
s,769,273,777,282
.,777,279,782,282
S,112,294,123,307
o,123,298,133,307
m,133,298,149,307
e,149,298,158,307
 ,158,307,163,307
h,163,293,173,307
a,173,298,182,307
v,182,298,192,307
e,192,298,201,307
 ,201,307,206,307
e,206,298,215,307
x,215,298,225,307
t,225,295,231,307
e,231,298,240,307
n,240,298,250,307
s,250,298,258,307
i,258,293,264,307
v,264,298,274,307
e,274,298,283,307
 ,283,307,288,307
r,288,298,295,307
o,295,298,305,307
o,305,298,315,307
t,315,295,321,307
s,321,298,329,307
 ,329,307,334,307
t,334,295,340,307
h,340,293,350,307
a,350,298,359,307
t,359,295,365,307
 ,365,307,370,307
t,370,295,376,307
a,376,298,385,307
k,385,293,396,307
e,396,298,405,307
 ,405,307,410,307
i,410,293,416,307
n,416,298,426,307
 ,426,307,431,307
w,431,298,446,307
a,446,298,455,307
t,455,295,461,307
e,461,298,470,307
r,470,298,477,307
 ,477,307,482,307
f,482,293,491,307
r,491,298,498,307
o,498,298,508,307
m,508,298,524,307
 ,524,307,529,307
a,529,298,538,307
 ,538,307,543,307
l,543,293,549,307
a,549,298,558,307
r,558,298,565,307
g,565,298,575,311
e,575,298,584,307
 ,584,307,589,307
a,589,298,598,307
r,598,298,605,307
e,605,298,614,307
a,614,298,623,307
 ,623,307,628,307
o,628,298,638,307
r,638,298,645,307
 ,645,307,650,307
r,650,298,657,307
e,657,298,666,307
a,666,298,675,307
c,675,298,684,307
h,684,293,694,307
 ,694,307,699,307
i,699,293,705,307
n,705,298,715,307
t,715,295,721,307
o,721,298,731,307
 ,731,307,736,307
t,736,295,742,307
h,742,293,752,307
e,752,298,761,307
g,112,323,122,336
r,122,323,129,332
o,129,323,139,332
u,139,323,149,332
n,149,323,159,332
d,159,318,170,332
 ,170,332,175,332
v,175,323,185,332
e,185,323,194,332
r,194,323,201,332
y,201,323,211,336
 ,211,332,216,332
f,216,318,225,332
a,225,323,234,332
r,234,323,241,332
.,241,329,246,332
