Character,Left,Top,Right,Bottom
a,534,164,543,173
m,543,164,558,173
s,558,164,565,173
.,565,170,570,173
 ,570,173,575,173
W,575,161,593,173
h,593,160,603,173
e,603,164,611,173
n,611,164,621,173
 ,621,173,626,173
t,626,161,632,173
h,632,160,642,173
e,642,164,650,173
 ,650,173,655,173
b,654,160,665,173
e,666,164,674,173
a,674,164,683,173
v,683,164,693,173
e,693,164,701,173
r,701,164,708,173
 ,708,173,713,173
f,713,160,722,173
e,722,164,730,173
l,730,160,735,173
l,735,160,740,173
s,740,164,747,173
 ,747,173,752,173
a,752,164,761,173
t,112,184,118,196
r,118,187,125,196
e,125,187,133,196
e,133,187,141,196
",",141,194,146,199
 ,146,196,151,196
i,151,183,156,196
t,156,184,162,196
 ,162,196,167,196
g,167,187,177,200
n,177,187,187,196
a,187,187,196,196
w,196,187,210,196
s,210,187,217,196
 ,217,196,222,196
o,222,187,232,196
n,232,187,242,196
 ,242,196,247,196
t,247,184,253,196
h,253,183,263,196
e,263,187,271,196
 ,271,196,276,196
t,276,184,282,196
r,282,187,289,196
u,289,187,299,196
n,299,187,309,196
k,309,183,319,196
 ,319,196,324,196
i,324,183,329,196
n,329,187,339,196
 ,339,196,344,196
s,344,187,351,196
u,351,187,361,196
c,361,187,369,196
h,369,183,379,196
 ,379,196,384,196
a,384,187,393,196
 ,393,196,398,196
w,398,187,412,196
a,412,187,421,196
y,421,187,431,200
 ,431,196,436,196
t,436,184,442,196
h,442,183,452,196
a,452,187,461,196
t,461,184,467,196
 ,467,196,472,196
t,472,184,478,196
h,478,183,488,196
e,488,187,496,196
 ,496,196,501,196
u,501,187,511,196
p,510,187,521,200
p,521,187,532,200
e,533,187,541,196
r,541,187,548,196
 ,548,196,553,196
a,553,187,562,196
n,562,187,572,196
d,572,183,582,196
 ,582,196,587,196
t,587,184,593,196
h,593,183,603,196
e,603,187,611,196
 ,611,196,616,196
l,616,183,621,196
o,621,187,631,196
w,631,187,645,196
e,645,187,653,196
r,653,187,660,196
 ,660,196,665,196
p,664,187,675,200
a,676,187,685,196
r,685,187,692,196
t,692,184,698,196
 ,698,196,703,196
o,703,187,713,196
f,713,183,722,196
 ,722,196,727,196
t,727,184,733,196
h,733,183,743,196
e,743,187,751,196
t,112,207,118,219
r,118,210,125,219
u,125,210,135,219
n,135,210,145,219
k,145,206,155,219
 ,155,219,160,219
a,160,210,169,219
r,169,210,176,219
e,176,210,184,219
 ,184,219,189,219
o,189,210,199,219
n,199,210,209,219
l,209,206,214,219
y,214,210,224,223
 ,224,219,229,219
c,229,210,237,219
o,237,210,247,219
n,247,210,257,219
n,257,210,267,219
e,267,210,275,219
c,275,210,283,219
t,283,207,289,219
e,289,210,297,219
d,297,206,307,219
 ,307,219,312,219
w,312,210,326,219
i,326,206,331,219
t,331,207,337,219
h,337,206,347,219
 ,347,219,352,219
e,352,210,360,219
a,360,210,369,219
c,369,210,377,219
h,377,206,387,219
 ,387,219,392,219
o,392,210,402,219
t,402,207,408,219
h,408,206,418,219
e,418,210,426,219
r,426,210,433,219
 ,433,219,438,219
a,438,210,447,219
t,447,207,453,219
 ,453,219,458,219
a,458,210,467,219
 ,467,219,472,219
s,472,210,479,219
m,479,210,494,219
a,494,210,503,219
l,503,206,508,219
l,508,206,513,219
 ,513,219,518,219
p,517,210,528,223
o,529,210,539,219
i,539,206,544,219
n,544,210,554,219
t,554,207,560,219
.,560,216,565,219
 ,565,219,570,219
W,570,207,588,219
h,588,206,598,219
e,598,210,606,219
n,606,210,616,219
 ,616,219,621,219
t,621,207,627,219
h,627,206,637,219
e,637,210,645,219
 ,645,219,650,219
c,650,210,658,219
o,658,210,668,219
n,668,210,678,219
n,678,210,688,219
e,688,210,696,219
c,696,210,704,219
t,704,207,710,219
i,710,206,715,219
o,715,210,725,219
n,725,210,735,219
 ,735,219,740,219
i,740,206,745,219
s,745,210,752,219
n,112,233,122,242
a,122,233,131,242
r,131,233,138,242
r,138,233,145,242
o,145,233,155,242
w,155,233,169,242
 ,169,242,174,242
a,174,233,183,242
n,183,233,193,242
d,193,229,203,242
 ,203,242,208,242
t,208,230,214,242
h,214,229,224,242
e,224,233,232,242
 ,232,242,237,242
b,236,229,247,242
e,248,233,256,242
a,256,233,265,242
v,265,233,275,242
e,275,233,283,242
r,283,233,290,242
 ,290,242,295,242
h,295,229,305,242
a,305,233,314,242
s,314,233,321,242
 ,321,242,326,242
b,325,229,336,242
e,337,233,345,242
c,345,233,353,242
o,353,233,363,242
m,363,233,378,242
e,378,233,386,242
 ,386,242,391,242
t,391,230,397,242
i,397,229,402,242
r,402,233,409,242
e,409,233,417,242
d,417,229,427,242
",",427,240,432,245
 ,432,242,437,242
t,437,230,443,242
h,443,229,453,242
e,453,233,461,242
 ,461,242,466,242
w,466,233,480,242
i,480,229,485,242
n,485,233,495,242
d,495,229,505,242
 ,505,242,510,242
w,510,233,524,242
i,524,229,529,242
l,529,229,534,242
l,534,229,539,242
 ,539,242,544,242
d,544,229,554,242
o,554,233,564,242
 ,564,242,569,242
t,569,230,575,242
h,575,229,585,242
e,585,233,593,242
 ,593,242,598,242
r,598,233,605,242
e,605,233,613,242
s,613,233,620,242
t,620,230,626,242
.,626,239,631,242
 ,631,242,636,242
T,636,230,648,242
h,648,229,658,242
e,658,233,666,242
 ,666,242,671,242
t,671,230,677,242
w,677,233,691,242
i,691,229,696,242
g,696,233,706,246
s,706,233,713,242
 ,713,242,718,242
a,718,233,727,242
n,727,233,737,242
d,737,229,747,242
t,112,253,118,265
h,118,252,128,265
i,128,252,133,265
n,133,256,143,265
 ,143,265,148,265
b,147,252,158,265
r,159,256,166,265
a,166,256,175,265
n,175,256,185,265
c,185,256,193,265
h,193,252,203,265
e,203,256,211,265
s,211,256,218,265
 ,218,265,223,265
a,223,256,232,265
r,232,256,239,265
e,239,256,247,265
 ,247,265,252,265
c,252,256,260,265
u,260,256,270,265
t,270,253,276,265
 ,276,265,281,265
o,281,256,291,265
f,291,252,300,265
f,300,252,309,265
 ,309,265,314,265
b,313,252,324,265
y,325,256,335,269
 ,335,265,340,265
t,340,253,346,265
h,346,252,356,265
e,356,256,364,265
 ,364,265,369,265
b,368,252,379,265
e,380,256,388,265
a,388,256,397,265
v,397,256,407,265
e,407,256,415,265
r,415,256,422,265
 ,422,265,427,265
a,427,256,436,265
n,436,256,446,265
d,446,252,456,265
 ,456,265,461,265
p,460,256,471,269
i,472,252,477,265
l,477,252,482,265
e,482,256,490,265
d,490,252,500,265
 ,500,265,505,265
u,505,256,515,265
p,514,256,525,269
 ,526,265,531,265
n,531,256,541,265
e,541,256,549,265
a,549,256,558,265
r,558,256,565,265
 ,565,265,570,265
i,570,252,575,265
t,575,253,581,265
s,581,256,588,265
 ,588,265,593,265
d,593,252,603,265
e,603,256,611,265
n,611,256,621,265
",",621,263,626,268
 ,626,265,631,265
w,631,256,645,265
h,645,252,655,265
i,655,252,660,265
c,660,256,668,265
h,668,252,678,265
 ,678,265,683,265
i,683,252,688,265
s,688,256,695,265
 ,695,265,700,265
b,699,252,710,265
u,711,256,721,265
i,721,252,726,265
l,726,252,731,265
t,731,253,737,265
 ,737,265,742,265
o,742,256,752,265
n,752,256,762,265
a,112,279,121,288
 ,121,288,126,288
s,126,279,133,288
m,133,279,148,288
a,148,279,157,288
l,157,275,162,288
l,162,275,167,288
 ,167,288,172,288
i,172,275,177,288
s,177,279,184,288
l,184,275,189,288
a,189,279,198,288
n,198,279,208,288
d,208,275,218,288
.,218,285,223,288
 ,223,288,228,288
T,228,276,240,288
h,240,275,250,288
e,250,279,258,288
 ,258,288,263,288
t,263,276,269,288
h,269,275,279,288
i,279,275,284,288
c,284,279,292,288
k,292,275,302,288
 ,302,288,307,288
b,306,275,317,288
r,318,279,325,288
a,325,279,334,288
n,334,279,344,288
c,344,279,352,288
h,352,275,362,288
e,362,279,370,288
s,370,279,377,288
 ,377,288,382,288
a,382,279,391,288
r,391,279,398,288
e,398,279,406,288
 ,406,288,411,288
s,411,279,418,288
o,418,279,428,288
r,428,279,435,288
t,435,276,441,288
e,441,279,449,288
d,449,275,459,288
 ,459,288,464,288
o,464,279,474,288
u,474,279,484,288
t,484,276,490,288
 ,490,288,495,288
a,495,279,504,288
n,504,279,514,288
d,514,275,524,288
 ,524,288,529,288
u,529,279,539,288
s,539,279,546,288
e,546,279,554,288
d,554,275,564,288
 ,564,288,569,288
a,569,279,578,288
s,578,279,585,288
 ,585,288,590,288
w,590,279,604,288
o,604,279,614,288
o,614,279,624,288
d,624,275,634,288
 ,634,288,639,288
f,639,275,648,288
o,648,279,658,288
r,658,279,665,288
 ,665,288,670,288
b,669,275,680,288
u,681,279,691,288
i,691,275,696,288
l,696,275,701,288
d,701,275,711,288
i,711,275,716,288
n,716,279,726,288
g,726,279,736,292
d,112,298,122,311
a,122,302,131,311
m,131,302,146,311
s,146,302,153,311
.,153,308,158,311
